personId,playerName_x,season_year,spoe_per_shot_x,n_shots_x,se_per_shot_x,playerName_x1,spoe_per_shot_x1,n_shots_x1,se_per_shot_x1,pair
201941,Hill,2013,0.14115056530034634,521,0.04159581138924454,Hill,0.04601534351401395,777,0.03401489536617716,2013-14 -> 2014-15
201584,Lee,2013,0.1196804110769983,614,0.04559192142389788,Lee,0.06044509122267731,643,0.0454761436002446,2013-14 -> 2014-15
2405,Stoudemire,2013,0.13099322272305688,558,0.03930285556949421,Stoudemire,0.09928982777409337,490,0.04152738725917497,2013-14 -> 2014-15
202696,Vucevic,2013,0.10356061502429303,696,0.036404540556044404,Vucevic,0.14266031918910493,1206,0.027422502176042064,2013-14 -> 2014-15
101112,Frye,2013,0.09151143784762858,778,0.044467128032761156,Frye,0.06029413327855981,487,0.05964410412746584,2013-14 -> 2014-15
201150,Hawes,2013,0.07852218142237144,883,0.038249135595029474,Hawes,-0.054318954520490535,415,0.0578948118165675,2013-14 -> 2014-15
2772,Ariza,2013,0.080194290714173,853,0.041679561891888005,Ariza,-0.0802901166991685,910,0.04197764782292534,2013-14 -> 2014-15
101123,Green,2013,0.06766935406069913,1006,0.03834879389430572,Green,0.010716213628874635,778,0.04338568366103495,2013-14 -> 2014-15
202683,Freedom,2013,0.07955258561330279,853,0.032495684790759094,Freedom,0.07892400422084209,928,0.03236665886128673,2013-14 -> 2014-15
201954,Collison,2013,0.09621362116976218,694,0.04198035831393166,Collison,0.11732311496632229,550,0.04728519299579776,2013-14 -> 2014-15
202083,Matthews,2013,0.0642941763479731,1009,0.03848942975572094,Matthews,0.09264282456528936,752,0.046137394784195096,2013-14 -> 2014-15
101114,Williams,2013,0.0901009905817893,716,0.04323790916765898,Williams,-0.05955003580540943,771,0.040650357358453335,2013-14 -> 2014-15
201156,Young,2013,0.07170431112968682,889,0.039056100207766314,Young,-0.010821491167272709,476,0.05485088711481554,2013-14 -> 2014-15
202694,Morris Sr.,2013,0.09774253218381528,651,0.04572401805233801,Morris Sr.,0.05856206194793273,763,0.042365156541488286,2013-14 -> 2014-15
201148,Wright,2013,0.18829118947962264,331,0.04857712355427206,Wright,0.1275731529196478,363,0.04523914675464419,2013-14 -> 2014-15
2403,Hilario,2013,0.10469051675085922,594,0.03862055573866036,Hilario,0.053758297772526345,601,0.03773002257760967,2013-14 -> 2014-15
2037,Crawford,2013,0.06139423598275913,1011,0.03729493922284358,Crawford,0.02401239316344403,839,0.040565582023933906,2013-14 -> 2014-15
2399,Dunleavy,2013,0.0763643272712386,774,0.04243367611330466,Dunleavy,0.08130145077745753,481,0.05676540910124813,2013-14 -> 2014-15
200755,Redick,2013,0.14559671625116952,398,0.060625961213013765,Redick,0.20109631662605898,938,0.03995376433577513,2013-14 -> 2014-15
202324,Favors,2013,0.07727866525793975,747,0.034155017810720736,Favors,0.07459857536659138,918,0.030494642679075493,2013-14 -> 2014-15
203118,Scott,2013,0.08783339479090077,628,0.04438607463368866,Scott,0.05329868334958143,453,0.05489238212554319,2013-14 -> 2014-15
201175,Davis,2013,0.09018183865365838,593,0.03966555874681689,Davis,0.007967560269802268,255,0.060266529022489385,2013-14 -> 2014-15
2743,Humphries,2013,0.11567868143805835,461,0.043761005333446304,Humphries,0.03097611257218095,446,0.044379632449956366,2013-14 -> 2014-15
200768,Lowry,2013,0.04869597286803195,1080,0.036578627112901545,Lowry,-0.025790224892655502,1043,0.03604758545482034,2013-14 -> 2014-15
201572,Lopez,2013,0.22923104142336326,229,0.06322733055985731,Lopez,0.12372434725706713,987,0.030499172886258308,2013-14 -> 2014-15
2430,Boozer,2013,0.0526669320232559,980,0.03069901275236064,Boozer,0.12561758034375675,743,0.03509700923743068,2013-14 -> 2014-15
201980,Green,2013,0.1016574437055937,505,0.05696767693534472,Green,0.09136176367574306,738,0.04712958441166991,2013-14 -> 2014-15
200752,Gay,2013,0.04332357387564516,1179,0.030190409974081976,Gay,0.07940950989044131,1116,0.031196126555567184,2013-14 -> 2014-15
201162,Dudley,2013,0.11197377519820041,447,0.05798531527050744,Dudley,0.13972932377971847,423,0.0583494672423771,2013-14 -> 2014-15
201967,Cunningham,2013,0.09828074878502123,509,0.04189582052137195,Cunningham,0.07490638225448265,339,0.0524209661640527,2013-14 -> 2014-15
202685,Valanciunas,2013,0.0738374466077058,676,0.036237554129933534,Valanciunas,0.07937442131053632,652,0.03657634378118551,2013-14 -> 2014-15
201588,Hill,2013,0.08049158061624705,616,0.047404087038104406,Hill,0.1302183708871759,535,0.049230500500898104,2013-14 -> 2014-15
203078,Beal,2013,0.04302294173258784,1149,0.033046384106055635,Beal,0.017965969371680806,851,0.03815752695120743,2013-14 -> 2014-15
203141,Teletovic,2013,0.0927294139322324,529,0.055793891151536185,Teletovic,-0.07246505584558269,319,0.07073294520263193,2013-14 -> 2014-15
201144,Conley,2013,0.047033755336941645,1030,0.03463624506584309,Conley,0.03640030819483443,882,0.03791487424171821,2013-14 -> 2014-15
201574,Thompson,2013,0.09630855560573666,496,0.04186298264056912,Thompson,0.0432459386056437,428,0.04465339005651121,2013-14 -> 2014-15
201587,Batum,2013,0.058047648167693186,819,0.04214089767053636,Batum,-0.06118340019292854,600,0.04997889610592838,2013-14 -> 2014-15
201959,Gibson,2013,0.05082450694571022,896,0.031124360400549174,Gibson,-0.0008052617325250619,506,0.040552731419214186,2013-14 -> 2014-15
202702,Faried,2013,0.055468769194888315,820,0.03229763109058217,Faried,-0.049886900331638256,736,0.033582151735995824,2013-14 -> 2014-15
2549,Kaman,2013,0.13106323495076916,346,0.052066071443841185,Kaman,0.10893748676005699,549,0.0409551234647697,2013-14 -> 2014-15
201583,Anderson,2013,0.1277313593151645,354,0.06392328331143027,Anderson,-0.004578134374555852,729,0.04493061095397397,2013-14 -> 2014-15
101138,Bass,2013,0.061444161486715845,725,0.03472335543241995,Bass,0.03778919459197442,683,0.03605958527801642,2013-14 -> 2014-15
202349,Vasquez,2013,0.0674527199241617,658,0.04629272838400261,Vasquez,0.02614433469163816,725,0.045040682963537484,2013-14 -> 2014-15
1718,Pierce,2013,0.0620736163699598,712,0.04426040255382807,Pierce,0.07173819587054124,656,0.04693531817224325,2013-14 -> 2014-15
201935,Harden,2013,0.036570066607744485,1205,0.03366586626388293,Harden,-0.01768495493627065,1470,0.030185505213829417,2013-14 -> 2014-15
200751,Foye,2013,0.04974759084364866,875,0.04228397265855412,Foye,-0.027757954566214865,402,0.06414614349449671,2013-14 -> 2014-15
2210,Jefferson,2013,0.06627085164941268,654,0.046722050041582586,Jefferson,-0.004011463557694409,324,0.06633267458862595,2013-14 -> 2014-15
202335,Patterson,2013,0.08825000213710282,489,0.05086774626970994,Patterson,0.07986148043114638,535,0.053393151669688395,2013-14 -> 2014-15
201571,Augustin,2013,0.06004381736414897,718,0.044352444244589104,Augustin,-0.042648741953763974,647,0.04487829673920657,2013-14 -> 2014-15
201160,Smith,2013,0.14903816547755827,282,0.05689237949425235,Smith,0.07622040946691866,592,0.04113369133141006,2013-14 -> 2014-15
203124,O'Quinn,2013,0.11203447961051032,371,0.04841989587141807,O'Quinn,0.0972542517190138,242,0.06717142665774242,2013-14 -> 2014-15
203082,Ross,2013,0.054744235939247377,751,0.045088340310335005,Ross,-0.023588492294810994,753,0.044564747114887844,2013-14 -> 2014-15
201229,Tolliver,2013,0.13208693374763472,307,0.07712522988352279,Tolliver,0.028723516334254122,393,0.06703866159731205,2013-14 -> 2014-15
202718,Parsons,2013,0.04052540438421764,987,0.03638951283275335,Parsons,0.01213164276010114,829,0.04083260198624528,2013-14 -> 2014-15
201569,Gordon,2013,0.04855765778833577,817,0.039453152021254004,Gordon,0.06631198560477801,694,0.045448424032532006,2013-14 -> 2014-15
2730,Howard,2013,0.04948198815680627,800,0.0319611513512933,Howard,-0.011473714914572733,423,0.04276135655404514,2013-14 -> 2014-15
201577,Lopez,2013,0.06061639591715954,644,0.036982888987100074,Lopez,0.05710843071994869,437,0.04520068822392023,2013-14 -> 2014-15
203148,Roberts,2013,0.06709738371714714,581,0.04637318132488936,Roberts,0.0029343476253721754,452,0.055619888677697495,2013-14 -> 2014-15
203093,Jones,2013,0.05179189416954164,712,0.03735182637451357,Jones,0.04837477513297816,299,0.057720056831404805,2013-14 -> 2014-15
201563,Beasley,2013,0.10302540761083412,355,0.05433879310643516,Beasley,-0.004254858896566654,212,0.07169140183819663,2013-14 -> 2014-15
202390,Neal,2013,0.07740030075510566,471,0.053474952374835676,Neal,-0.02007028510096247,503,0.050505513508345465,2013-14 -> 2014-15
1938,Ginobili,2013,0.05782321696878453,627,0.046904982971557964,Ginobili,-0.0052583113826517435,589,0.04902670322710278,2013-14 -> 2014-15
202339,Bledsoe,2013,0.06399414795616595,556,0.046205967764978026,Bledsoe,-0.017817708587564176,1046,0.03384870099439876,2013-14 -> 2014-15
101107,Williams,2013,0.06413433465786662,526,0.05169210245812618,Williams,0.05404717344256013,495,0.0554189808008226,2013-14 -> 2014-15
2590,Williams,2013,0.04973306102815165,672,0.043755283791970016,Williams,0.034683097198930764,860,0.039779214178758536,2013-14 -> 2014-15
101127,Jack,2013,0.047682243102298884,698,0.04126501232867463,Jack,0.06306073881751594,817,0.036700469313332075,2013-14 -> 2014-15
2406,Butler,2013,0.06135630005078941,540,0.05150435056081419,Butler,0.08441706464029913,396,0.06218112558550767,2013-14 -> 2014-15
203089,Henson,2013,0.051297664589051155,639,0.03708476718329802,Henson,0.0060275577394330905,346,0.049382178711886736,2013-14 -> 2014-15
202720,Leuer,2013,0.1327855589514649,246,0.06669853164145784,Leuer,-0.044044443860156164,273,0.060470690596884986,2013-14 -> 2014-15
2760,Varejao,2013,0.07083262112755243,459,0.04453730723152739,Varejao,0.17776751685372447,200,0.06817746386022727,2013-14 -> 2014-15
201950,Holiday,2013,0.07148654951878193,454,0.049376820785867706,Holiday,0.06524593929281367,534,0.047614567757372404,2013-14 -> 2014-15
203138,Thompson,2013,0.08385382795852295,372,0.06147386509334637,Thompson,0.05387473944114111,543,0.052653416925779996,2013-14 -> 2014-15
202328,Monroe,2013,0.030496139283242744,1015,0.029659322076348808,Monroe,0.02227493330335894,853,0.03256939158729177,2013-14 -> 2014-15
202340,Bradley,2013,0.0374555866616385,825,0.038093834064189744,Bradley,0.02795250921468444,1013,0.035960802831972144,2013-14 -> 2014-15
202713,Singler,2013,0.05030139199605841,602,0.04750763510161946,Singler,-0.018368360907859645,446,0.058566187029830984,2013-14 -> 2014-15
202699,Harris,2013,0.041767725691319355,716,0.039200754271607116,Harris,0.05334544018048017,949,0.035235429037576635,2013-14 -> 2014-15
202338,Seraphin,2013,0.1358475669890857,220,0.06359658516254736,Seraphin,0.1454031309327944,450,0.04411445634146717,2013-14 -> 2014-15
201564,Mayo,2013,0.054303343898871245,550,0.04990946277030263,Mayo,0.011118161117961127,701,0.04405399639686832,2013-14 -> 2014-15
201960,Carroll,2013,0.044992663947607314,642,0.046331933322354434,Carroll,0.09207613349011809,653,0.04723679126616914,2013-14 -> 2014-15
101106,Bogut,2013,0.07191676273388158,375,0.046794547153734975,Bogut,0.00985766800913264,355,0.048176638360375244,2013-14 -> 2014-15
2365,Andersen,2013,0.09756104700077417,275,0.05466878470740538,Andersen,-0.011066663677836909,207,0.0630543756589303,2013-14 -> 2014-15
200745,Bargnani,2013,0.0488977743021336,502,0.04773099125186392,Bargnani,0.1360121317867681,361,0.05330566780690456,2013-14 -> 2014-15
201155,Stuckey,2013,0.028712428766103013,853,0.03431890783872607,Stuckey,0.04324766601991794,754,0.03863680707992125,2013-14 -> 2014-15
203092,Zeller,2013,0.08400868321185785,290,0.05440117592617775,Zeller,0.12190026254204173,619,0.03804814404387519,2013-14 -> 2014-15
202692,Burks,2013,0.028583446369527456,831,0.035883135609584366,Burks,-0.042244977551707925,300,0.061781260491022644,2013-14 -> 2014-15
203482,Olynyk,2013,0.046348854069070834,502,0.04810452715624655,Olynyk,0.05568281937157894,528,0.04896078484481587,2013-14 -> 2014-15
200794,Millsap,2013,0.0221667783869073,1047,0.03268437359851865,Millsap,0.011519454785324982,930,0.035195875721500874,2013-14 -> 2014-15
202709,Joseph,2013,0.08384763872527476,265,0.06382253575887903,Joseph,0.13171084663541707,411,0.04986535326676047,2013-14 -> 2014-15
1889,Miller,2013,0.09586649887209972,231,0.0647641050891102,Miller,0.1420258892752379,290,0.05893275059173593,2013-14 -> 2014-15
101139,Miles,2013,0.05370110328699581,409,0.06014598523530099,Miles,-0.016212317612733226,827,0.04245408194592859,2013-14 -> 2014-15
2555,Collison,2013,0.09065838172648043,241,0.06334875057857751,Collison,-0.08815374202749132,253,0.06855535647246445,2013-14 -> 2014-15
202334,Davis,2013,0.0752566774085065,290,0.05388030468629814,Davis,0.11733239474653571,469,0.04158574423895512,2013-14 -> 2014-15
708,Garnett,2013,0.059155413861433866,356,0.05074878022443549,Garnett,0.10136506742001695,306,0.055792315311738894,2013-14 -> 2014-15
203486,Plumlee,2013,0.06637420876386714,302,0.05010227931177981,Plumlee,-0.04089613726183947,489,0.040073722967985295,2013-14 -> 2014-15
203501,Hardaway Jr.,2013,0.029011589445609113,687,0.046543259453690505,Hardaway Jr.,-0.0342901618428088,717,0.045138823390215424,2013-14 -> 2014-15
201582,Ajinca,2013,0.07918004375642362,249,0.05765428054473605,Ajinca,0.18019061882407478,329,0.05154537319404268,2013-14 -> 2014-15
203156,Sims,2013,0.06607880380111959,274,0.057141673200504554,Sims,0.08722245392147396,502,0.043530945448201096,2013-14 -> 2014-15
203083,Drummond,2013,0.02316264179385259,769,0.032086960832356175,Drummond,-0.12977893276167116,961,0.02913819379508076,2013-14 -> 2014-15
201228,Watson,2013,0.05176115611463306,334,0.06503647762561508,Watson,0.09567987705112417,417,0.057583780954690814,2013-14 -> 2014-15
201973,Jerebko,2013,0.08142509215497161,208,0.07850360726237152,Jerebko,0.02067279157848474,379,0.05905172263980381,2013-14 -> 2014-15
1890,Marion,2013,0.022967006483133354,708,0.04015311460584855,Marion,-0.0949741571862194,267,0.06316181094690766,2013-14 -> 2014-15
2440,Barnes,2013,0.030044922958833847,527,0.05386000153179179,Barnes,0.019555425552441035,624,0.05077527956702695,2013-14 -> 2014-15
202391,Lin,2013,0.02353220956886014,662,0.044389419489729756,Lin,0.009937501134817396,654,0.042999971203673736,2013-14 -> 2014-15
201579,Hibbert,2013,0.019391938993791956,754,0.03482441162445643,Hibbert,0.03727989508657296,710,0.03555663851023533,2013-14 -> 2014-15
201945,Henderson,2013,0.015472792144274041,930,0.03340797565033145,Henderson,0.009301879952827146,847,0.03588509800785419,2013-14 -> 2014-15
203521,Dellavedova,2013,0.04729320495430045,296,0.07130679195790812,Dellavedova,-0.016881496650934948,307,0.07072740210506075,2013-14 -> 2014-15
101126,Robinson,2013,0.03575848610847164,383,0.05979717378317309,Robinson,-0.14093813653126158,255,0.0743937686534214,2013-14 -> 2014-15
2755,Martin,2013,0.01305928177642431,1023,0.03485401886638625,Martin,0.07072761308885274,625,0.04495459425162762,2013-14 -> 2014-15
203087,Lamb,2013,0.02138402964579865,609,0.047349870304794824,Lamb,0.0019952398785428615,250,0.07479848852430053,2013-14 -> 2014-15
202730,Allen,2013,0.04143326077798861,300,0.05666778056148058,Allen,0.08660198272349152,299,0.05486321174382191,2013-14 -> 2014-15
201168,Splitter,2013,0.03478174723484635,346,0.04994580527182477,Splitter,0.09691919502451378,303,0.05432103595893411,2013-14 -> 2014-15
202329,Aminu,2013,0.02351515580394546,494,0.04450646903634992,Aminu,-0.18330476000386908,357,0.05909802500705837,2013-14 -> 2014-15
203095,Fournier,2013,0.02030017060214838,544,0.05061485222063975,Fournier,0.015798900758467346,575,0.04812005867237814,2013-14 -> 2014-15
201149,Noah,2013,0.013679383661348368,800,0.03343727101527411,Noah,-0.10428025898697815,427,0.04583258456647261,2013-14 -> 2014-15
201951,Lawson,2013,0.013217998802018805,806,0.03859089572624281,Lawson,0.027016595201658365,926,0.035432951309528185,2013-14 -> 2014-15
201581,Hickson,2013,0.015483984774810266,654,0.036171469576522765,Hickson,-0.08162827932842746,459,0.042333037510314656,2013-14 -> 2014-15
201942,DeRozan,2013,0.00661719909503204,1407,0.027822696704702467,DeRozan,-0.06479371896563628,990,0.03207321650727338,2013-14 -> 2014-15
2736,Deng,2013,0.010221188394926991,860,0.036552944592583604,Deng,0.054922249476616405,787,0.03954076946095616,2013-14 -> 2014-15
2733,Livingston,2013,0.018041587096411592,487,0.042679041065707725,Livingston,0.04325666935933998,396,0.04684248343837272,2013-14 -> 2014-15
201599,Jordan,2013,0.01699397039156126,515,0.037187693819895035,Jordan,-0.031182550188514874,534,0.03416287819756105,2013-14 -> 2014-15
1713,Carter,2013,0.010453882635429002,811,0.041934595045796386,Carter,-0.15580994627904088,406,0.061815517325457474,2013-14 -> 2014-15
203135,Sacre,2013,0.025024560084268045,300,0.05374246626348156,Sacre,-0.011258892590063572,306,0.054659485004693684,2013-14 -> 2014-15
203476,Dieng,2013,0.021380795315114023,227,0.06114273786928604,Dieng,0.044124427563744684,512,0.041197574021217744,2013-14 -> 2014-15
2738,Iguodala,2013,0.008372180549085315,458,0.053625317266913795,Iguodala,-0.03978161169550643,496,0.051410249147648454,2013-14 -> 2014-15
201596,Chalmers,2013,0.0067360992862601525,560,0.04954140409803388,Chalmers,-0.07842741177320604,663,0.044518825711095576,2013-14 -> 2014-15
201979,Calathes,2013,0.008096382599589584,311,0.06056541373772224,Calathes,-0.07451618155673617,247,0.06740730818089885,2013-14 -> 2014-15
203145,Bazemore,2013,0.006352814099016643,343,0.061563747056600546,Bazemore,-0.06193418733987944,331,0.0632647261339037,2013-14 -> 2014-15
202681,Irving,2013,0.001573266147644594,1237,0.03155449424866483,Irving,0.0788943576935196,1235,0.03200337394790009,2013-14 -> 2014-15
201956,Casspi,2013,0.003533360405242547,410,0.058435785663621495,Casspi,0.1135908268077842,427,0.05052340435471148,2013-14 -> 2014-15
203109,Crowder,2013,0.0029560294710692975,296,0.07042704867528529,Crowder,-0.06956290333895128,545,0.04931266325417729,2013-14 -> 2014-15
202700,Motiejunas,2013,0.000937187807092858,296,0.06408837721856374,Motiejunas,0.10644572230374284,700,0.04036353865423232,2013-14 -> 2014-15
201589,Arthur,2013,0.0006027235129828924,410,0.0513928018578361,Arthur,-0.03486360367093333,384,0.05639487380230671,2013-14 -> 2014-15
203527,Kelly,2013,-0.00016608568853095462,371,0.06010238701033549,Kelly,-0.1419665765853381,309,0.06707986526305018,2013-14 -> 2014-15
202323,Turner,2013,-0.00034157554493720457,1021,0.032581015040981466,Turner,-0.039392969787192166,746,0.03820758634347663,2013-14 -> 2014-15
2581,Blake,2013,-0.0030152387135427058,353,0.06714446949896659,Blake,0.02363643305052298,327,0.07008247643735484,2013-14 -> 2014-15
202704,Jackson,2013,-0.0033009014579897765,916,0.0360372910468646,Jackson,-0.02269801438198515,996,0.034186421257087686,2013-14 -> 2014-15
203544,Antic,2013,-0.01068742872616357,294,0.07292973353075383,Antic,-0.14328419370554135,296,0.07290648489834108,2013-14 -> 2014-15
2754,Allen,2013,-0.008631203349789462,413,0.049723884848464676,Allen,-0.06280655698356123,455,0.04596304583990351,2013-14 -> 2014-15
201977,Thornton,2013,-0.005789979867467913,639,0.04813090429658472,Thornton,0.0007635248235901336,345,0.06318795048156484,2013-14 -> 2014-15
2550,Hinrich,2013,-0.006066899347615984,619,0.04703008040219652,Hinrich,-0.04131306965205309,381,0.06114989149854071,2013-14 -> 2014-15
201976,Beverley,2013,-0.008926086561750675,481,0.05659565832314095,Beverley,-0.060480711942487345,532,0.05544878491270802,2013-14 -> 2014-15
202322,Wall,2013,-0.003582622903761241,1337,0.029274551739383592,Wall,-0.017263024787600147,1166,0.030549552257879573,2013-14 -> 2014-15
201585,Koufos,2013,-0.012985296156025252,459,0.04410020631339338,Koufos,0.030345956952202848,358,0.05021834123060025,2013-14 -> 2014-15
101150,Williams,2013,-0.013016267855388102,493,0.05399646394356657,Williams,-0.0067839354470323856,928,0.03972194191577429,2013-14 -> 2014-15
201166,Brooks,2013,-0.012260349192231346,581,0.049009721035212346,Brooks,0.01110778743794396,817,0.04058081120439142,2013-14 -> 2014-15
201573,Bayless,2013,-0.01268895347612022,617,0.04611103024227813,Bayless,-0.012004094296263333,516,0.0474849477516822,2013-14 -> 2014-15
101187,Anderson,2013,-0.01674358835487876,485,0.05542984419766741,Anderson,0.05724376988288743,440,0.05695976169840546,2013-14 -> 2014-15
201578,Speights,2013,-0.018558615883729493,442,0.046919075934326177,Speights,0.07997589621422305,646,0.037656673250700184,2013-14 -> 2014-15
201978,Budinger,2013,-0.03450765296408613,254,0.07534231996733888,Budinger,-0.006141319367816468,390,0.05806848619531999,2013-14 -> 2014-15
202714,Mack,2013,-0.018637297088787363,501,0.051546630916641675,Mack,-0.03643653565505859,292,0.069493761130346,2013-14 -> 2014-15
201152,Young,2013,-0.008024251680540313,1283,0.029911367560583563,Young,0.010502774487228864,968,0.032726064998503605,2013-14 -> 2014-15
201163,Chandler,2013,-0.015002625033718032,738,0.04421464458773811,Chandler,-0.020202242299209246,975,0.03754604368926235,2013-14 -> 2014-15
203081,Lillard,2013,-0.009142886394702048,1304,0.032581558268623835,Lillard,-0.022460304080022343,1360,0.031829193185487846,2013-14 -> 2014-15
