actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,actionId,gameId,ABS_TIME,SHOT_CLOCK_APPROX,SHOT_CLOCK_SOURCE,shotValue,contest_score,contest_label,contest_reasons
289,PT03M24.00S,2,1610612744,GSW,201939,Curry,S. Curry,173,269,32,Made,1,47.0,54.0,101,h,Curry 32' 3PT Jump Shot (9 PTS) (Paschall 2 AST),Made Shot,Jump Shot,1,203,21900929,1236,1.0,def_reb(24),3,-1,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft), clock: late (<=5s)"
292,PT03M04.00S,2,1610612744,GSW,201939,Curry,S. Curry,11,25,3,Missed,1,,,0,h,MISS Curry 3' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,205,21900929,1256,16.0,turnover(24),2,1,borderline,distance: at-rim/very close
331,PT00M45.50S,2,1610612744,GSW,201939,Curry,S. Curry,160,272,32,Missed,1,,,0,h,MISS Curry 32' 3PT Jump Shot,Missed Shot,Jump Shot,1,234,21900929,1395,13.0,made_fg(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
385,PT08M41.00S,3,1610612744,GSW,201939,Curry,S. Curry,-167,6,17,Made,1,64.0,71.0,135,h,Curry 17' Driving Floating Jump Shot (15 PTS) (Lee 2 AST),Made Shot,Driving Floating Jump Shot,1,274,21900929,1639,3.0,made_fg(24),2,3,likely_contested,"subType: contested-like, clock: late (<=5s)"
388,PT08M17.00S,3,1610612744,GSW,201939,Curry,S. Curry,22,248,25,Missed,1,,,0,h,MISS Curry 25' 3PT Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,1,276,21900929,1663,16.0,turnover(24),3,0,likely_open,
398,PT07M16.00S,3,1610612744,GSW,201939,Curry,S. Curry,112,288,31,Made,1,69.0,75.0,144,h,Curry 31' 3PT Pullup Jump Shot (18 PTS) (Wiggins 1 AST),Made Shot,Pullup Jump shot,1,287,21900929,1724,9.0,off_reb(14),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
562,PT08M16.00S,4,1610612744,GSW,201939,Curry,S. Curry,20,273,27,Missed,1,,,0,h,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,401,21900929,2384,11.0,made_fg(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
670,PT02M00.00S,4,1610612744,GSW,201939,Curry,S. Curry,-5,20,2,Made,1,108.0,113.0,221,h,Curry 2' Running Reverse Layup (21 PTS),Made Shot,Running Reverse Layup Shot,1,479,21900929,2760,16.0,def_reb(24),2,1,borderline,distance: at-rim/very close
686,PT00M39.40S,4,1610612744,GSW,201939,Curry,S. Curry,149,293,33,Missed,1,,,0,h,MISS Curry 33' 3PT Jump Shot,Missed Shot,Jump Shot,1,491,21900929,2841,19.0,def_reb(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
729,PT00M10.10S,4,1610612744,GSW,201939,Curry,S. Curry,-100,236,26,Missed,1,,,0,h,MISS Curry 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,521,21900929,2870,22.0,final_ft(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
