name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Hassan Whiteside","Miami Heat",2016-01-19,2015,4262,1610612748,400828512,1,4,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.20,"Bayless, Jerryd",3.40,24.00
"Klay Thompson","Golden State Warriors",2015-11-20,2015,6475,1610612744,400828074,1,10,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,1,0.90,"Mirotic, Nikola",4.00,24.00
"Nerlens Noel","Philadelphia 76ers",2016-01-30,2015,2991280,1610612755,400828594,4,7,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2015-11-13,2015,3136195,1610612750,400828014,1,7,46,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Indiana Pacers",-7,13,0,0.00,"Hill, George",5.50,18.60
"John Wall","Washington Wizards",2016-02-26,2015,4237,1610612764,400828749,2,1,08,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2015-11-04,2015,6474,1610612739,400827950,2,11,10,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,1,0.80,"Seraphin, Kevin",4.30,14.20
"Justise Winslow","Miami Heat",2016-01-19,2015,3135047,1610612748,400828512,2,5,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.70,"Vaughn, Rashad",3.70,20.00
"Hassan Whiteside","Miami Heat",2015-11-01,2015,4262,1610612748,400827928,4,1,30,1,"Alley Oop Dunk Shot","2PT Field Goal",2,"Houston Rockets",-24,7,0,0.00,"Ariza, Trevor",4.50,6.40
"Russell Westbrook","Oklahoma City Thunder",2016-01-19,2015,3468,1610612760,400828514,4,1,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,"Faried, Kenneth",3.80,12.80
"Tristan Thompson","Cleveland Cavaliers",2015-11-27,2015,6474,1610612739,400828114,2,11,47,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.60,"Williams, Marvin",5.10,12.50
"Derrick Williams","New York Knicks",2016-01-03,2015,6480,1610612752,400828393,2,4,53,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",1,-1,0,0.00,"Tavares, Walter",4.30,13.10
"Tristan Thompson","Cleveland Cavaliers",2015-11-17,2015,6474,1610612739,400828047,1,0,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.60,"Drummond, Andre",3.30,15.70
"Tristan Thompson","Cleveland Cavaliers",2016-02-26,2015,6474,1610612739,400828751,1,9,00,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-11-10,2015,4262,1610612748,400827995,2,5,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.10,"Young, Nick",1.90,13.10
"Otto Porter","Washington Wizards",2016-02-18,2015,,1610612764,0,1,5,09,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",2,-1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2015-11-17,2015,6474,1610612739,400828047,1,1,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,"Drummond, Andre",2.80,14.90
"Andre Roberson","Oklahoma City Thunder",2015-12-19,2015,2530596,1610612760,400828285,2,4,57,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,"Hibbert, Roy",5.40,15.30
"Thomas Robinson","Brooklyn Nets",2015-11-20,2015,6618,1610612751,400828066,4,2,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",-2,0,0,0.00,"Jerebko, Jonas",5.70,17.80
"Jonas Valanciunas","Toronto Raptors",2016-01-09,2015,6477,1610612761,400828441,4,0,14,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,"Landry, Carl",4.60,9.40
"Hassan Whiteside","Miami Heat",2015-11-21,2015,4262,1610612748,400828080,3,9,33,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,"Noel, Nerlens",3.90,19.10
"Andre Roberson","Oklahoma City Thunder",2016-03-03,2015,2530596,1610612760,400828798,1,7,20,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-11-25,2015,4262,1610612748,400828105,2,0,43,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,"Drummond, Andre",4.30,17.90
"Nerlens Noel","Philadelphia 76ers",2016-02-26,2015,2991280,1610612755,400828749,3,9,34,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-11-05,2015,4262,1610612748,400827958,3,6,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,"Prince, Tayshaun",2.90,18.80
"Miles Plumlee","Milwaukee Bucks",2016-03-13,2015,6616,1610612749,400828872,4,8,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-11-19,2015,4262,1610612748,400828062,3,7,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,"Rondo, Rajon",4.10,9.60
"Tristan Thompson","Cleveland Cavaliers",2016-01-14,2015,6474,1610612739,400828477,1,0,45,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,"West, David",1.50,6.60
"Tristan Thompson","Cleveland Cavaliers",2015-11-25,2015,6474,1610612739,400828106,2,3,33,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,"DeRozan, DeMar",2.60,14.40
"Tristan Thompson","Cleveland Cavaliers",2016-01-14,2015,6474,1610612739,400828477,1,2,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,"Aldridge, LaMarcus",1.40,17.10
"Dwight Powell","Dallas Mavericks",2015-11-05,2015,2531367,1610612742,400827959,2,6,15,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.80,"Lamb, Jeremy",3.00,11.60
"Derrick Williams","New York Knicks",2016-03-13,2015,6480,1610612752,400828874,1,7,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-11-25,2015,4262,1610612748,400828105,1,5,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,"Morris, Marcus",1.00,14.20
"Thomas Robinson","Brooklyn Nets",2015-12-30,2015,6618,1610612751,400828362,1,2,37,0,"Alley Oop Dunk Shot","2PT Field Goal",1,"Orlando Magic",8,10,0,0.00,"Harris, Tobias",3.20,14.00
"Tristan Thompson","Cleveland Cavaliers",2015-11-02,2015,6474,1610612739,400827933,3,4,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,1,0.70,"Grant, Jerami",4.20,23.60
"JaKarr Sampson","Denver Nuggets",2016-04-02,2015,2608891,1610612743,400829028,3,3,33,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Jonathon Simmons","San Antonio Spurs",2015-12-02,2015,2579466,1610612759,400828162,3,4,50,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,"Carter-Williams, Michael",3.80,21.10
"Mason Plumlee","Portland Trail Blazers",2016-04-02,2015,2488653,1610612757,400829029,1,7,38,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2015-11-21,2015,6616,1610612749,400828077,4,0,12,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.10,"Hill, Jordan",4.50,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2016-03-08,2015,3136195,1610612750,400828832,4,5,26,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Victor Oladipo","Orlando Magic",2016-04-03,2015,2527963,1610612753,400829035,2,1,29,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Brandan Wright","Memphis Grizzlies",2015-10-28,2015,3242,1610612763,400827898,2,10,30,0,"Alley Oop Dunk Shot","2PT Field Goal",5,"Cleveland Cavaliers",45,25,0,0.00,"Love, Kevin",1.60,14.20
"Otto Porter","Washington Wizards",2016-03-08,2015,,1610612764,400828835,1,9,25,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2016-02-01,2015,6474,1610612739,400828608,1,1,47,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Indiana Pacers",10,7,0,0.00,,0.00,0.00
"Tristan Thompson","Cleveland Cavaliers",2015-10-30,2015,6474,1610612739,400827908,4,8,50,1,"Alley Oop Dunk Shot","2PT Field Goal",5,"Miami Heat",15,50,0,0.00,"McRoberts, Josh",1.80,17.50
"Tristan Thompson","Cleveland Cavaliers",2016-01-25,2015,6474,1610612739,400828554,3,7,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Derrick Williams","New York Knicks",2015-12-18,2015,6480,1610612752,400828275,2,7,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,"Holmes, Richaun",2.60,19.80
"Tristan Thompson","Cleveland Cavaliers",2016-02-21,2015,6474,1610612739,400828711,2,1,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-12-14,2015,4262,1610612748,400828247,3,10,48,1,"Alley Oop Dunk Shot","2PT Field Goal",1,"Atlanta Hawks",-17,2,0,0.60,"Millsap, Paul",5.60,24.00
"Andrew Wiggins","Minnesota Timberwolves",2016-01-27,2015,3059319,1610612750,400828575,1,10,15,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-02-21,2015,2991280,1610612755,400828717,4,9,58,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-01-10,2015,2991280,1610612755,400828446,4,0,30,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,"Thompson, Tristan",2.50,9.60
"Nerlens Noel","Philadelphia 76ers",2016-01-27,2015,2991280,1610612755,400828573,1,5,50,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2015-12-29,2015,2530596,1610612760,400828359,1,7,50,0,"Alley Oop Dunk Shot","2PT Field Goal",1,"Milwaukee Bucks",10,-1,0,0.90,"Middleton, Khris",3.80,9.50
"Mason Plumlee","Portland Trail Blazers",2015-12-14,2015,2488653,1610612757,400828253,3,10,01,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,"Ajinca, Alexis",2.80,12.20
"Tristan Thompson","Cleveland Cavaliers",2016-02-29,2015,6474,1610612739,400828771,3,1,18,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-04-10,2015,2580365,1610612747,400829082,2,6,55,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-01-30,2015,2991280,1610612755,400828594,4,1,31,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2015-12-28,2015,4262,1610612748,400828349,2,0,01,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,1.10,"Young, Thaddeus",2.20,0.00
"Thaddeus Young","Brooklyn Nets",2016-02-21,2015,3244,1610612751,400828714,2,1,21,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2015-12-14,2015,2488653,1610612757,400828253,3,7,14,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.00,"Gee, Alonzo",2.40,6.80
"Hassan Whiteside","Miami Heat",2015-12-11,2015,4262,1610612748,400828220,3,10,22,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,"George, Paul",2.10,9.30
"Greg Smith","Minnesota Timberwolves",2016-03-25,2015,6530,1610612750,400828960,2,9,25,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2015-12-30,2015,2580365,1610612747,400828363,1,10,36,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,"Bradley, Avery",5.60,19.70
"Nerlens Noel","Philadelphia 76ers",2016-03-15,2015,2991280,1610612755,400828886,3,8,44,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-25,2015,4262,1610612748,400828962,1,1,14,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2016-01-15,2015,2488653,1610612757,400828483,1,5,15,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.70,"Young, Thaddeus",1.80,24.00
"Miles Plumlee","Milwaukee Bucks",2016-04-03,2015,6616,1610612749,400829037,4,10,43,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Glenn Robinson","Indiana Pacers",2016-01-28,2015,,1610612754,400828579,4,0,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2015-12-30,2015,2991280,1610612755,400828370,4,3,50,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.10,"Cousins, DeMarcus",1.70,14.40
"Nerlens Noel","Philadelphia 76ers",2016-03-15,2015,2991280,1610612755,400828886,2,5,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-03-06,2015,2580365,1610612747,400828818,4,6,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,,0.00,0.00
"Cody Zeller","Charlotte Hornets",2015-12-30,2015,2579258,1610612766,400828361,3,5,07,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,"Paul, Chris",3.30,14.20
"Tristan Thompson","Cleveland Cavaliers",2016-02-10,2015,6474,1610612739,400828682,3,0,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-01-18,2015,2991280,1610612755,400828502,4,3,31,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.00,"Calderon, Jose",4.40,11.00
"Dwight Powell","Dallas Mavericks",2015-12-30,2015,2531367,1610612742,400828367,4,6,42,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,"Clark, Ian",5.20,10.60
"Miles Plumlee","Milwaukee Bucks",2015-12-15,2015,6616,1610612749,400828257,4,8,32,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,"Williams, Lou",11.30,24.00
"Hassan Whiteside","Miami Heat",2016-03-06,2015,4262,1610612748,400828822,4,4,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2015-12-30,2015,2991280,1610612755,400828370,3,7,19,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,1,0.80,"Cousins, DeMarcus",8.90,24.00
"Thaddeus Young","Brooklyn Nets",2015-12-08,2015,3244,1610612751,400828202,2,0,11,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,"Brewer, Corey",2.70,0.00
"Miles Plumlee","Milwaukee Bucks",2016-01-28,2015,6616,1610612749,400828582,3,0,58,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2015-12-30,2015,2991280,1610612755,400828370,2,4,09,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,"Cousins, DeMarcus",3.50,20.00
"Andre Roberson","Oklahoma City Thunder",2015-12-08,2015,2530596,1610612760,400828203,3,7,56,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,"Gasol, Marc",3.70,16.20
"Kristaps Porzingis","New York Knicks",2015-12-23,2015,3102531,1610612752,400828311,1,11,31,0,"Alley Oop Dunk Shot","2PT Field Goal",2,"Cleveland Cavaliers",-16,16,0,2.20,"Mozgov, Timofey",2.10,11.90
"Miles Plumlee","Milwaukee Bucks",2016-01-04,2015,6616,1610612749,400828403,4,1,50,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.40,"West, David",7.30,24.00
"Chandler Parsons","Dallas Mavericks",2015-12-28,2015,6466,1610612742,400828351,2,9,04,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,1,1.00,"Bayless, Jerryd",12.00,24.00
"Hassan Whiteside","Miami Heat",2016-03-25,2015,4262,1610612748,400828962,2,6,47,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2015-12-30,2015,2991280,1610612755,400828370,1,6,21,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,1,0.30,"Cousins, DeMarcus",0.90,24.00
"Tristan Thompson","Cleveland Cavaliers",2015-12-08,2015,6474,1610612739,400828200,4,7,16,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.20,"Plumlee, Mason",2.80,9.70
"Hassan Whiteside","Miami Heat",2016-04-10,2015,4262,1610612748,400829087,3,2,21,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Kelly Olynyk","Boston Celtics",2015-12-30,2015,2489663,1610612738,400828363,2,10,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,"Bass, Brandon",5.30,13.10
"Mason Plumlee","Portland Trail Blazers",2015-12-08,2015,2488653,1610612757,400828200,3,11,23,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.40,"James, LeBron",3.60,18.00
"Andre Roberson","Oklahoma City Thunder",2015-12-23,2015,2530596,1610612760,400828322,3,11,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,1,0.90,"Bryant, Kobe",5.50,24.00
"Lucas Nogueira","Toronto Raptors",2015-12-05,2015,3032980,1610612761,400828177,4,2,03,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,1,0.60,"Iguodala, Andre",4.30,23.70
"Hassan Whiteside","Miami Heat",2016-03-19,2015,4262,1610612748,400828920,4,6,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-04-10,2015,6616,1610612749,400829084,2,4,57,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2015-12-05,2015,2991280,1610612755,400828176,4,8,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.60,"Faried, Kenneth",5.00,9.70
"Willie Reed","Brooklyn Nets",2016-03-19,2015,2326015,1610612751,400828917,1,9,51,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2015-12-23,2015,2488653,1610612757,400828319,1,8,17,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,1,1.30,"Asik, Omer",8.70,23.00
"Lucas Nogueira","Toronto Raptors",2015-12-05,2015,3032980,1610612761,400828177,3,5,41,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.00,"Green, Draymond",3.10,8.90
"Kristaps Porzingis","New York Knicks",2016-03-19,2015,3102531,1610612752,400828919,3,8,41,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2015-12-23,2015,2530596,1610612760,400828322,3,4,14,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,"Williams, Lou",0.40,13.20
"Hassan Whiteside","Miami Heat",2015-12-05,2015,4262,1610612748,400828178,3,11,48,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.70,"Love, Kevin",1.70,12.10
"Nerlens Noel","Philadelphia 76ers",2015-12-28,2015,2991280,1610612755,400828354,4,0,38,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.20,"Booker, Trevor",1.40,8.90
"Mason Plumlee","Portland Trail Blazers",2016-02-21,2015,2488653,1610612757,400828719,3,4,05,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-03-28,2015,4262,1610612748,400828984,2,6,08,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.00,,0.00,0.00
"Larry Nance Jr","Los Angeles Lakers",2016-01-12,2015,2580365,1610612747,400828463,2,2,27,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.60,"Anderson, Ryan",4.10,24.00
"Otto Porter","Washington Wizards",2016-03-30,2015,,1610612764,400829007,1,6,18,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2016-01-15,2015,2530596,1610612760,400828481,3,4,13,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,"Wiggins, Andrew",2.50,20.40
"Nerlens Noel","Philadelphia 76ers",2015-12-28,2015,2991280,1610612755,400828354,4,9,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.60,"Hood, Rodney",1.60,15.40
"Nerlens Noel","Philadelphia 76ers",2016-01-18,2015,2991280,1610612755,400828502,4,9,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"New York Knicks",0,1,0,0.30,"Porzingis, Kristaps",6.70,24.00
"Nerlens Noel","Philadelphia 76ers",2016-02-23,2015,2991280,1610612755,400828727,3,6,28,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Chandler Parsons","Dallas Mavericks",2016-01-12,2015,6466,1610612742,400828462,3,6,21,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,"Dellavedova, Matthew",4.50,23.60
"Willie Reed","Brooklyn Nets",2016-03-05,2015,2326015,1610612751,400828813,3,4,39,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2016-03-18,2015,2530596,1610612760,400828908,3,6,34,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2016-01-12,2015,3468,1610612760,400828461,2,1,04,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,"Rubio, Ricky",4.10,21.20
"Hassan Whiteside","Miami Heat",2016-04-10,2015,4262,1610612748,400829087,3,3,22,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2016-03-18,2015,3136195,1610612750,400828911,3,5,07,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Thaddeus Young","Brooklyn Nets",2016-01-16,2015,3244,1610612751,400828489,3,9,06,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,"Millsap, Paul",5.60,19.40
"Justise Winslow","Miami Heat",2016-03-30,2015,3135047,1610612748,400829008,4,5,14,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Mason Plumlee","Portland Trail Blazers",2016-01-20,2015,2488653,1610612757,400828526,4,5,54,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.40,"Millsap, Paul",4.70,6.90
"Andre Roberson","Oklahoma City Thunder",2016-01-12,2015,2530596,1610612760,400828461,3,7,33,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.80,"Dieng, Gorgui",7.10,9.40
"Jabari Parker","Milwaukee Bucks",2016-02-20,2015,3056600,1610612749,400828706,3,9,40,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2016-03-18,2015,2991280,1610612755,400828908,2,8,56,0,"Alley Oop Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Cody Zeller","Charlotte Hornets",2016-03-29,2015,2579258,1610612766,400828996,2,5,49,1,"Alley Oop Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.00,,0.00,0.00
