name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Deron Williams","Dallas Mavericks",2016-03-06,2015,2798,1610612742,400828820,1,10,14,0,"Layup Shot","2PT Field Goal",1,"Denver Nuggets",-16,7,0,0.00,,0.00,0.00
"Jabari Parker","Milwaukee Bucks",2015-12-09,2015,3056600,1610612749,400828211,3,7,21,0,"Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-20,11,1,1.10,"Mbah a Moute, Luc",2.70,7.90
"Elfrid Payton","Orlando Magic",2016-04-11,2015,2583639,1610612753,400829091,1,8,18,1,"Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",-1,4,0,0.00,,0.00,0.00
"TJ Warren","Phoenix Suns",2016-01-12,2015,2982334,1610612756,400828456,4,8,35,0,"Layup Shot","2PT Field Goal",1,"Indiana Pacers",-17,2,0,8.10,"Hill, George",2.00,4.00
"Kemba Walker","Charlotte Hornets",2016-03-16,2015,6479,1610612766,400828891,4,11,38,0,"Layup Shot","2PT Field Goal",2,"Orlando Magic",9,26,0,0.00,,0.00,0.00
"Lance Thomas","New York Knicks",2016-01-12,2015,6485,1610612752,400828458,2,1,42,0,"Layup Shot","2PT Field Goal",2,"Boston Celtics",27,7,2,2.90,"Johnson, Amir",3.40,13.10
"Cody Zeller","Charlotte Hornets",2015-12-28,2015,2579258,1610612766,400828345,3,2,00,0,"Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-9,16,1,1.70,"Randle, Julius",2.70,18.10
"Derrick Williams","New York Knicks",2016-01-12,2015,6480,1610612752,400828458,2,5,03,0,"Layup Shot","2PT Field Goal",0,"Boston Celtics",-4,7,0,0.70,"Bradley, Avery",3.00,18.00
"Tyler Zeller","Boston Celtics",2016-02-09,2015,6631,1610612738,400828673,1,1,33,0,"Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",0,7,0,0.00,,0.00,0.00
"Jared Sullinger","Boston Celtics",2016-01-12,2015,6624,1610612738,400828458,4,10,52,0,"Layup Shot","2PT Field Goal",1,"New York Knicks",-1,18,0,0.00,"Afflalo, Arron",0.20,18.30
"Nerlens Noel","Philadelphia 76ers",2015-12-28,2015,2991280,1610612755,400828354,2,10,00,1,"Layup Shot","2PT Field Goal",2,"Utah Jazz",-20,2,0,0.30,"Booker, Trevor",4.00,15.90
"Jahlil Okafor","Philadelphia 76ers",2016-02-28,2015,3135048,1610612755,400828768,1,5,57,1,"Layup Shot","2PT Field Goal",2,"Orlando Magic",-16,18,0,0.00,,0.00,0.00
"Jabari Parker","Milwaukee Bucks",2016-02-09,2015,3056600,1610612749,400828673,2,5,26,0,"Layup Shot","2PT Field Goal",1,"Boston Celtics",9,16,0,0.00,,0.00,0.00
"Ramon Sessions","Washington Wizards",2015-12-11,2015,3231,1610612764,400828226,2,4,16,0,"Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-25,7,1,1.30,"Cunningham, Dante",1.40,13.70
"Tristan Thompson","Cleveland Cavaliers",2015-12-28,2015,6474,1610612739,400828353,3,10,07,1,"Layup Shot","2PT Field Goal",0,"Phoenix Suns",-1,-1,0,0.70,"Len, Alex",2.30,15.30
"Derrick Rose","Chicago Bulls",2016-01-12,2015,3456,1610612741,400828460,2,1,03,0,"Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",-17,11,3,2.80,"Henson, John",1.60,10.00
"Jahlil Okafor","Philadelphia 76ers",2016-01-07,2015,3135048,1610612755,400828423,3,10,00,1,"Layup Shot","2PT Field Goal",1,"Atlanta Hawks",2,16,0,1.30,"Millsap, Paul",2.60,9.20
Nene,"Washington Wizards",2016-01-26,2015,,1610612764,400828567,2,5,39,0,"Layup Shot","2PT Field Goal",2,"Toronto Raptors",24,7,0,0.00,,0.00,0.00
"TJ Warren","Phoenix Suns",2015-12-28,2015,2982334,1610612756,400828353,2,9,49,1,"Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",4,11,0,0.60,"Dellavedova, Matthew",2.70,24.00
"KarlAnthony Towns","Minnesota Timberwolves",2016-01-12,2015,3136195,1610612750,400828461,2,6,00,0,"Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-20,15,0,0.00,"Westbrook, Russell",2.40,10.30
"Isaiah Thomas","Boston Celtics",2016-02-09,2015,6472,1610612738,400828673,4,2,55,1,"Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",2,2,0,0.00,,0.00,0.00
"Joakim Noah","Chicago Bulls",2016-01-12,2015,3224,1610612741,400828460,2,9,37,0,"Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",-14,11,0,1.30,"Monroe, Greg",0.00,18.70
"Isaiah Thomas","Boston Celtics",2016-03-11,2015,6472,1610612738,400828852,3,2,50,0,"Layup Shot","2PT Field Goal",1,"Houston Rockets",1,11,0,0.00,,0.00,0.00
"Zach Randolph","Memphis Grizzlies",2015-12-16,2015,1017,1610612763,400828264,3,5,24,1,"Layup Shot","2PT Field Goal",1,"Chicago Bulls",8,15,2,3.00,"Gibson, Taj",2.00,10.90
"Jahlil Okafor","Philadelphia 76ers",2016-01-07,2015,3135048,1610612755,400828423,3,10,02,0,"Layup Shot","2PT Field Goal",0,"Atlanta Hawks",6,7,1,2.70,"Horford, Al",2.10,10.50
"Zach Randolph","Memphis Grizzlies",2016-01-12,2015,1017,1610612763,400828459,2,0,14,0,"Layup Shot","2PT Field Goal",0,"Houston Rockets",6,3,0,0.40,"Jones, Terrence",1.50,0.00
"Brian Roberts","Portland Trail Blazers",2016-03-11,2015,6641,1610612757,400828858,3,1,24,0,"Layup Shot","2PT Field Goal",2,"Golden State Warriors",-24,8,0,0.00,,0.00,0.00
"Zach Randolph","Memphis Grizzlies",2016-01-12,2015,1017,1610612763,400828459,2,1,48,0,"Layup Shot","2PT Field Goal",1,"Houston Rockets",10,8,3,2.70,"Jones, Terrence",1.40,5.40
"Raul Neto","Utah Jazz",2016-03-11,2015,2968361,1610612762,400828856,2,4,28,1,"Layup Shot","2PT Field Goal",1,"Washington Wizards",12,-1,0,0.00,,0.00,0.00
"Kelly Olynyk","Boston Celtics",2016-01-12,2015,2489663,1610612738,400828458,2,8,37,0,"Layup Shot","2PT Field Goal",2,"New York Knicks",-17,11,0,0.50,"Amundson, Lou",3.60,15.50
"Jusuf Nurkic","Denver Nuggets",2016-04-10,2015,3102530,1610612743,400829085,3,5,56,0,"Layup Shot","2PT Field Goal",1,"Utah Jazz",10,7,0,0.00,,0.00,0.00
"Marcus Smart","Boston Celtics",2016-01-12,2015,2990992,1610612738,400828458,4,11,41,0,"Layup Shot","2PT Field Goal",2,"New York Knicks",-20,16,0,1.10,"Porzingis, Kristaps",1.70,6.50
"JJ Redick","Los Angeles Clippers",2016-02-29,2015,3024,1610612746,400828777,3,3,15,0,"Layup Shot","2PT Field Goal",2,"Brooklyn Nets",-19,13,0,0.00,,0.00,0.00
"Marcus Smart","Boston Celtics",2016-01-12,2015,2990992,1610612738,400828458,4,10,55,0,"Layup Shot","2PT Field Goal",0,"New York Knicks",-4,-1,4,4.20,"Porzingis, Kristaps",2.10,20.20
"Jared Sullinger","Boston Celtics",2016-03-11,2015,6624,1610612738,400828852,3,4,51,0,"Layup Shot","2PT Field Goal",2,"Houston Rockets",0,26,0,0.00,,0.00,0.00
"Josh Richardson","Miami Heat",2016-02-28,2015,2581190,1610612748,400828770,4,8,27,1,"Layup Shot","2PT Field Goal",2,"New York Knicks",-22,2,0,0.00,,0.00,0.00
"Marcus Thornton","Houston Rockets",2016-02-09,2015,4017,1610612745,400828675,2,11,16,0,"Layup Shot","2PT Field Goal",2,"Golden State Warriors",20,21,0,0.00,,0.00,0.00
"Otto Porter","Washington Wizards",2016-01-06,2015,,1610612764,400828414,2,6,32,0,"Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",-7,16,0,2.10,"Shumpert, Iman",2.00,23.00
"Jabari Parker","Milwaukee Bucks",2016-02-09,2015,3056600,1610612749,400828673,3,9,25,1,"Layup Shot","2PT Field Goal",2,"Boston Celtics",-20,7,0,0.00,,0.00,0.00
"Isaiah Thomas","Boston Celtics",2015-12-11,2015,6472,1610612738,400828223,4,0,41,1,"Layup Shot","2PT Field Goal",0,"Golden State Warriors",-2,-6,4,4.70,"Green, Draymond",4.00,19.30
"Tiago Splitter","Atlanta Hawks",2016-01-07,2015,3233,1610612737,400828423,3,4,24,0,"Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-12,2,1,1.70,"Grant, Jerami",3.10,0.90
"Andrew Wiggins","Minnesota Timberwolves",2015-12-11,2015,3059319,1610612750,400828227,2,2,48,0,"Layup Shot","2PT Field Goal",2,"Denver Nuggets",20,8,0,3.20,"Mudiay, Emmanuel",0.40,12.00
"DAngelo Russell","Los Angeles Lakers",2016-01-07,2015,3136776,1610612747,400828426,1,6,17,0,"Layup Shot","2PT Field Goal",1,"Sacramento Kings",-16,11,0,0.60,"Rondo, Rajon",2.80,14.80
"Hassan Whiteside","Miami Heat",2016-02-28,2015,4262,1610612748,400828770,2,9,32,0,"Layup Shot","2PT Field Goal",1,"New York Knicks",8,14,0,0.00,,0.00,0.00
"Nerlens Noel","Philadelphia 76ers",2015-12-28,2015,2991280,1610612755,400828354,1,9,29,0,"Layup Shot","2PT Field Goal",2,"Utah Jazz",-25,16,0,1.20,"Withey, Jeff",1.60,16.40
"Jahlil Okafor","Philadelphia 76ers",2015-12-10,2015,3135048,1610612755,400828216,4,4,17,1,"Layup Shot","2PT Field Goal",3,"Brooklyn Nets",30,7,4,3.90,"Bargnani, Andrea",1.90,9.20
"Jared Sullinger","Boston Celtics",2016-03-11,2015,6624,1610612738,400828852,4,4,42,1,"Layup Shot","2PT Field Goal",0,"Houston Rockets",1,8,0,0.00,,0.00,0.00
"Tiago Splitter","Atlanta Hawks",2016-01-16,2015,3233,1610612737,400828489,3,5,52,1,"Layup Shot","2PT Field Goal",0,"Brooklyn Nets",9,3,0,0.20,"Ellington, Wayne",3.00,18.20
"Julius Randle","Los Angeles Lakers",2015-12-28,2015,3064514,1610612747,400828345,4,9,35,1,"Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-11,8,2,3.20,"Kaminsky, Frank",1.10,16.40
"Josh Smith","Los Angeles Clippers",2016-01-16,2015,2411,1610612746,400828496,2,0,36,1,"Layup Shot","2PT Field Goal",2,"Sacramento Kings",20,18,0,0.80,"Cousins, DeMarcus",1.60,14.50
"Jeff Teague","Atlanta Hawks",2016-03-16,2015,4015,1610612737,400828894,2,0,57,1,"Layup Shot","2PT Field Goal",0,"Detroit Pistons",0,2,0,0.00,,0.00,0.00
"Noah Vonleh","Portland Trail Blazers",2016-01-26,2015,3078284,1610612757,400828569,4,3,08,0,"Layup Shot","2PT Field Goal",1,"Sacramento Kings",-14,11,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2016-02-29,2015,4237,1610612764,400828772,1,4,44,0,"Layup Shot","2PT Field Goal",0,"Philadelphia 76ers",4,3,0,0.00,,0.00,0.00
"Jabari Parker","Milwaukee Bucks",2015-12-07,2015,3056600,1610612749,400828197,4,4,19,0,"Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",-1,-6,0,1.00,"McCollum, CJ",1.00,9.50
"Donald Sloan","Brooklyn Nets",2016-03-11,2015,4303,1610612751,400828851,2,1,34,1,"Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",17,2,0,0.00,,0.00,0.00
"Kelly Oubre","Washington Wizards",2016-01-16,2015,,1610612764,400828491,1,5,00,0,"Layup Shot","2PT Field Goal",1,"Boston Celtics",15,7,1,2.10,"Johnson, Amir",1.90,7.70
"Donald Sloan","Brooklyn Nets",2016-03-11,2015,4303,1610612751,400828851,3,5,59,0,"Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",20,13,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-02-02,2015,3064514,1610612747,400828621,1,9,01,0,"Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",10,-1,0,0.00,,0.00,0.00
"Jabari Parker","Milwaukee Bucks",2016-01-29,2015,3056600,1610612749,400828590,1,8,11,1,"Layup Shot","2PT Field Goal",0,"Miami Heat",9,2,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-03-10,2015,3064514,1610612747,400828849,3,4,42,0,"Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",12,11,0,0.00,,0.00,0.00
"Jason Smith","Orlando Magic",2016-01-29,2015,3232,1610612753,400828585,2,11,48,0,"Layup Shot","2PT Field Goal",1,"Boston Celtics",15,5,0,0.00,,0.00,0.00
"Derrick Rose","Chicago Bulls",2016-02-10,2015,3456,1610612741,400828683,1,6,50,0,"Layup Shot","2PT Field Goal",1,"Atlanta Hawks",-12,3,0,0.00,,0.00,0.00
"John Wall","Washington Wizards",2016-03-05,2015,4237,1610612764,400828811,3,8,55,0,"Layup Shot","2PT Field Goal",0,"Indiana Pacers",4,0,0,0.00,,0.00,0.00
"Joakim Noah","Chicago Bulls",2015-12-16,2015,3224,1610612741,400828264,2,4,25,0,"Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-4,28,0,0.40,"Chalmers, Mario",2.20,10.60
"Ish Smith","Philadelphia 76ers",2016-04-10,2015,4305,1610612755,400829084,5,0,01,0,"Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",24,3,0,0.00,,0.00,0.00
"Josh Smith","Los Angeles Clippers",2015-12-10,2015,2411,1610612746,400828217,3,4,58,1,"Layup Shot","2PT Field Goal",1,"Chicago Bulls",-9,7,2,2.80,"Snell, Tony",0.00,19.40
"Zach Randolph","Memphis Grizzlies",2016-02-29,2015,1017,1610612763,400828775,2,2,09,1,"Layup Shot","2PT Field Goal",1,"Denver Nuggets",9,11,0,0.00,,0.00,0.00
"Chris Paul","Los Angeles Clippers",2016-01-16,2015,2779,1610612746,400828496,3,9,30,1,"Layup Shot","2PT Field Goal",0,"Sacramento Kings",-7,2,0,1.10,"Rondo, Rajon",1.20,13.60
"Marcus Smart","Boston Celtics",2016-03-11,2015,2990992,1610612738,400828852,2,9,58,1,"Layup Shot","2PT Field Goal",1,"Houston Rockets",-17,-1,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-01-17,2015,3064514,1610612747,400828501,3,8,17,0,"Layup Shot","2PT Field Goal",2,"Houston Rockets",-23,9,3,5.00,"Capela, Clint",1.60,9.30
"Jason Smith","Orlando Magic",2016-03-11,2015,3232,1610612753,400828857,2,8,03,1,"Layup Shot","2PT Field Goal",2,"Sacramento Kings",20,7,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-01-17,2015,3064514,1610612747,400828501,1,5,40,1,"Layup Shot","2PT Field Goal",0,"Houston Rockets",6,7,1,2.20,"Jones, Terrence",2.00,10.00
"Chris Paul","Los Angeles Clippers",2016-03-11,2015,2779,1610612746,400828859,4,1,07,0,"Layup Shot","2PT Field Goal",2,"New York Knicks",22,7,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2015-12-11,2015,3468,1610612760,400828228,2,3,20,0,"Layup Shot","2PT Field Goal",2,"Utah Jazz",15,16,2,1.60,"Lyles, Trey",3.70,7.00
"Thaddeus Young","Brooklyn Nets",2016-03-11,2015,3244,1610612751,400828851,3,1,24,0,"Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-1,11,0,0.00,,0.00,0.00
"Ish Smith","Philadelphia 76ers",2016-02-29,2015,4305,1610612755,400828772,1,5,25,0,"Layup Shot","2PT Field Goal",1,"Washington Wizards",4,11,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2016-03-16,2015,3468,1610612760,400828890,3,5,13,0,"Layup Shot","2PT Field Goal",2,"Boston Celtics",-7,21,0,0.00,,0.00,0.00
"Tayshaun Prince","Minnesota Timberwolves",2015-12-11,2015,1724,1610612750,400828227,4,2,47,0,"Layup Shot","2PT Field Goal",1,"Denver Nuggets",14,-5,0,3.80,"Faried, Kenneth",1.50,0.00
"Kelly Olynyk","Boston Celtics",2016-02-09,2015,2489663,1610612738,400828673,4,5,53,1,"Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",-9,7,0,0.00,,0.00,0.00
"Thaddeus Young","Brooklyn Nets",2015-12-18,2015,3244,1610612751,400828273,3,5,37,1,"Layup Shot","2PT Field Goal",0,"Indiana Pacers",6,2,2,2.20,"Mahinmi, Ian",2.70,20.20
"Tyler Zeller","Boston Celtics",2016-02-29,2015,6631,1610612738,400828773,4,9,09,0,"Layup Shot","2PT Field Goal",1,"Utah Jazz",14,3,0,0.00,,0.00,0.00
"Kristaps Porzingis","New York Knicks",2016-02-28,2015,3102531,1610612752,400828770,3,9,47,0,"Layup Shot","2PT Field Goal",1,"Miami Heat",12,-1,0,0.00,,0.00,0.00
"Russell Westbrook","Oklahoma City Thunder",2016-03-11,2015,3468,1610612760,400828855,3,6,05,0,"Layup Shot","2PT Field Goal",0,"Minnesota Timberwolves",-4,-6,0,0.00,,0.00,0.00
"Nik Stauskas","Philadelphia 76ers",2015-12-11,2015,2991042,1610612755,400828222,1,4,15,0,"Layup Shot","2PT Field Goal",2,"Detroit Pistons",-27,7,0,0.00,"Caldwell-Pope, Kentavious",4.60,7.10
"Derrick Williams","New York Knicks",2016-03-11,2015,6480,1610612752,400828859,2,4,13,0,"Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-11,7,0,0.00,,0.00,0.00
"Andre Roberson","Oklahoma City Thunder",2016-01-17,2015,2530596,1610612760,400828498,3,6,48,1,"Layup Shot","2PT Field Goal",0,"Miami Heat",-1,4,0,0.80,"Johnson, Tyler",3.20,21.40
"Jared Sullinger","Boston Celtics",2016-03-11,2015,6624,1610612738,400828852,3,4,15,1,"Layup Shot","2PT Field Goal",2,"Houston Rockets",24,7,0,0.00,,0.00,0.00
"Nikola Pekovic","Minnesota Timberwolves",2016-01-17,2015,3453,1610612750,400828497,2,10,09,1,"Layup Shot","2PT Field Goal",0,"Phoenix Suns",-4,-1,1,1.80,"Teletovic, Mirza",2.30,12.30
"Dion Waiters","Oklahoma City Thunder",2016-02-29,2015,6628,1610612760,400828776,3,3,31,0,"Layup Shot","2PT Field Goal",3,"Sacramento Kings",-2,38,0,0.00,,0.00,0.00
"Mirza Teletovic","Phoenix Suns",2016-01-17,2015,4385,1610612756,400828497,2,11,02,1,"Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",-4,11,2,2.90,"LaVine, Zach",1.70,13.60
"Derrick Rose","Chicago Bulls",2016-01-07,2015,3456,1610612741,400828424,4,1,47,0,"Layup Shot","2PT Field Goal",1,"Boston Celtics",10,2,6,14.20,"Turner, Evan",3.70,7.50
"Thaddeus Young","Brooklyn Nets",2016-01-02,2015,3244,1610612751,400828382,1,8,04,0,"Layup Shot","2PT Field Goal",0,"Boston Celtics",-4,0,0,0.10,"Johnson, Amir",1.00,4.80
"Kemba Walker","Charlotte Hornets",2016-03-11,2015,6479,1610612766,400828850,3,11,32,0,"Layup Shot","2PT Field Goal",1,"Detroit Pistons",10,11,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2015-12-09,2015,3136195,1610612750,400828212,3,5,32,1,"Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-14,0,0,0.60,"Hibbert, Roy",0.80,23.90
"Russell Westbrook","Oklahoma City Thunder",2016-03-11,2015,3468,1610612760,400828855,3,4,05,0,"Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",24,2,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-03-15,2015,3064514,1610612747,400828889,3,3,34,0,"Layup Shot","2PT Field Goal",2,"Sacramento Kings",-23,10,0,0.00,,0.00,0.00
"Hollis Thompson","Philadelphia 76ers",2016-03-11,2015,6634,1610612755,400828851,2,7,00,0,"Layup Shot","2PT Field Goal",2,"Brooklyn Nets",15,16,0,0.00,,0.00,0.00
"Austin Rivers","Los Angeles Clippers",2016-03-27,2015,6617,1610612746,400828979,4,4,59,1,"Layup Shot","2PT Field Goal",2,"Denver Nuggets",-2,23,0,0.00,,0.00,0.00
"Lance Stephenson","Memphis Grizzlies",2016-03-16,2015,4244,1610612763,400828895,2,7,16,0,"Layup Shot","2PT Field Goal",0,"Minnesota Timberwolves",5,4,0,0.00,,0.00,0.00
"Hassan Whiteside","Miami Heat",2016-01-17,2015,4262,1610612748,400828498,2,0,03,1,"Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",-7,7,0,0.70,"Waiters, Dion",4.40,0.00
"Josh Richardson","Miami Heat",2016-03-11,2015,2581190,1610612748,400828853,4,9,24,1,"Layup Shot","2PT Field Goal",2,"Chicago Bulls",-7,26,0,0.00,,0.00,0.00
"Rajon Rondo","Sacramento Kings",2015-12-18,2015,3026,1610612758,400828279,1,3,22,0,"Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",2,26,13,11.20,"Wiggins, Andrew",2.70,12.70
"Greg Smith","Minnesota Timberwolves",2016-03-11,2015,6530,1610612750,400828855,2,9,20,1,"Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",9,18,0,0.00,,0.00,0.00
"Marvin Williams","Charlotte Hornets",2015-12-09,2015,2797,1610612766,400828207,1,8,08,1,"Layup Shot","2PT Field Goal",0,"Miami Heat",-4,7,0,1.10,"Whiteside, Hassan",0.30,13.10
"John Wall","Washington Wizards",2016-03-11,2015,4237,1610612764,400828856,4,10,20,1,"Layup Shot","2PT Field Goal",2,"Utah Jazz",-20,2,0,0.00,,0.00,0.00
"Myles Turner","Indiana Pacers",2016-01-17,2015,3133628,1610612754,400828500,1,1,28,1,"Layup Shot","2PT Field Goal",2,"Denver Nuggets",-25,7,1,1.90,"Lauvergne, Joffrey",3.20,7.00
"Myles Turner","Indiana Pacers",2016-04-10,2015,3133628,1610612754,400829086,3,1,57,1,"Layup Shot","2PT Field Goal",2,"Brooklyn Nets",-14,16,0,0.00,,0.00,0.00
"Dion Waiters","Oklahoma City Thunder",2016-01-17,2015,6628,1610612760,400828498,4,8,32,1,"Layup Shot","2PT Field Goal",2,"Miami Heat",20,2,1,1.80,"Winslow, Justise",2.60,24.00
"Derrick Rose","Chicago Bulls",2016-03-16,2015,3456,1610612741,400828893,4,8,11,0,"Layup Shot","2PT Field Goal",1,"Washington Wizards",17,2,0,0.00,,0.00,0.00
"TJ Warren","Phoenix Suns",2016-01-17,2015,2982334,1610612756,400828497,1,1,01,1,"Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",-1,-11,0,0.70,"Pekovic, Nikola",5.50,10.20
"Donald Sloan","Brooklyn Nets",2016-03-11,2015,4303,1610612751,400828851,3,0,53,0,"Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",0,13,0,0.00,,0.00,0.00
"Julius Randle","Los Angeles Lakers",2016-01-17,2015,3064514,1610612747,400828501,3,8,12,0,"Layup Shot","2PT Field Goal",4,"Houston Rockets",-42,2,0,0.50,"Howard, Dwight",3.00,9.00
"Kemba Walker","Charlotte Hornets",2016-03-11,2015,6479,1610612766,400828850,1,4,02,0,"Layup Shot","2PT Field Goal",2,"Detroit Pistons",-25,7,0,0.00,,0.00,0.00
"Kelly Olynyk","Boston Celtics",2015-12-11,2015,2489663,1610612738,400828223,5,2,41,0,"Layup Shot","2PT Field Goal",0,"Golden State Warriors",-4,2,0,0.40,"Curry, Stephen",2.10,6.50
"Ramon Sessions","Washington Wizards",2016-03-11,2015,3231,1610612764,400828856,2,11,19,0,"Layup Shot","2PT Field Goal",2,"Utah Jazz",28,-5,0,0.00,,0.00,0.00
"Myles Turner","Indiana Pacers",2016-01-17,2015,3133628,1610612754,400828500,4,6,50,1,"Layup Shot","2PT Field Goal",1,"Denver Nuggets",-6,9,0,0.80,"Barton, Will",3.60,17.90
"Tiago Splitter","Atlanta Hawks",2016-01-07,2015,3233,1610612737,400828423,1,1,16,0,"Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",-17,23,1,4.50,"Grant, Jerami",2.00,22.00
"Terrence Ross","Toronto Raptors",2016-03-15,2015,6619,1610612761,400828887,2,7,15,0,"Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",8,4,0,0.00,,0.00,0.00
"KarlAnthony Towns","Minnesota Timberwolves",2015-12-20,2015,3136195,1610612750,400828290,3,5,30,1,"Layup Shot","2PT Field Goal",2,"Brooklyn Nets",20,-1,0,0.70,"Young, Thaddeus",5.00,4.90
"Dwyane Wade","Miami Heat",2015-12-09,2015,1987,1610612748,400828207,2,4,21,1,"Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-16,11,1,1.60,"Walker, Kemba",2.20,19.10
"Mike Scott","Atlanta Hawks",2015-12-29,2015,6622,1610612737,400828357,2,11,40,0,"Layup Shot","2PT Field Goal",1,"Houston Rockets",9,8,0,1.10,"Terry, Jason",2.60,5.30
"Elfrid Payton","Orlando Magic",2016-02-28,2015,2583639,1610612753,400828768,4,1,36,1,"Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",-22,8,0,0.00,,0.00,0.00
"Ramon Sessions","Washington Wizards",2016-01-08,2015,3231,1610612764,400828427,4,7,15,0,"Layup Shot","2PT Field Goal",1,"Toronto Raptors",-12,2,0,0.10,"Joseph, Cory",0.70,2.60
"Zaza Pachulia","Dallas Mavericks",2016-01-17,2015,2016,1610612742,400828499,1,6,41,0,"Layup Shot","2PT Field Goal",3,"San Antonio Spurs",-29,18,0,0.80,"Green, Danny",2.70,16.50
"Thaddeus Young","Brooklyn Nets",2015-12-28,2015,3244,1610612751,400828349,4,11,00,0,"Layup Shot","2PT Field Goal",2,"Miami Heat",17,11,1,2.40,"Bosh, Chris",2.30,3.10
"Myles Turner","Indiana Pacers",2016-02-28,2015,3133628,1610612754,400828767,3,2,35,0,"Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",-9,11,0,0.00,,0.00,0.00
"Greg Smith","Minnesota Timberwolves",2016-03-11,2015,6530,1610612750,400828855,3,3,37,0,"Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,7,0,0.00,,0.00,0.00
"Kemba Walker","Charlotte Hornets",2015-12-28,2015,6479,1610612766,400828345,1,10,06,0,"Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",-3,2,4,3.80,"Clarkson, Jordan",0.20,19.20
"Russell Westbrook","Oklahoma City Thunder",2016-03-11,2015,3468,1610612760,400828855,4,2,42,0,"Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",-12,16,0,0.00,,0.00,0.00
"Tony Wroten","Philadelphia 76ers",2015-12-07,2015,6630,1610612755,400828192,1,5,13,0,"Layup Shot","2PT Field Goal",2,"San Antonio Spurs",24,-10,5,4.20,"Green, Danny",2.00,18.50
"Tony Parker","San Antonio Spurs",2016-01-27,2015,1015,1610612759,400828576,1,4,51,0,"Layup Shot","2PT Field Goal",2,"Houston Rockets",24,7,0,0.00,,0.00,0.00
"Andrew Wiggins","Minnesota Timberwolves",2015-12-16,2015,3059319,1610612750,400828262,3,5,11,1,"Layup Shot","2PT Field Goal",1,"New York Knicks",14,2,0,1.70,"Lopez, Robin",0.00,0.00
"Miles Plumlee","Milwaukee Bucks",2016-02-09,2015,6616,1610612749,400828673,2,1,41,1,"Layup Shot","2PT Field Goal",0,"Boston Celtics",-7,7,0,0.00,,0.00,0.00
"Kemba Walker","Charlotte Hornets",2015-12-09,2015,6479,1610612766,400828207,1,5,43,0,"Layup Shot","2PT Field Goal",2,"Miami Heat",25,16,3,2.00,"Johnson, Tyler",0.30,11.20
