name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Jarell Martin","Memphis Grizzlies",2016-03-28,2015,3064517,1610612763,400828987,3,3,55,0,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Salah Mejri","Dallas Mavericks",2016-03-07,2015,2968458,1610612742,400828829,4,3,55,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"Alex Len","Phoenix Suns",2016-03-28,2015,2596107,1610612756,400828988,1,6,18,1,"Cutting Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Jarell Martin","Memphis Grizzlies",2016-04-05,2015,3064517,1610612763,400829045,2,10,09,1,"Cutting Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Kevin Martin","Minnesota Timberwolves",2016-01-20,2015,2394,1610612750,400828524,2,1,34,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.60,"Matthews, Wesley",8.80,9.70
"David Lee","Dallas Mavericks",2016-03-01,2015,2772,1610612742,400828781,1,1,50,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Ian Mahinmi","Indiana Pacers",2016-03-29,2015,2774,1610612754,400828994,1,10,08,1,"Cutting Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"David Lee","Dallas Mavericks",2016-03-07,2015,2772,1610612742,400828829,1,5,37,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"Luc Mbah a Moute","Los Angeles Clippers",2016-02-22,2015,,1610612746,400828726,3,4,03,1,"Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"David Lee","Dallas Mavericks",2016-03-01,2015,2772,1610612742,400828781,1,0,02,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Cleveland Cavaliers",2015-12-17,2015,4298,1610612739,400828271,3,9,12,0,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.70,"Ibaka, Serge",0.40,13.30
"DeAndre Jordan","Los Angeles Clippers",2016-04-05,2015,3442,1610612746,400829051,2,1,59,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Cleveland Cavaliers",2016-01-20,2015,4298,1610612739,400828518,1,7,15,1,"Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.70,"Lopez, Brook",2.90,13.50
"Ian Mahinmi","Indiana Pacers",2015-11-29,2015,2774,1610612754,400828140,3,11,44,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.50,"Randle, Julius",7.70,10.40
"Kosta Koufos","Sacramento Kings",2016-01-26,2015,3444,1610612758,400828569,1,2,22,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Enes Kanter","Oklahoma City Thunder",2015-11-02,2015,6447,1610612760,400827936,2,11,02,0,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",-7,0,0,0.90,"Howard, Dwight",3.80,9.80
"Timofey Mozgov","Cleveland Cavaliers",2016-01-27,2015,4298,1610612739,400828571,1,3,03,1,"Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Shabazz Muhammad","Minnesota Timberwolves",2015-11-05,2015,2993875,1610612750,400827958,4,11,22,1,"Cutting Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.80,"Winslow, Justise",2.00,11.20
"Brook Lopez","Brooklyn Nets",2016-01-06,2015,3448,1610612751,400828416,1,9,49,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.80,"Valanciunas, Jonas",3.70,7.20
"Jonas Jerebko","Boston Celtics",2015-10-28,2015,3998,1610612738,400827892,4,9,45,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",-1,6,0,0.60,"Noel, Nerlens",2.90,8.90
"Shaun Livingston","Golden State Warriors",2016-04-10,2015,2393,1610612744,400829088,2,9,26,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Kevin Martin","Minnesota Timberwolves",2015-10-30,2015,2394,1610612750,400827916,1,0,55,0,"Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.70,"Barton, Will",5.90,12.10
"Joffrey Lauvergne","Denver Nuggets",2016-02-29,2015,2959753,1610612743,400828775,3,0,58,1,"Cutting Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,0,0.00,,0.00,0.00
"Greg Monroe","Milwaukee Bucks",2015-11-10,2015,4260,1610612749,400827997,1,7,35,1,"Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.90,"Sullinger, Jared",7.40,17.00
"Ian Mahinmi","Indiana Pacers",2015-12-11,2015,2774,1610612754,400828220,4,6,35,1,"Cutting Dunk Shot","2PT Field Goal",3,"Miami Heat",-2,33,0,0.90,"Deng, Luol",3.30,5.60
"David Lee","Boston Celtics",2015-11-20,2015,2772,1610612738,400828066,2,6,25,1,"Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.60,"Bogdanovic, Bojan",2.50,5.00
"Donatas Motiejunas","Houston Rockets",2016-04-10,2015,6464,1610612745,400829082,1,10,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Ian Mahinmi","Indiana Pacers",2015-11-11,2015,2774,1610612754,400828003,1,5,11,1,"Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.60,"Crowder, Jae",2.30,8.60
"DeAndre Jordan","Los Angeles Clippers",2016-03-15,2015,3442,1610612746,400828888,1,9,13,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2015-11-14,2015,1966,1610612739,400828028,4,5,44,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.70,"Parker, Jabari",7.70,8.10
"Paul Millsap","Atlanta Hawks",2016-01-16,2015,3015,1610612737,400828489,3,4,05,1,"Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.70,"Young, Thaddeus",4.00,16.70
"James Johnson","Toronto Raptors",2015-11-20,2015,3999,1610612761,400828075,3,1,12,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,1,1.30,"Young, Nick",2.90,0.00
"Boban Marjanovic","San Antonio Spurs",2016-01-06,2015,4376,1610612759,400828419,2,8,41,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.60,"Booker, Trevor",0.90,16.90
"Shabazz Muhammad","Minnesota Timberwolves",2015-11-29,2015,2993875,1610612750,400828134,2,8,00,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.80,"Crawford, Jamal",1.10,18.90
"Amir Johnson","Boston Celtics",2016-01-06,2015,2769,1610612738,400828415,1,9,12,1,"Cutting Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.50,"Drummond, Andre",5.50,10.90
"Paul Millsap","Atlanta Hawks",2015-11-15,2015,3015,1610612737,400828035,4,5,06,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.60,"Hood, Rodney",1.00,6.30
"Ian Mahinmi","Indiana Pacers",2016-03-27,2015,2774,1610612754,400828980,4,3,28,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Khris Middleton","Milwaukee Bucks",2015-11-04,2015,6609,1610612749,400827952,4,2,50,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.60,"Stauskas, Nik",3.90,0.00
"Kosta Koufos","Sacramento Kings",2016-03-27,2015,3444,1610612758,400828982,4,5,26,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Markieff Morris","Phoenix Suns",2015-11-06,2015,6461,1610612756,400827969,3,7,49,1,"Cutting Dunk Shot","2PT Field Goal",0,"Detroit Pistons",0,1,0,0.90,"Ilyasova, Ersan",2.00,14.80
"Joffrey Lauvergne","Denver Nuggets",2016-03-27,2015,2959753,1610612743,400828979,2,9,19,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2015-11-10,2015,1966,1610612739,400827993,1,7,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.40,"Gobert, Rudy",2.50,13.70
"LeBron James","Cleveland Cavaliers",2016-03-10,2015,1966,1610612739,400828849,3,9,45,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Serge Ibaka","Oklahoma City Thunder",2015-11-10,2015,3439,1610612760,400827994,1,5,42,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.90,"Gortat, Marcin",2.80,19.50
"Nikola Jokic","Denver Nuggets",2016-03-10,2015,3112335,1610612743,400828848,4,1,24,1,"Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"Wesley Johnson","Los Angeles Clippers",2015-11-19,2015,4247,1610612746,400828064,3,0,55,1,"Cutting Dunk Shot","2PT Field Goal",0,"Golden State Warriors",0,1,0,0.70,"Clark, Ian",5.00,17.00
"Jon Leuer","Phoenix Suns",2016-03-10,2015,6452,1610612756,400828848,4,0,47,1,"Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Cleveland Cavaliers",2015-11-06,2015,4298,1610612739,400827965,1,5,42,1,"Cutting Dunk Shot","2PT Field Goal",0,"Philadelphia 76ers",0,1,0,0.80,"Thompson, Hollis",2.70,17.40
"Terrence Jones","Houston Rockets",2015-12-09,2015,6597,1610612745,400828208,1,7,02,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.80,"Gortat, Marcin",2.00,0.00
"Trey Lyles","Utah Jazz",2015-11-13,2015,3136196,1610612762,400828015,4,4,15,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.90,"Harris, Tobias",3.60,8.70
"Ian Mahinmi","Indiana Pacers",2015-12-18,2015,2774,1610612754,400828273,2,1,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Brooklyn Nets",0,1,0,0.70,"Lopez, Brook",8.40,15.50
"Kosta Koufos","Sacramento Kings",2016-04-01,2015,3444,1610612758,400829022,4,0,37,1,"Cutting Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2015-12-09,2015,3442,1610612746,400828211,1,6,26,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.60,"Monroe, Greg",2.10,15.20
"Salah Mejri","Dallas Mavericks",2016-04-06,2015,2968458,1610612742,400829057,2,7,49,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Andre Iguodala","Golden State Warriors",2015-12-11,2015,2386,1610612744,400828223,4,6,56,1,"Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.60,"Thomas, Isaiah",1.40,14.00
"Jeremy Lamb","Charlotte Hornets",2016-03-12,2015,6603,1610612766,400828862,2,10,31,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2015-12-18,2015,3442,1610612746,400828280,3,8,02,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.90,"Aldridge, LaMarcus",5.00,1.80
"Ian Mahinmi","Indiana Pacers",2016-03-02,2015,2774,1610612754,400828790,1,11,29,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Boban Marjanovic","San Antonio Spurs",2015-12-11,2015,4376,1610612759,400828229,4,3,21,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.70,"Kelly, Ryan",0.00,2.40
"LeBron James","Cleveland Cavaliers",2015-11-14,2015,1966,1610612739,400828028,4,4,19,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.80,"Middleton, Khris",4.40,21.00
"Cory Jefferson","Phoenix Suns",2016-01-27,2015,,1610612756,400828571,4,3,17,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Markieff Morris","Washington Wizards",2016-04-01,2015,6461,1610612764,400829024,2,5,53,1,"Cutting Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-02-10,2015,3442,1610612746,400828679,4,3,29,1,"Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-03-02,2015,3442,1610612746,400828794,3,5,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Brook Lopez","Brooklyn Nets",2016-03-04,2015,3448,1610612751,400828807,3,2,15,1,"Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2016-04-05,2015,1966,1610612739,400829046,2,3,35,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Shabazz Muhammad","Minnesota Timberwolves",2016-02-02,2015,2993875,1610612750,400828621,3,6,17,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Alex Len","Phoenix Suns",2016-03-23,2015,2596107,1610612756,400828952,2,3,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Shabazz Muhammad","Minnesota Timberwolves",2016-02-10,2015,2993875,1610612750,400828684,4,10,31,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Serge Ibaka","Oklahoma City Thunder",2016-04-05,2015,3439,1610612760,400829047,2,2,39,1,"Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Jon Leuer","Phoenix Suns",2015-12-18,2015,6452,1610612756,400828283,4,2,34,1,"Cutting Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,0,0.80,"Perkins, Kendrick",5.80,8.80
"Amir Johnson","Boston Celtics",2016-03-23,2015,2769,1610612738,400828944,4,6,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Ian Mahinmi","Indiana Pacers",2016-03-29,2015,2774,1610612754,400828994,2,3,31,1,"Cutting Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2016-03-23,2015,1966,1610612739,400828946,3,7,13,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Al Jefferson","Charlotte Hornets",2016-03-04,2015,2389,1610612766,400828799,3,3,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Indiana Pacers",0,1,0,0.00,,0.00,0.00
"Jon Leuer","Phoenix Suns",2016-03-23,2015,6452,1610612756,400828952,3,7,48,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Ian Mahinmi","Indiana Pacers",2016-03-29,2015,2774,1610612754,400828994,1,6,28,1,"Cutting Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,0,0.00,,0.00,0.00
"Trey Lyles","Utah Jazz",2015-11-13,2015,3136196,1610612762,400828015,4,6,12,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,1.00,"Gordon, Aaron",4.00,14.60
"Kevin Martin","Minnesota Timberwolves",2015-12-18,2015,2394,1610612750,400828279,2,6,06,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.80,"Belinelli, Marco",4.40,13.40
"Alex Len","Phoenix Suns",2016-03-23,2015,2596107,1610612756,400828952,3,11,24,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"ETwaun Moore","Chicago Bulls",2016-02-01,2015,6460,1610612741,400828615,1,4,29,1,"Cutting Dunk Shot","2PT Field Goal",0,"Utah Jazz",0,1,0,0.00,,0.00,0.00
"Amir Johnson","Boston Celtics",2016-03-02,2015,2769,1610612738,400828786,1,8,27,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Nikola Jokic","Denver Nuggets",2016-02-01,2015,3112335,1610612743,400828614,3,2,45,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Cleveland Cavaliers",2016-03-23,2015,4298,1610612739,400828946,3,5,19,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Meyers Leonard","Portland Trail Blazers",2015-12-18,2015,6605,1610612757,400828274,2,7,23,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.60,"Frye, Channing",4.80,3.30
"Paul Millsap","Atlanta Hawks",2016-03-23,2015,3015,1610612737,400828943,1,11,29,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Shaun Livingston","Golden State Warriors",2016-04-03,2015,2393,1610612744,400829039,4,6,50,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Jon Leuer","Phoenix Suns",2016-03-23,2015,6452,1610612756,400828952,4,0,14,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Wesley Johnson","Los Angeles Clippers",2015-12-18,2015,4247,1610612746,400828280,3,0,22,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.60,"Mills, Patty",3.60,11.00
"Carl Landry","Philadelphia 76ers",2016-03-23,2015,3217,1610612755,400828951,2,10,07,1,"Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Cleveland Cavaliers",2016-03-04,2015,4298,1610612739,400828804,3,11,31,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Cleveland Cavaliers",2016-03-23,2015,4298,1610612739,400828946,3,4,40,0,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"David Lee","Dallas Mavericks",2016-04-03,2015,2772,1610612742,400829033,2,7,08,1,"Cutting Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"Alex Len","Phoenix Suns",2016-03-23,2015,2596107,1610612756,400828952,4,1,22,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"Trey Lyles","Utah Jazz",2016-02-29,2015,3136196,1610612762,400828773,3,2,55,1,"Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,0,0.00,,0.00,0.00
"Salah Mejri","Dallas Mavericks",2016-03-23,2015,2968458,1610612742,400828954,1,9,00,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.00,,0.00,0.00
"Terrence Jones","Houston Rockets",2016-02-02,2015,6597,1610612745,400828618,3,2,24,1,"Cutting Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"Amir Johnson","Boston Celtics",2016-03-23,2015,2769,1610612738,400828944,3,5,43,1,"Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,0,0.00,,0.00,0.00
"Ian Mahinmi","Indiana Pacers",2016-03-15,2015,2774,1610612754,400828884,3,3,04,1,"Cutting Dunk Shot","2PT Field Goal",1,"Boston Celtics",17,2,0,0.00,,0.00,0.00
"Enes Kanter","Oklahoma City Thunder",2016-03-12,2015,6447,1610612760,400828866,2,2,46,1,"Cutting Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Cleveland Cavaliers",2016-04-03,2015,4298,1610612739,400829031,3,10,54,1,"Cutting Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,0,0.00,,0.00,0.00
"CJ McCollum","Portland Trail Blazers",2016-04-06,2015,2490149,1610612757,400829058,2,1,42,1,"Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,0,0.00,,0.00,0.00
"Luc Mbah a Moute","Los Angeles Clippers",2016-04-03,2015,,1610612746,400829034,3,3,58,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Jeremy Lamb","Charlotte Hornets",2016-04-13,2015,6603,1610612766,400829106,2,10,03,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Doug McDermott","Chicago Bulls",2016-04-03,2015,2528588,1610612741,400829037,2,10,40,1,"Cutting Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,0,0.00,,0.00,0.00
"Al Jefferson","Charlotte Hornets",2016-04-13,2015,2389,1610612766,400829106,1,2,04,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Amir Johnson","Boston Celtics",2016-03-15,2015,2769,1610612738,400828884,3,9,08,1,"Cutting Dunk Shot","2PT Field Goal",3,"Indiana Pacers",22,26,0,0.00,,0.00,0.00
"Alex Len","Phoenix Suns",2016-04-13,2015,2596107,1610612756,400829116,3,6,58,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2015-12-28,2015,3442,1610612746,400828348,1,7,42,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,1.10,"Oubre, Kelly",0.00,8.00
"Khris Middleton","Milwaukee Bucks",2015-11-17,2015,6609,1610612749,400828045,2,6,02,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.70,"Temple, Garrett",1.10,16.00
"Shabazz Muhammad","Minnesota Timberwolves",2015-12-07,2015,2993875,1610612750,400828198,3,1,12,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.50,"Rivers, Austin",3.20,8.50
"Kevin Martin","San Antonio Spurs",2016-04-13,2015,2394,1610612759,400829110,2,10,54,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Luc Mbah a Moute","Los Angeles Clippers",2016-04-03,2015,,1610612746,400829034,1,11,02,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"Amir Johnson","Boston Celtics",2016-04-13,2015,2769,1610612738,400829104,3,6,21,1,"Cutting Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"Frank Kaminsky","Charlotte Hornets",2016-04-03,2015,,1610612766,400829031,2,9,10,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.00,,0.00,0.00
"Kosta Koufos","Sacramento Kings",2016-04-13,2015,3444,1610612758,400829111,2,6,50,1,"Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,0,0.00,,0.00,0.00
"Ian Mahinmi","Indiana Pacers",2015-12-11,2015,2774,1610612754,400828220,3,7,29,1,"Cutting Dunk Shot","2PT Field Goal",2,"Miami Heat",-9,21,0,0.80,"Whiteside, Hassan",3.30,17.40
"Boban Marjanovic","San Antonio Spurs",2016-04-13,2015,4376,1610612759,400829110,3,5,12,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Enes Kanter","Oklahoma City Thunder",2016-01-27,2015,6447,1610612760,400828575,4,6,20,1,"Cutting Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,0,0.00,,0.00,0.00
"KJ McDaniels","Houston Rockets",2016-04-13,2015,2566741,1610612745,400829111,4,3,29,1,"Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,0,0.00,,0.00,0.00
"Timofey Mozgov","Cleveland Cavaliers",2016-03-19,2015,4298,1610612739,400828920,4,5,17,1,"Cutting Dunk Shot","2PT Field Goal",0,"Miami Heat",0,1,0,0.00,,0.00,0.00
"DeAndre Jordan","Los Angeles Clippers",2016-04-06,2015,3442,1610612746,400829059,3,9,43,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2015-12-08,2015,1966,1610612739,400828200,4,8,14,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.50,"Frazier, Tim",2.10,9.80
"Doug McDermott","Chicago Bulls",2016-03-02,2015,2528588,1610612741,400828784,1,0,25,1,"Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,0,0.00,,0.00,0.00
"Amir Johnson","Boston Celtics",2015-12-15,2015,2769,1610612738,400828254,1,8,48,1,"Cutting Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",0,1,0,0.60,"James, LeBron",2.30,9.70
"Shabazz Muhammad","Minnesota Timberwolves",2016-03-02,2015,2993875,1610612750,400828791,4,9,08,1,"Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,0,0.00,,0.00,0.00
"LeBron James","Cleveland Cavaliers",2015-12-08,2015,1966,1610612739,400828200,3,10,49,1,"Cutting Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,0,0.30,"McCollum, CJ",7.00,21.60
"Boban Marjanovic","San Antonio Spurs",2016-04-13,2015,4376,1610612759,400829110,1,5,24,1,"Cutting Dunk Shot","2PT Field Goal",0,"Dallas Mavericks",0,1,0,0.00,,0.00,0.00
"Jarell Martin","Memphis Grizzlies",2016-03-19,2015,3064517,1610612763,400828922,4,8,22,1,"Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,0,0.00,,0.00,0.00
