personId,season_year,season,fg_pct,fg3_pct,fg2_pct,total_attempts,fg3_attempts,fg2_attempts
2566,2013,2013-14,0.3987730061349693,0.3504273504273504,0.4258373205741627,326,117,209
2570,2013,2013-14,0.45077720207253885,0.0,0.453125,193,1,192
2571,2013,2013-14,0.42748091603053434,0.28,0.46226415094339623,131,25,106
2581,2013,2013-14,0.37677053824362605,0.3761904761904762,0.3776223776223776,353,210,143
2584,2013,2013-14,0.3763837638376384,0.33884297520661155,0.4066666666666667,271,121,150
2585,2013,2013-14,0.4269340974212034,0.0,0.4281609195402299,349,1,348
2586,2013,2013-14,0.5,0.5,0.0,6,6,0
2588,2013,2013-14,0.4451219512195122,0.42857142857142855,0.4696969696969697,164,98,66
2590,2013,2013-14,0.4166666666666667,0.3688888888888889,0.4407158836689038,672,225,447
2592,2013,2013-14,0.45588235294117646,0.5185185185185185,0.21428571428571427,68,54,14
2594,2013,2013-14,0.4745484400656814,0.4719387755102041,0.4792626728110599,609,392,217
2617,2013,2013-14,0.5068493150684932,0.0,0.5068493150684932,146,0,146
2694,2013,2013-14,0.3333333333333333,0.0,0.3333333333333333,6,0,6
2730,2013,2013-14,0.59125,0.2857142857142857,0.5939470365699874,800,7,793
2732,2013,2013-14,0.3425925925925926,0.27586206896551724,0.3670886075949367,108,29,79
2733,2013,2013-14,0.48254620123203285,0.16666666666666666,0.4864864864864865,487,6,481
2734,2013,2013-14,0.3779527559055118,0.3069306930693069,0.42483660130718953,254,101,153
2736,2013,2013-14,0.4313953488372093,0.30158730158730157,0.46795827123695977,860,189,671
2738,2013,2013-14,0.48034934497816595,0.35428571428571426,0.558303886925795,458,175,283
2740,2013,2013-14,1.0,0.0,1.0,1,0,1
2743,2013,2013-14,0.5010845986984815,0.0,0.5032679738562091,461,2,459
2744,2013,2013-14,0.5087209302325582,0.2,0.5121234386480529,1376,15,1361
2746,2013,2013-14,0.41930251419302517,0.2641509433962264,0.4617768595041322,1233,265,968
2747,2013,2013-14,0.41465968586387436,0.39375,0.4357894736842105,955,480,475
2748,2013,2013-14,0.37373737373737376,0.3415841584158416,0.4421052631578947,297,202,95
2749,2013,2013-14,0.39357429718875503,0.34782608695652173,0.4438202247191011,747,391,356
2754,2013,2013-14,0.4939467312348668,0.23404255319148937,0.5273224043715847,413,47,366
2755,2013,2013-14,0.43010752688172044,0.3872053872053872,0.4476584022038568,1023,297,726
2756,2013,2013-14,0.4,0.5,0.3333333333333333,5,2,3
2757,2013,2013-14,0.43820224719101125,0.4523809523809524,0.4338235294117647,178,42,136
2760,2013,2013-14,0.49455337690631807,0.0,0.5022123893805309,459,7,452
2767,2013,2013-14,0.0,0.0,0.0,2,1,1
2772,2013,2013-14,0.45603751465416176,0.4072398190045249,0.5085158150851582,853,442,411
101106,2013,2013-14,0.6266666666666667,0.0,0.6266666666666667,375,0,375
101107,2013,2013-14,0.4391634980988593,0.358974358974359,0.5034246575342466,526,234,292
101108,2013,2013-14,0.4666666666666667,0.36792452830188677,0.49848024316109424,870,212,658
101109,2013,2013-14,0.39473684210526316,0.31794871794871793,0.43099273607748184,608,195,413
101110,2013,2013-14,0.43270868824531517,0.3924731182795699,0.5023255813953489,587,372,215
101111,2013,2013-14,0.3804347826086957,0.25,0.5833333333333334,92,56,36
101112,2013,2013-14,0.4318766066838046,0.37037037037037035,0.5086705202312138,778,432,346
101114,2013,2013-14,0.44972067039106145,0.3656716417910448,0.5,716,268,448
101115,2013,2013-14,0.4177777777777778,0.0,0.4177777777777778,225,0,225
101122,2013,2013-14,0.3778501628664495,0.3359375,0.40782122905027934,307,128,179
101123,2013,2013-14,0.44532803180914515,0.4,0.49193548387096775,1006,510,496
101126,2013,2013-14,0.4281984334203655,0.37662337662337664,0.462882096069869,383,154,229
101127,2013,2013-14,0.40974212034383956,0.34054054054054056,0.4346978557504873,698,185,513
101128,2013,2013-14,0.4013605442176871,0.35751295336787564,0.48514851485148514,294,193,101
101131,2013,2013-14,0.44761904761904764,0.0,0.44761904761904764,105,0,105
101133,2013,2013-14,0.48148148148148145,0.0,0.48404255319148937,189,1,188
101135,2013,2013-14,0.5229357798165137,0.0,0.523469387755102,981,1,980
101138,2013,2013-14,0.48551724137931035,0.3333333333333333,0.48678720445062584,725,6,719
101139,2013,2013-14,0.4352078239608802,0.3933649289099526,0.4797979797979798,409,211,198
101141,2013,2013-14,0.40932642487046633,0.2824427480916031,0.44642857142857145,579,131,448
101142,2013,2013-14,0.5981308411214953,0.0,0.5981308411214953,107,0,107
101145,2013,2013-14,0.4507042253521127,0.33014354066985646,0.47427502338634236,1278,209,1069
101150,2013,2013-14,0.3995943204868154,0.341991341991342,0.45038167938931295,493,231,262
101154,2013,2013-14,0.4762611275964392,0.2777777777777778,0.4935483870967742,674,54,620
101155,2013,2013-14,0.375,0.0,0.5,8,2,6
101161,2013,2013-14,0.5620915032679739,0.30303030303030304,0.5934065934065934,612,66,546
101162,2013,2013-14,0.5416666666666666,1.0,0.5411203814064363,840,1,839
101179,2013,2013-14,0.30434782608695654,0.20930232558139536,0.3877551020408163,92,43,49
101181,2013,2013-14,0.45588235294117646,0.44941176470588234,0.46439628482972134,748,425,323
101183,2013,2013-14,0.5,0.0,0.5,14,0,14
101187,2013,2013-14,0.4,0.3387096774193548,0.4641350210970464,485,248,237
101198,2013,2013-14,0.42790697674418604,0.3225806451612903,0.44565217391304346,430,62,368
101236,2013,2013-14,0.4307692307692308,0.0,0.43410852713178294,130,1,129
101249,2013,2013-14,0.3263157894736842,0.2976190476190476,0.3490566037735849,190,84,106
200745,2013,2013-14,0.44223107569721115,0.2777777777777778,0.4873096446700508,502,108,394
200746,2013,2013-14,0.45818692902319047,0.2,0.4609375,1423,15,1408
200751,2013,2013-14,0.4125714285714286,0.3795180722891566,0.4562334217506631,875,498,377
200752,2013,2013-14,0.455470737913486,0.3299492385786802,0.48065173116089616,1179,197,982
200755,2013,2013-14,0.4547738693467337,0.3945945945945946,0.5070422535211268,398,185,213
200756,2013,2013-14,0.47368421052631576,0.0,0.47368421052631576,19,0,19
200757,2013,2013-14,0.4147058823529412,0.3157894736842105,0.4946808510638298,340,152,188
200758,2013,2013-14,0.2,0.125,0.2857142857142857,15,8,7
200761,2013,2013-14,0.3802083333333333,0.32558139534883723,0.49206349206349204,192,129,63
200765,2013,2013-14,0.40285714285714286,0.28888888888888886,0.4423076923076923,350,90,260
200768,2013,2013-14,0.42314814814814816,0.38,0.4603448275862069,1080,500,580
200769,2013,2013-14,0.36363636363636365,0.0,0.375,66,2,64
200770,2013,2013-14,0.41483516483516486,0.4375,0.39705882352941174,364,160,204
200777,2013,2013-14,0.47530864197530864,0.0,0.48125,162,2,160
200779,2013,2013-14,0.410958904109589,0.4262295081967213,0.3333333333333333,146,122,24
200780,2013,2013-14,0.35294117647058826,0.0,0.35294117647058826,17,0,17
200782,2013,2013-14,0.43089430894308944,0.387434554973822,0.45047169811320753,615,191,424
200794,2013,2013-14,0.46131805157593125,0.3584905660377358,0.4874251497005988,1047,212,835
200797,2013,2013-14,0.7361111111111112,0.0,0.7361111111111112,72,0,72
200811,2013,2013-14,0.5,0.0,0.5,32,0,32
200826,2013,2013-14,0.3871951219512195,0.31601731601731603,0.4258823529411765,656,231,425
200839,2013,2013-14,0.47540983606557374,0.0,0.4915254237288136,61,2,59
201141,2013,2013-14,0.5510204081632653,0.0,0.5510204081632653,49,0,49
201142,2013,2013-14,0.5029620853080569,0.3910386965376782,0.5488721804511278,1688,491,1197
201143,2013,2013-14,0.5666666666666667,0.36363636363636365,0.5721271393643031,420,11,409
201144,2013,2013-14,0.4495145631067961,0.36082474226804123,0.4844384303112314,1030,291,739
201145,2013,2013-14,0.4116140051238258,0.3409090909090909,0.447741935483871,1171,396,775
201147,2013,2013-14,0.48079306071871125,0.2796208530805687,0.552013422818792,807,211,596
201148,2013,2013-14,0.676737160120846,0.0,0.676737160120846,331,0,331
201149,2013,2013-14,0.475,0.0,0.47619047619047616,800,2,798
201150,2013,2013-14,0.4563986409966025,0.4155844155844156,0.4782608695652174,883,308,575
201152,2013,2013-14,0.45362431800467656,0.3082191780821918,0.496468213925328,1283,292,991
201155,2013,2013-14,0.4361078546307151,0.2727272727272727,0.4549019607843137,853,88,765
201156,2013,2013-14,0.43532058492688414,0.38571428571428573,0.4675324675324675,889,350,539
201158,2013,2013-14,0.4848920863309353,0.4300341296928328,0.5248756218905473,695,293,402
201160,2013,2013-14,0.4645390070921986,0.0,0.4645390070921986,282,0,282
201162,2013,2013-14,0.43847874720357943,0.36,0.5180180180180181,447,225,222
201163,2013,2013-14,0.4159891598915989,0.3475783475783476,0.4780361757105943,738,351,387
201166,2013,2013-14,0.4010327022375215,0.3870967741935484,0.4114114114114114,581,248,333
201167,2013,2013-14,0.4589515331355094,0.4266666666666667,0.47257383966244726,1011,300,711
201168,2013,2013-14,0.523121387283237,0.0,0.5276967930029155,346,3,343
201171,2013,2013-14,0.5166666666666667,0.0,0.5166666666666667,60,0,60
201175,2013,2013-14,0.45699831365935917,0.36363636363636365,0.4587628865979381,593,11,582
201177,2013,2013-14,0.4363957597173145,0.36082474226804123,0.5163636363636364,566,291,275
201188,2013,2013-14,0.47257383966244726,0.18181818181818182,0.47714285714285715,711,11,700
201189,2013,2013-14,0.4426229508196721,0.0,0.45,61,1,60
201196,2013,2013-14,0.42912873862158646,0.28225806451612906,0.4573643410852713,769,124,645
201202,2013,2013-14,0.375,0.0,0.375,32,0,32
201203,2013,2013-14,0.0,0.0,0.0,3,1,2
201228,2013,2013-14,0.437125748502994,0.36551724137931035,0.49206349206349204,334,145,189
201229,2013,2013-14,0.4201954397394137,0.41295546558704455,0.45,307,247,60
201563,2013,2013-14,0.49859154929577465,0.3888888888888889,0.5182724252491694,355,54,301
201564,2013,2013-14,0.4072727272727273,0.3700440528634361,0.43343653250773995,550,227,323
201565,2013,2013-14,0.35365853658536583,0.3404255319148936,0.358974358974359,164,47,117
201566,2013,2013-14,0.43742098609355246,0.3177570093457944,0.48180242634315423,791,214,577
201567,2013,2013-14,0.4574243490499648,0.37623762376237624,0.5021834061135371,1421,505,916
201569,2013,2013-14,0.4357405140758874,0.39147286821705424,0.4561717352415027,817,258,559
201571,2013,2013-14,0.415041782729805,0.4006024096385542,0.4274611398963731,718,332,386
201572,2013,2013-14,0.5633187772925764,0.0,0.5657894736842105,229,1,228
201573,2013,2013-14,0.4019448946515397,0.3584905660377358,0.4246913580246914,617,212,405
201574,2013,2013-14,0.5060483870967742,0.0,0.5060483870967742,496,0,496
201575,2013,2013-14,0.3333333333333333,0.3404255319148936,0.32558139534883723,90,47,43
201576,2013,2013-14,0.38636363636363635,0.29508196721311475,0.43478260869565216,176,61,115
201577,2013,2013-14,0.5512422360248447,0.0,0.552099533437014,644,1,643
201578,2013,2013-14,0.4411764705882353,0.25806451612903225,0.45498783454987834,442,31,411
201579,2013,2013-14,0.4389920424403183,0.4,0.4392523364485981,754,5,749
201580,2013,2013-14,0.4473684210526316,0.0,0.4473684210526316,38,0,38
201581,2013,2013-14,0.5076452599388379,0.0,0.5139318885448917,654,8,646
201582,2013,2013-14,0.5461847389558233,0.0,0.5483870967741935,249,1,248
201583,2013,2013-14,0.4378531073446328,0.40853658536585363,0.4631578947368421,354,164,190
201584,2013,2013-14,0.4804560260586319,0.3711340206185567,0.530952380952381,614,194,420
201585,2013,2013-14,0.49455337690631807,0.0,0.49455337690631807,459,0,459
201586,2013,2013-14,0.5357873210633947,0.38333333333333336,0.545751633986928,978,60,918
201587,2013,2013-14,0.4652014652014652,0.36069651741293535,0.565947242206235,819,402,417
201588,2013,2013-14,0.44155844155844154,0.36538461538461536,0.49719101123595505,616,260,356
201589,2013,2013-14,0.3951219512195122,0.375,0.3988439306358382,410,64,346
201591,2013,2013-14,0.0,0.0,0.0,1,0,1
201593,2013,2013-14,0.5406562054208274,0.0,0.5406562054208274,701,0,701
201596,2013,2013-14,0.45357142857142857,0.38495575221238937,0.5,560,226,334
201599,2013,2013-14,0.6757281553398058,0.0,0.6757281553398058,515,0,515
201600,2013,2013-14,0.531578947368421,0.0,0.531578947368421,190,0,190
201601,2013,2013-14,0.45077720207253885,0.23529411764705882,0.4715909090909091,193,17,176
201604,2013,2013-14,0.44047619047619047,0.38636363636363635,0.5,252,132,120
201609,2013,2013-14,0.505032021957914,0.4080267558528428,0.5415617128463476,1093,299,794
201627,2013,2013-14,0.4576923076923077,0.4512820512820513,0.46153846153846156,520,195,325
201785,2013,2013-14,0.5,0.0,0.75,6,2,4
201858,2013,2013-14,0.42045454545454547,0.39072847682119205,0.46017699115044247,264,151,113
201880,2013,2013-14,0.5737704918032787,0.0,0.5785123966942148,122,1,121
201933,2013,2013-14,0.5283296541574687,0.2727272727272727,0.5368821292775665,1359,44,1315
201934,2013,2013-14,0.5652173913043478,0.0,0.5652173913043478,23,0,23
201935,2013,2013-14,0.45560165975103734,0.36645962732919257,0.5152354570637119,1205,483,722
201936,2013,2013-14,0.4358974358974359,0.22105263157894736,0.4613466334164589,897,95,802
201937,2013,2013-14,0.3805970149253731,0.3308270676691729,0.3929236499068901,670,133,537
201939,2013,2013-14,0.47143890093998553,0.424390243902439,0.5091145833333334,1383,615,768
201941,2013,2013-14,0.5489443378119002,0.0,0.55,521,1,520
201942,2013,2013-14,0.4292821606254442,0.3047619047619048,0.45112781954887216,1407,210,1197
201943,2013,2013-14,0.3726872246696035,0.33698030634573306,0.3967551622418879,1135,457,678
201945,2013,2013-14,0.43333333333333335,0.34782608695652173,0.44539877300613495,930,115,815
201946,2013,2013-14,0.4744897959183674,0.0,0.4793814432989691,196,2,194
201947,2013,2013-14,0.3716475095785441,0.3360655737704918,0.4028776978417266,261,122,139
201948,2013,2013-14,0.35294117647058826,0.32432432432432434,0.3870967741935484,68,37,31
201949,2013,2013-14,0.4642857142857143,0.25287356321839083,0.5475113122171946,308,87,221
201950,2013,2013-14,0.44713656387665196,0.38961038961038963,0.4588859416445623,454,77,377
201951,2013,2013-14,0.4305210918114144,0.3564356435643564,0.4552980132450331,806,202,604
201952,2013,2013-14,0.43846153846153846,0.3288888888888889,0.4687116564417178,1040,225,815
201953,2013,2013-14,0.31683168316831684,0.32432432432432434,0.3125,101,37,64
201954,2013,2013-14,0.4668587896253602,0.37566137566137564,0.500990099009901,694,189,505
201956,2013,2013-14,0.4219512195121951,0.3465909090909091,0.47863247863247865,410,176,234
201957,2013,2013-14,0.44242424242424244,0.3707865168539326,0.5263157894736842,165,89,76
201959,2013,2013-14,0.47879464285714285,0.0,0.48256467941507314,896,7,889
201960,2013,2013-14,0.470404984423676,0.3619402985074627,0.5481283422459893,642,268,374
201961,2013,2013-14,0.4365079365079365,0.423728813559322,0.44776119402985076,126,59,67
201962,2013,2013-14,0.38421052631578945,0.30392156862745096,0.4772727272727273,190,102,88
201964,2013,2013-14,0.40476190476190477,0.16666666666666666,0.5833333333333334,42,18,24
201965,2013,2013-14,0.5804597701149425,0.0,0.5804597701149425,174,0,174
201967,2013,2013-14,0.4636542239685658,0.0,0.46825396825396826,509,5,504
201971,2013,2013-14,0.5343511450381679,0.0,0.5370843989769821,393,2,391
201973,2013,2013-14,0.47115384615384615,0.4189189189189189,0.5,208,74,134
201975,2013,2013-14,0.46300448430493274,0.400990099009901,0.514344262295082,892,404,488
201976,2013,2013-14,0.41372141372141374,0.3607843137254902,0.47345132743362833,481,255,226
201977,2013,2013-14,0.39436619718309857,0.3449367088607595,0.44272445820433437,639,316,323
201978,2013,2013-14,0.3937007874015748,0.35,0.43283582089552236,254,120,134
201979,2013,2013-14,0.4565916398713826,0.3114754098360656,0.492,311,61,250
201980,2013,2013-14,0.4316831683168317,0.41509433962264153,0.45989304812834225,505,318,187
201985,2013,2013-14,0.41304347826086957,0.2727272727272727,0.5416666666666666,46,22,24
201986,2013,2013-14,0.41830065359477125,0.33962264150943394,0.46,153,53,100
201988,2013,2013-14,0.46396396396396394,0.42452830188679247,0.5,666,318,348
202066,2013,2013-14,0.3617021276595745,0.20689655172413793,0.4017857142857143,141,29,112
202083,2013,2013-14,0.44103072348860256,0.3933463796477495,0.4899598393574297,1009,511,498
202087,2013,2013-14,0.4152542372881356,0.3275862068965517,0.4438202247191011,236,58,178
202091,2013,2013-14,0.3548387096774194,0.2903225806451613,0.41935483870967744,62,31,31
202130,2013,2013-14,0.5555555555555556,0.3333333333333333,0.6666666666666666,9,3,6
202197,2013,2013-14,0.3333333333333333,0.0,0.3333333333333333,3,0,3
202322,2013,2013-14,0.4330590875093493,0.35064935064935066,0.4577259475218659,1337,308,1029
202323,2013,2013-14,0.4250734573947111,0.32051282051282054,0.4439306358381503,1021,156,865
202324,2013,2013-14,0.5220883534136547,0.0,0.5227882037533512,747,1,746
202325,2013,2013-14,0.4254992319508449,0.36900369003690037,0.46578947368421053,651,271,380
202326,2013,2013-14,0.49622166246851385,0.0,0.49915540540540543,1191,7,1184
202327,2013,2013-14,0.3986013986013986,0.0,0.3986013986013986,143,0,143
202328,2013,2013-14,0.496551724137931,0.0,0.4970414201183432,1015,1,1014
202329,2013,2013-14,0.47368421052631576,0.2708333333333333,0.49551569506726456,494,48,446
202330,2013,2013-14,0.4127906976744186,0.30357142857142855,0.45345744680851063,1032,280,752
202331,2013,2013-14,0.4236417033773862,0.364,0.4582366589327146,1362,500,862
202332,2013,2013-14,0.5409836065573771,0.0,0.5409836065573771,61,0,61
202333,2013,2013-14,0.41739130434782606,0.345679012345679,0.4393939393939394,345,81,264
202334,2013,2013-14,0.5344827586206896,0.0,0.5344827586206896,290,0,290
202335,2013,2013-14,0.4601226993865031,0.36423841059602646,0.5029585798816568,489,151,338
202336,2013,2013-14,0.4691358024691358,0.0,0.4720496894409938,162,1,161
202337,2013,2013-14,0.38961038961038963,0.37894736842105264,0.4067796610169492,154,95,59
202338,2013,2013-14,0.5045454545454545,0.0,0.5045454545454545,220,0,220
202339,2013,2013-14,0.4766187050359712,0.35714285714285715,0.5168269230769231,556,140,416
202340,2013,2013-14,0.43757575757575756,0.395,0.4512,825,200,625
202341,2013,2013-14,0.4309623430962343,0.32763532763532766,0.5300546448087432,717,351,366
202343,2013,2013-14,0.41543026706231456,0.296,0.4858490566037736,337,125,212
202344,2013,2013-14,0.5508684863523573,0.0,0.5536159600997507,403,2,401
202345,2013,2013-14,0.2222222222222222,0.0,0.2857142857142857,9,2,7
202347,2013,2013-14,0.3924050632911392,0.3235294117647059,0.4444444444444444,79,34,45
202348,2013,2013-14,0.4149746192893401,0.3157894736842105,0.4711729622266402,788,285,503
202349,2013,2013-14,0.4209726443768997,0.3771626297577855,0.45528455284552843,658,289,369
202350,2013,2013-14,0.44680851063829785,0.0,0.44680851063829785,47,0,47
202354,2013,2013-14,0.0,0.0,0.0,1,0,1
202361,2013,2013-14,0.40298507462686567,0.0,0.43548387096774194,67,5,62
202362,2013,2013-14,0.4908045977011494,0.3524590163934426,0.5447284345047924,870,244,626
202363,2013,2013-14,0.6,0.0,0.6,60,0,60
202379,2013,2013-14,0.5271084337349398,0.0,0.5303030303030303,332,2,330
202380,2013,2013-14,0.3333333333333333,0.0,0.3333333333333333,9,0,9
202388,2013,2013-14,0.37606837606837606,0.23809523809523808,0.4533333333333333,117,42,75
202389,2013,2013-14,0.5229357798165137,0.16666666666666666,0.5393474088291746,545,24,521
202390,2013,2013-14,0.40976645435244163,0.37777777777777777,0.42955326460481097,471,180,291
202391,2013,2013-14,0.44561933534743203,0.35807860262008734,0.49191685912240185,662,229,433
202397,2013,2013-14,0.4234875444839858,0.043478260869565216,0.4573643410852713,281,23,258
202399,2013,2013-14,0.52,0.0,0.52,275,0,275
202412,2013,2013-14,0.4,0.35,0.42,70,20,50
202498,2013,2013-14,0.2222222222222222,0.0,0.2222222222222222,9,0,9
202620,2013,2013-14,0.2,0.0,0.2,5,0,5
202681,2013,2013-14,0.43007275666936134,0.35755813953488375,0.458006718924972,1237,344,893
202682,2013,2013-14,0.42738589211618255,0.26262626262626265,0.4699738903394256,482,99,383
202683,2013,2013-14,0.4912075029308324,0.0,0.49178403755868544,853,1,852
202684,2013,2013-14,0.47700394218134035,0.0,0.4776315789473684,761,1,760
202685,2013,2013-14,0.5310650887573964,0.0,0.5318518518518518,676,1,675
202686,2013,2013-14,0.5144508670520231,0.0,0.5144508670520231,173,0,173
202687,2013,2013-14,0.6111111111111112,0.0,0.6111111111111112,144,0,144
202688,2013,2013-14,0.42216117216117216,0.3254437869822485,0.46551724137931033,1092,338,754
202689,2013,2013-14,0.39282589676290464,0.3333333333333333,0.4166666666666667,1143,327,816
202690,2013,2013-14,0.4713656387665198,0.47619047619047616,0.46853146853146854,227,84,143
202691,2013,2013-14,0.44400317712470216,0.41682242990654206,0.46408839779005523,1259,535,724
202692,2013,2013-14,0.457280385078219,0.34965034965034963,0.4796511627906977,831,143,688
202693,2013,2013-14,0.4863905325443787,0.3148148148148148,0.5115332428765265,845,108,737
202694,2013,2013-14,0.4423963133640553,0.38076923076923075,0.4833759590792839,651,260,391
202695,2013,2013-14,0.5224806201550387,0.3791208791208791,0.5788336933045356,645,182,463
202696,2013,2013-14,0.507183908045977,0.0,0.507183908045977,696,0,696
202697,2013,2013-14,0.378099173553719,0.3333333333333333,0.41796875,484,228,256
202698,2013,2013-14,0.373134328358209,0.3684210526315789,0.375,67,19,48
202699,2013,2013-14,0.46368715083798884,0.25396825396825395,0.5084745762711864,716,126,590
202700,2013,2013-14,0.44256756756756754,0.25,0.5188679245283019,296,84,212
202702,2013,2013-14,0.5451219512195122,0.0,0.5471236230110159,820,3,817
202704,2013,2013-14,0.43995633187772926,0.33877551020408164,0.47690014903129657,916,245,671
202705,2013,2013-14,0.456,0.52,0.44,125,25,100
202706,2013,2013-14,0.39095744680851063,0.35353535353535354,0.43258426966292135,376,198,178
202708,2013,2013-14,0.414,0.3448275862068966,0.450920245398773,500,174,326
202709,2013,2013-14,0.47547169811320755,0.3157894736842105,0.5022026431718062,265,38,227
202710,2013,2013-14,0.3968253968253968,0.2833333333333333,0.45695364238410596,693,240,453
202713,2013,2013-14,0.446843853820598,0.3821138211382114,0.49157303370786515,602,246,356
