actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,actionId,gameId,ABS_TIME,SHOT_CLOCK_APPROX,SHOT_CLOCK_SOURCE,shotValue,contest_score,contest_label,contest_reasons
47,PT06M21.00S,1,1610612744,GSW,201939,Curry,S. Curry,0,254,25,Missed,1,0.0,0.0,0,h,MISS Curry 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,45,21400038,339,13.0,keep_clock(16),3,3,likely_contested,"subType: contested-like, text: pressure-move"
50,PT06M03.00S,1,1610612744,GSW,201939,Curry,S. Curry,62,37,7,Missed,1,0.0,0.0,0,h,MISS Curry 7' Jump Shot,Missed Shot,Jump Shot,1,49,21400038,357,19.0,turnover(24),2,-1,likely_open,subType: open-like
62,PT05M02.00S,1,1610612744,GSW,201939,Curry,S. Curry,-123,230,26,Made,1,16.0,16.0,32,h,Curry 26' 3PT Jump Shot (5 PTS) (Barbosa 1 AST),Made Shot,Jump Shot,1,61,21400038,418,4.0,def_violation_14(14),3,0,likely_open,"subType: open-like, clock: late (<=5s)"
77,PT03M46.00S,1,1610612744,GSW,201939,Curry,S. Curry,-153,108,19,Made,1,20.0,22.0,42,h,Curry 19' Turnaround Bank Shot (9 PTS) (Barbosa 2 AST),Made Shot,Turnaround Bank shot,1,74,21400038,494,10.0,made_fg(24),2,2,likely_contested,subType: contested-like
79,PT03M19.00S,1,1610612744,GSW,201939,Curry,S. Curry,-37,108,11,Made,1,22.0,22.0,44,h,Curry 11' Floating Jump Shot (11 PTS),Made Shot,Floating Jump shot,1,77,21400038,521,16.0,turnover(24),2,3,likely_contested,"subType: contested-like, distance: mid-range"
88,PT02M11.00S,1,1610612744,GSW,201939,Curry,S. Curry,-123,230,26,Made,1,27.0,26.0,53,h,Curry 26' 3PT Jump Shot (14 PTS) (Barbosa 3 AST),Made Shot,Jump Shot,1,87,21400038,589,19.0,made_fg(24),3,-1,likely_open,subType: open-like
94,PT00M48.80S,1,1610612744,GSW,201939,Curry,S. Curry,-76,257,27,Missed,1,0.0,0.0,0,h,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,93,21400038,672,6.0,made_fg(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
212,PT04M12.00S,2,1610612744,GSW,201939,Curry,S. Curry,48,45,7,Made,1,51.0,45.0,96,h,Curry 7' Turnaround Bank Shot (19 PTS) (Barnes 2 AST),Made Shot,Turnaround Bank shot,1,197,21400038,1188,6.0,def_reb(24),2,2,likely_contested,subType: contested-like
253,PT01M03.00S,2,1610612744,GSW,201939,Curry,S. Curry,140,26,14,Missed,1,0.0,0.0,0,h,MISS Curry 14' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,1,234,21400038,1377,,stale_reset(24),2,1,borderline,distance: mid-range
290,PT11M29.00S,3,1610612744,GSW,201939,Curry,S. Curry,177,173,25,Missed,1,0.0,0.0,0,h,MISS Curry 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,263,21400038,1471,7.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
321,PT07M46.00S,3,1610612744,GSW,201939,Curry,S. Curry,18,22,3,Missed,1,0.0,0.0,0,h,MISS Curry 3' Layup,Missed Shot,Layup Shot,1,293,21400038,1694,14.0,def_reb(24),2,1,borderline,distance: at-rim/very close
330,PT06M36.00S,3,1610612744,GSW,201939,Curry,S. Curry,15,9,2,Made,1,74.0,67.0,141,h,Curry 2' Driving Reverse Layup (22 PTS),Made Shot,Driving Reverse Layup Shot,1,302,21400038,1764,16.0,off_foul(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
341,PT05M08.00S,3,1610612744,GSW,201939,Curry,S. Curry,159,224,27,Made,1,79.0,73.0,152,h,Curry 27' 3PT Step Back Jump Shot (25 PTS),Made Shot,Step Back Jump shot,1,311,21400038,1852,,stale_reset(24),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
371,PT03M27.00S,3,1610612744,GSW,201939,Curry,S. Curry,91,252,27,Missed,1,0.0,0.0,0,h,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,335,21400038,1953,13.0,made_fg(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
453,PT07M02.00S,4,1610612744,GSW,201939,Curry,S. Curry,0,37,4,Made,1,103.0,94.0,197,h,Curry 4' Floating Jump Shot (27 PTS),Made Shot,Floating Jump shot,1,409,21400038,2458,14.0,def_reb(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
459,PT06M28.00S,4,1610612744,GSW,201939,Curry,S. Curry,144,228,27,Missed,1,0.0,0.0,0,h,MISS Curry 27' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,416,21400038,2492,19.0,turnover(24),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
522,PT02M15.00S,4,1610612744,GSW,201939,Curry,S. Curry,121,14,12,Made,1,117.0,100.0,217,h,Curry 12' Turnaround Fadeaway (31 PTS),Made Shot,Turnaround Fadeaway shot,1,468,21400038,2745,15.0,def_reb(24),2,4,likely_contested,"subType: contested-like, text: pressure-move, distance: mid-range"
8,PT10M56.00S,1,1610612744,GSW,201939,Curry,S. Curry,157,93,18,Missed,1,0.0,0.0,0,v,MISS Curry 18' Jump Bank Shot,Missed Shot,Jump Bank Shot,1,10,21400042,64,1.0,made_fg(24),2,3,likely_contested,"subType: contested-like, clock: late (<=5s)"
38,PT09M23.00S,1,1610612744,GSW,201939,Curry,S. Curry,-51,242,25,Made,1,3.0,5.0,8,v,Curry 25' 3PT Pullup Jump Shot (3 PTS),Made Shot,Pullup Jump shot,1,38,21400042,157,13.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
47,PT08M11.00S,1,1610612744,GSW,201939,Curry,S. Curry,-15,3,2,Made,1,7.0,9.0,16,v,Curry 2' Reverse Layup (5 PTS) (Bogut 1 AST),Made Shot,Reverse Layup Shot,1,46,21400042,229,12.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
50,PT07M44.00S,1,1610612744,GSW,201939,Curry,S. Curry,21,148,15,Made,1,7.0,11.0,18,v,Curry 15' Pullup Jump Shot (7 PTS),Made Shot,Pullup Jump shot,1,50,21400042,256,16.0,def_reb(24),2,4,likely_contested,"subType: contested-like, text: pressure-move, distance: mid-range"
75,PT05M53.00S,1,1610612744,GSW,201939,Curry,S. Curry,124,235,27,Missed,1,0.0,0.0,0,v,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,74,21400042,367,18.0,def_reb(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
94,PT04M10.00S,1,1610612744,GSW,201939,Curry,S. Curry,-103,173,20,Missed,1,0.0,0.0,0,v,MISS Curry 20' Jump Shot,Missed Shot,Jump Shot,1,91,21400042,470,9.0,final_ft(24),2,-1,likely_open,subType: open-like
214,PT04M57.00S,2,1610612744,GSW,201939,Curry,S. Curry,-16,211,21,Made,1,37.0,42.0,79,v,Curry 21' Pullup Jump Shot (10 PTS),Made Shot,Pullup Jump shot,1,209,21400042,1143,15.0,def_reb(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
216,PT04M20.00S,2,1610612744,GSW,201939,Curry,S. Curry,-82,179,20,Missed,1,0.0,0.0,0,v,MISS Curry 20' Jump Shot,Missed Shot,Jump Shot,1,211,21400042,1180,6.0,made_fg(24),2,-1,likely_open,subType: open-like
240,PT02M47.00S,2,1610612744,GSW,201939,Curry,S. Curry,-15,-2,2,Missed,1,0.0,0.0,0,v,MISS Curry 2' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,231,21400042,1273,17.0,def_reb(24),2,1,borderline,distance: at-rim/very close
280,PT00M20.90S,2,1610612744,GSW,201939,Curry,S. Curry,-194,41,20,Missed,1,0.0,0.0,0,v,MISS Curry 20' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,266,21400042,1420,10.0,final_ft(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
292,PT10M53.00S,3,1610612744,GSW,201939,Curry,S. Curry,9,0,1,Missed,1,0.0,0.0,0,v,MISS Curry 1' Driving Layup,Missed Shot,Driving Layup Shot,1,278,21400042,1507,17.0,turnover(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
298,PT10M12.00S,3,1610612744,GSW,201939,Curry,S. Curry,-142,121,19,Made,1,52.0,57.0,109,v,Curry 19' Running Jump Shot (13 PTS),Made Shot,Running Jump Shot,1,284,21400042,1548,13.0,made_fg(24),2,-1,likely_open,subType: open-like
313,PT08M24.00S,3,1610612744,GSW,201939,Curry,S. Curry,-109,220,25,Missed,1,0.0,0.0,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,300,21400042,1656,11.0,off_foul(24),3,-1,likely_open,subType: open-like
331,PT06M58.00S,3,1610612744,GSW,201939,Curry,S. Curry,83,192,21,Made,1,56.0,63.0,119,v,Curry 21' Pullup Jump Shot (17 PTS),Made Shot,Pullup Jump shot,1,315,21400042,1742,10.0,def_reb(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
353,PT04M49.00S,3,1610612744,GSW,201939,Curry,S. Curry,-109,219,24,Missed,1,0.0,0.0,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,335,21400042,1871,11.0,off_reb(14),3,-1,likely_open,subType: open-like
357,PT04M19.00S,3,1610612744,GSW,201939,Curry,S. Curry,-232,6,0,Missed,1,0.0,0.0,0,v,MISS Curry  3PT Jump Shot,Missed Shot,Jump Shot,1,339,21400042,1901,13.0,def_reb(24),3,-1,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot"
464,PT03M53.00S,4,1610612744,GSW,201939,Curry,S. Curry,48,1,5,Missed,1,0.0,0.0,0,v,MISS Curry 5' Running Jump Shot,Missed Shot,Running Jump Shot,1,443,21400042,2647,8.0,made_fg(24),2,0,likely_open,"subType: open-like, distance: at-rim/very close"
478,PT02M16.00S,4,1610612744,GSW,201939,Curry,S. Curry,190,83,21,Missed,1,0.0,0.0,0,v,MISS Curry 21' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,1,456,21400042,2744,15.0,made_fg(24),2,0,likely_open,
13,PT10M28.00S,1,1610612744,GSW,201939,Curry,S. Curry,59,241,25,Missed,1,0.0,0.0,0,h,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,13,21400068,92,6.0,final_ft(24),3,-1,likely_open,subType: open-like
34,PT07M43.00S,1,1610612744,GSW,201939,Curry,S. Curry,-19,33,4,Missed,1,0.0,0.0,0,h,MISS Curry 4' Jump Shot,Missed Shot,Jump Shot,1,40,21400068,257,17.0,def_reb(24),2,0,likely_open,"subType: open-like, distance: at-rim/very close"
51,PT06M19.00S,1,1610612744,GSW,201939,Curry,S. Curry,-199,148,25,Made,1,10.0,9.0,19,h,Curry 25' 3PT Jump Shot (3 PTS) (Bogut 2 AST),Made Shot,Jump Shot,1,55,21400068,341,13.0,def_reb(24),3,-1,likely_open,subType: open-like
53,PT06M11.00S,1,1610612744,GSW,201939,Curry,S. Curry,18,12,2,Made,1,12.0,9.0,21,h,Curry 2' Layup (5 PTS),Made Shot,Layup Shot,1,58,21400068,349,20.0,turnover(24),2,1,borderline,distance: at-rim/very close
64,PT04M26.00S,1,1610612744,GSW,201939,Curry,S. Curry,-2,4,0,Made,1,19.0,11.0,30,h,Curry  Layup (7 PTS),Made Shot,Layup Shot,1,67,21400068,454,18.0,def_reb(24),2,1,borderline,distance: at-rim/very close
67,PT03M50.00S,1,1610612744,GSW,201939,Curry,S. Curry,13,67,7,Missed,1,0.0,0.0,0,h,MISS Curry 7' Floating Jump Shot,Missed Shot,Floating Jump shot,1,70,21400068,490,14.0,def_reb(24),2,2,likely_contested,subType: contested-like
154,PT06M18.00S,2,1610612744,GSW,201939,Curry,S. Curry,-95,151,18,Made,1,43.0,29.0,72,h,Curry 18' Jump Shot (9 PTS),Made Shot,Jump Shot,1,156,21400068,1062,16.0,def_reb(24),2,-1,likely_open,subType: open-like
180,PT03M30.00S,2,1610612744,GSW,201939,Curry,S. Curry,166,203,26,Made,1,55.0,33.0,88,h,Curry 26' 3PT Step Back Jump Shot (12 PTS),Made Shot,Step Back Jump shot,1,178,21400068,1230,12.0,made_fg(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
183,PT03M11.00S,2,1610612744,GSW,201939,Curry,S. Curry,31,258,26,Missed,1,0.0,0.0,0,h,MISS Curry 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,181,21400068,1249,14.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
203,PT00M22.30S,2,1610612744,GSW,201939,Curry,S. Curry,-231,74,24,Made,1,65.0,40.0,105,h,Curry 24' 3PT Pullup Jump Shot (15 PTS) (Green 4 AST),Made Shot,Pullup Jump shot,1,200,21400068,1418,0.0,made_fg(24),3,4,likely_contested,"subType: contested-like, text: pressure-move, clock: late (<=5s)"
212,PT11M13.00S,3,1610612744,GSW,201939,Curry,S. Curry,226,9,0,Missed,1,0.0,0.0,0,h,MISS Curry  3PT Jump Shot,Missed Shot,Jump Shot,1,208,21400068,1487,,stale_reset(14),3,-1,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot"
355,PT10M54.00S,4,1610612744,GSW,201939,Curry,S. Curry,-101,146,18,Missed,1,0.0,0.0,0,h,MISS Curry 18' Jump Shot,Missed Shot,Jump Shot,1,326,21400068,2226,9.0,made_fg(24),2,-1,likely_open,subType: open-like
359,PT10M38.00S,4,1610612744,GSW,201939,Curry,S. Curry,37,28,5,Missed,1,0.0,0.0,0,h,MISS Curry 5' Layup,Missed Shot,Layup Shot,1,330,21400068,2242,18.0,def_reb(24),2,1,borderline,distance: at-rim/very close
367,PT09M59.00S,4,1610612744,GSW,201939,Curry,S. Curry,-4,34,3,Missed,1,0.0,0.0,0,h,MISS Curry 3' Driving Jump Shot,Missed Shot,Driving Jump shot,1,337,21400068,2281,14.0,made_fg(24),2,1,borderline,distance: at-rim/very close
393,PT08M16.00S,4,1610612744,GSW,201939,Curry,S. Curry,176,34,18,Made,1,108.0,86.0,194,h,Curry 18' Step Back Jump Shot (22 PTS) (Livingston 5 AST),Made Shot,Step Back Jump shot,1,358,21400068,2384,8.0,made_fg(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
395,PT07M38.00S,4,1610612744,GSW,201939,Curry,S. Curry,192,197,28,Missed,1,0.0,0.0,0,h,MISS Curry 28' 3PT Jump Shot,Missed Shot,Jump Shot,1,360,21400068,2422,6.0,made_fg(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
441,PT03M41.00S,4,1610612744,GSW,201939,Curry,S. Curry,165,220,28,Made,1,111.0,95.0,206,h,Curry 28' 3PT Step Back Jump Shot (25 PTS) (Green 5 AST),Made Shot,Step Back Jump shot,1,403,21400068,2659,8.0,final_ft(24),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
447,PT03M20.00S,4,1610612744,GSW,201939,Curry,S. Curry,122,104,16,Made,1,113.0,96.0,209,h,Curry 16' Floating Jump Shot (27 PTS),Made Shot,Floating Jump shot,1,408,21400068,2680,13.0,final_ft(24),2,3,likely_contested,"subType: contested-like, distance: mid-range"
32,PT08M09.00S,1,1610612744,GSW,201939,Curry,S. Curry,-10,6,1,Made,1,2.0,6.0,8,v,Curry 1' Reverse Layup (2 PTS) (Bogut 1 AST),Made Shot,Reverse Layup Shot,1,29,21400087,231,4.0,turnover(24),2,4,likely_contested,"subType: contested-like, distance: at-rim/very close, clock: late (<=5s)"
35,PT07M49.00S,1,1610612744,GSW,201939,Curry,S. Curry,20,-2,2,Made,1,2.0,8.0,10,v,Curry 2' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,1,31,21400087,251,15.0,turnover(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
46,PT07M08.00S,1,1610612744,GSW,201939,Curry,S. Curry,-8,255,26,Made,1,6.0,11.0,17,v,Curry 26' 3PT Pullup Jump Shot (7 PTS),Made Shot,Pullup Jump shot,1,40,21400087,292,12.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
49,PT06M40.00S,1,1610612744,GSW,201939,Curry,S. Curry,-127,53,14,Missed,1,0.0,0.0,0,v,MISS Curry 14' Turnaround Bank Shot,Missed Shot,Turnaround Bank shot,1,42,21400087,320,7.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: mid-range"
91,PT02M20.00S,1,1610612744,GSW,201939,Curry,S. Curry,146,170,22,Made,1,20.0,20.0,40,v,Curry 22' Jump Shot (9 PTS),Made Shot,Jump Shot,1,84,21400087,580,11.0,made_fg(24),2,-1,likely_open,subType: open-like
210,PT06M39.00S,2,1610612744,GSW,201939,Curry,S. Curry,-2,-10,1,Made,1,37.0,37.0,74,v,Curry 1' Driving Layup (11 PTS),Made Shot,Driving Layup Shot,1,180,21400087,1041,15.0,turnover(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
225,PT05M39.00S,2,1610612744,GSW,201939,Curry,S. Curry,105,246,27,Missed,1,0.0,0.0,0,v,MISS Curry 27' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,193,21400087,1101,13.0,made_fg(24),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
243,PT04M06.00S,2,1610612744,GSW,201939,Curry,S. Curry,6,6,1,Missed,1,0.0,0.0,0,v,MISS Curry 1' Driving Layup,Missed Shot,Driving Layup Shot,1,208,21400087,1194,17.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
274,PT01M56.00S,2,1610612744,GSW,201939,Curry,S. Curry,10,195,20,Missed,1,0.0,0.0,0,v,MISS Curry 20' Jump Shot,Missed Shot,Jump Shot,1,237,21400087,1324,10.0,def_reb(24),2,-1,likely_open,subType: open-like
328,PT10M02.00S,3,1610612744,GSW,201939,Curry,S. Curry,-155,189,24,Made,1,58.0,54.0,112,v,Curry 24' 3PT Jump Shot (14 PTS) (Green 2 AST),Made Shot,Jump Shot,1,283,21400087,1558,5.0,made_fg(24),3,0,likely_open,"subType: open-like, clock: late (<=5s)"
342,PT08M35.00S,3,1610612744,GSW,201939,Curry,S. Curry,-131,205,24,Missed,1,0.0,0.0,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,297,21400087,1645,9.0,def_foul_14(14),3,-1,likely_open,subType: open-like
361,PT07M13.00S,3,1610612744,GSW,201939,Curry,S. Curry,226,42,0,Made,1,60.0,61.0,121,v,Curry  3PT Jump Shot (17 PTS) (Thompson 3 AST),Made Shot,Jump Shot,1,317,21400087,1727,17.0,def_reb(24),3,-1,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot"
369,PT06M22.00S,3,1610612744,GSW,201939,Curry,S. Curry,122,211,24,Made,1,60.0,66.0,126,v,Curry 24' 3PT Jump Shot (20 PTS),Made Shot,Jump Shot,1,326,21400087,1778,21.0,turnover(24),3,-1,likely_open,subType: open-like
378,PT05M29.00S,3,1610612744,GSW,201939,Curry,S. Curry,100,225,25,Missed,1,0.0,0.0,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,334,21400087,1831,19.0,def_reb(24),3,-1,likely_open,subType: open-like
511,PT06M17.00S,4,1610612744,GSW,201939,Curry,S. Curry,-87,58,10,Made,1,82.0,84.0,166,v,Curry 10' Pullup Bank Shot (24 PTS),Made Shot,Pullup Bank shot,1,456,21400087,2503,18.0,turnover(24),2,2,likely_contested,"text: pressure-move, distance: mid-range"
530,PT04M56.00S,4,1610612744,GSW,201939,Curry,S. Curry,-2,3,0,Made,1,82.0,88.0,170,v,Curry  Reverse Layup (26 PTS),Made Shot,Reverse Layup Shot,1,472,21400087,2584,19.0,turnover(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
563,PT02M18.00S,4,1610612744,GSW,201939,Curry,S. Curry,236,91,25,Made,1,82.0,91.0,173,v,Curry 25' 3PT Jump Shot (29 PTS) (Iguodala 3 AST),Made Shot,Jump Shot,1,499,21400087,2742,13.0,def_reb(24),3,-1,likely_open,subType: open-like
567,PT01M29.00S,4,1610612744,GSW,201939,Curry,S. Curry,6,30,3,Made,1,84.0,93.0,177,v,Curry 3' Driving Finger Roll Layup (31 PTS),Made Shot,Driving Finger Roll Layup Shot,1,503,21400087,2791,,stale_reset(14),2,1,borderline,distance: at-rim/very close
573,PT01M02.00S,4,1610612744,GSW,201939,Curry,S. Curry,0,252,25,Made,1,84.0,96.0,180,v,Curry 25' 3PT Step Back Jump Shot (34 PTS),Made Shot,Step Back Jump shot,1,508,21400087,2818,5.0,turnover(24),3,4,likely_contested,"subType: contested-like, text: pressure-move, clock: late (<=5s)"
22,PT09M27.00S,1,1610612744,GSW,201939,Curry,S. Curry,21,272,27,Made,1,6.0,6.0,12,v,Curry 27' 3PT Jump Shot (3 PTS) (Bogut 1 AST),Made Shot,Jump Shot,1,19,21400095,153,8.0,made_fg(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
25,PT09M08.00S,1,1610612744,GSW,201939,Curry,S. Curry,29,15,3,Made,1,6.0,8.0,14,v,Curry 3' Driving Finger Roll Layup (5 PTS),Made Shot,Driving Finger Roll Layup Shot,1,22,21400095,172,15.0,def_reb(24),2,1,borderline,distance: at-rim/very close
