player_name,exp_points,actual_points,shots,luck
James Michael McAdoo,90.12941790197688,91,84,0.8705820980231209
James Young,35.28315433256813,28,35,-7.283154332568131
Jared Cunningham,74.20068966973025,52,67,-22.200689669730252
Jared Dudley,263.9247448771529,295,266,31.075255122847125
Jared Sullinger,528.5786033556788,518,612,-10.578603355678752
Jarell Eddie,37.62312877922906,44,40,6.376871220770937
Jarell Martin,109.46633047178098,104,113,-5.466330471780978
Jarnell Stokes,4.400954022141349,4,4,-0.4009540221413488
Jarrett Jack,326.09537674941186,311,358,-15.095376749411855
Jason Smith,335.428305047986,416,431,80.57169495201401
Jason Terry,345.2631751892776,334,333,-11.263175189277604
Jason Thompson,67.39902050824315,71,71,3.6009794917568456
Jeff Ayres,11.687257601075869,16,12,4.312742398924131
Jeff Green,448.7936793337142,403,438,-45.79367933371418
Jeff Teague,726.1259094423052,679,691,-47.125909442305215
Jeff Withey,128.08819397309816,130,119,1.9118060269018429
Jerami Grant,362.2806820947208,323,329,-39.28068209472082
Jeremy Evans,41.886805347920145,44,32,2.113194652079855
Jeremy Lamb,490.94782806808644,510,498,19.052171931913563
Jeremy Lin,682.6313717989087,658,706,-24.63137179890873
Jerian Grant,233.31293075079327,224,233,-9.31293075079327
Jerryd Bayless,279.12578148535204,310,278,30.874218514647964
Jimmer Fredette,1.0078390677296685,0,1,-1.0078390677296685
Jimmy Butler,585.6331338794226,597,581,11.366866120577356
Joakim Noah,66.9607646695224,46,65,-20.960764669522405
Jodie Meeks,19.28729002571071,18,20,-1.2872900257107105
Joe Harris,1.0891808627360637,0,1,-1.0891808627360637
Joe Ingles,285.29186623374903,318,276,32.70813376625097
Joe Johnson,757.3256875356936,829,822,71.67431246430635
Joe Young,103.64247758288674,83,116,-20.64247758288674
Joel Anthony,6.742951895241514,8,7,1.2570481047584856
Joffrey Lauvergne,379.4833012311857,380,354,0.5166987688143081
John Henson,199.10779352972042,202,175,2.892206470279575
John Jenkins,154.08759783702132,158,160,3.9124021629786796
John Wall,866.3374507050909,733,965,-133.33745070509087
Johnny OBryant,132.93238814255017,115,155,-17.932388142550167
Jon Leuer,480.09833775211337,490,466,9.901662247886634
Jonas Jerebko,296.9951279780296,275,282,-21.995127978029586
Jonas Valanciunas,339.2365217516938,386,331,46.76347824830623
Jonathon Simmons,195.6893386929325,183,176,-12.689338692932495
Jordan Adams,1.3464996036453925,2,1,0.6535003963546075
Jordan Clarkson,596.1903090573772,605,598,8.809690942622751
Jordan Farmar,50.095151520779325,33,48,-17.095151520779325
Jordan Hamilton,54.64030086283352,49,57,-5.64030086283352
Jordan Hill,272.1781365958919,298,296,25.821863404108115
Jordan McRae,74.91640307956048,73,74,-1.9164030795604816
Jordan Mickey,21.891701311697183,16,20,-5.891701311697183
Jorge Gutierrez,8.432277931502885,10,8,1.5677220684971154
Jose Calderon,191.36314231687663,232,206,40.63685768312337
Jose Juan Barea,454.8670374286967,474,456,19.132962571303324
Josh Huestis,5.5899948000108,8,6,2.4100051999892003
Josh McRoberts,150.82088925053642,122,148,-28.820889250536425
Josh Richardson,220.16077106621884,238,216,17.839228933781158
Josh Smith,290.32294785473795,255,293,-35.32294785473795
Jrue Holiday,522.1709960631337,526,540,3.829003936866343
Julius Randle,557.8644544154134,526,608,-31.864454415413434
Justin Anderson,96.12123939149917,67,90,-29.121239391499174
Justin Harper,1.9189013720790946,0,2,-1.9189013720790946
Justin Holiday,134.60432195824654,109,127,-25.604321958246544
Justise Winslow,334.42108165327534,288,341,-46.42108165327534
Jusuf Nurkic,160.3615706063851,146,170,-14.3615706063851
KJ McDaniels,80.99872530549408,65,72,-15.998725305494077
KarlAnthony Towns,815.4448005443229,951,874,135.5551994556771
Kawhi Leonard,1054.947263646662,1190,1044,135.0527363533381
Keith Appling,1.3774339856038427,2,1,0.6225660143961573
Kelly Olynyk,443.5044998436318,449,443,5.495500156368223
Kelly Oubre,178.51289465597338,159,173,-19.512894655973383
Kemba Walker,868.2043545302495,895,942,26.795645469750525
Kendall Marshall,100.36449435791344,96,110,-4.364494357913443
Kendrick Perkins,39.34191227180733,60,51,20.65808772819267
Kenneth Faried,343.5959360660948,335,293,-8.595936066094794
Kent Bazemore,482.88696149732027,410,411,-72.88696149732027
Kentavious CaldwellPope,477.9788358867516,481,484,3.0211641132484033
Kevin Durant,765.733892266687,817,730,51.26610773331299
Kevin Garnett,48.909181811363304,66,58,17.090818188636696
Kevin Love,956.6965848773232,942,943,-14.696584877323176
Kevin Martin,385.7488531909552,349,407,-36.748853190955174
Kevin Seraphin,120.12477400479334,126,146,5.875225995206662
Kevon Looney,7.210918535899389,9,7,1.7890814641006108
Khris Middleton,1065.0198631634457,1144,1128,78.98013683655427
Kirk Hinrich,65.3624119760078,55,65,-10.362411976007806
Klay Thompson,1000.5847972472195,976,997,-24.584797247219512
Kobe Bryant,513.941025484189,447,559,-66.94102548418903
Kosta Koufos,415.9006955346703,456,431,40.09930446532968
Kostas Papanikolaou,52.54500865081463,46,53,-6.54500865081463
Kris Humphries,164.83856306324265,161,163,-3.8385630632426455
Kristaps Porzingis,639.7235307402705,607,671,-32.72353074027046
Kyle Anderson,143.39893184625663,150,150,6.60106815374337
Kyle Korver,627.2014627820514,666,586,38.79853721794859
Kyle Lowry,1254.1132875742037,1236,1195,-18.113287574203696
Kyle OQuinn,169.9093648079688,199,209,29.090635192031186
Kyle Singler,178.78642133826273,158,180,-20.786421338262727
Kyrie Irving,809.9956989708074,802,803,-7.995698970807439
LaMarcus Aldridge,481.0778608003066,532,538,50.92213919969339
Lamar Patterson,76.00028928705865,56,69,-20.00028928705865
Lance Stephenson,311.1235078193939,323,308,11.876492180606078
Lance Thomas,301.75825760231305,315,329,13.241742397686949
Langston Galloway,298.9673332639135,295,300,-3.967333263913474
Larry Nance Jr,254.46204447985866,237,242,-17.462044479858662
Lavoy Allen,207.47957248781782,202,202,-5.479572487817819
LeBron James,1441.5030813659462,1473,1339,31.496918634053827
Leandro Barbosa,198.94956524701533,180,187,-18.94956524701533
Lorenzo Brown,16.91882333036,13,18,-3.9188233303599986
Lou Amundson,14.445856725412192,12,17,-2.4458567254121917
Lou Williams,536.306952362994,520,565,-16.306952362994025
Luc Mbah a Moute,205.23967113295288,194,196,-11.239671132952878
Lucas Nogueira,42.188405511125026,39,30,-3.1884055111250262
Luis Montero,18.893043212275796,11,19,-7.893043212275796
Luis Scola,440.8396767074106,436,452,-4.839676707410604
Luke Babbitt,161.81058070071987,196,166,34.18941929928013
Luol Deng,402.4418770798473,383,390,-19.441877079847302
Manu Ginobili,295.8833734681772,284,280,-11.883373468177183
Marc Gasol,317.06721610714555,354,365,36.932783892854445
Marcelo Huertas,140.74828075997732,138,143,-2.7482807599773196
Marcin Gortat,404.65136844427803,472,385,67.34863155572197
Marco Belinelli,335.4903562072988,333,370,-2.4903562072988166
Marcus Morris,830.8233508574494,899,915,68.17664914255056
Marcus Smart,392.76745599667726,292,406,-100.76745599667726
Marcus Thornton,413.1346129524243,373,426,-40.13461295242428
Mario Chalmers,265.47494538776584,250,262,-15.474945387765842
Mario Hezonja,203.76008935304137,192,207,-11.760089353041366
Markel Brown,200.63149410954694,173,199,-27.631494109546935
Markieff Morris,651.2580924695783,621,676,-30.258092469578287
Marreese Speights,303.88327353099424,313,343,9.116726469005755
Marvin Williams,606.062835548649,645,604,38.93716445135101
Mason Plumlee,407.5309533036019,366,361,-41.530953303601905
Matt Barnes,388.14052949563114,334,362,-54.14052949563114
Matt Bonner,35.15142707616975,45,34,9.848572923830247
Matthew Dellavedova,337.85341632175044,336,341,-1.8534163217504442
Maurice Harkless,260.35822446370634,221,218,-39.358224463706335
Metta World Peace,150.13915592711876,120,157,-30.139155927118765
Meyers Leonard,437.206513604057,472,429,34.79348639594298
Michael Beasley,106.85807097081263,105,102,-1.8580709708126335
Michael CarterWilliams,307.24517681302876,327,310,19.754823186971237
Michael KiddGilchrist,48.98982492929446,55,47,6.010175070705543
Mike Conley,407.25031335304135,396,406,-11.25031335304135
Mike Dunleavy,134.78562538412226,124,128,-10.785625384122255
Mike Miller,62.71143769429871,60,59,-2.7114376942987093
Mike Muscala,161.91683977673978,160,148,-1.9168397767397778
Mike Scott,302.7769932372613,316,292,13.223006762738692
Miles Plumlee,175.28087192647573,178,141,2.719128073524274
Mirza Teletovic,641.0624042199602,686,642,44.93759578003983
Mitch McGary,22.993396016551934,22,23,-0.9933960165519338
Mo Williams,197.47985877912706,222,230,24.520141220872944
Monta Ellis,506.3215072935872,477,511,-29.321507293587217
Montrezl Harrell,56.77295698493492,58,43,1.2270430150650782
Myles Turner,328.72817598664466,341,367,12.271824013355342
Nate Robinson,0.94596967425379,0,1,-0.94596967425379
Nazr Mohammed,5.189925995846108,6,5,0.8100740041538916
Nemanja Bjelica,145.21054843852923,164,134,18.78945156147077
Nene,307.3563167117783,320,301,12.643683288221723
Nerlens Noel,451.11073246565513,417,420,-34.11073246565513
Nick Collison,43.26982430871767,52,45,8.730175691282327
Nick Young,275.5699461081159,262,296,-13.569946108115914
Nicolas Batum,399.7786455924898,422,412,22.221354407510205
Nik Stauskas,459.8376049551964,405,435,-54.83760495519641
Nikola Jokic,540.5181935592707,609,565,68.48180644072931
Nikola Mirotic,615.3877510476461,624,599,8.612248952353866
Nikola Pekovic,27.255389895043347,30,34,2.744610104956653
Nikola Vucevic,619.7277743730702,712,733,92.27222562692975
Noah Vonleh,218.05701558974965,172,222,-46.05701558974965
Norman Powell,160.3245950248116,144,157,-16.3245950248116
Norris Cole,253.89677657469625,225,269,-28.896776574696247
OJ Mayo,309.1811211974763,290,316,-19.181121197476273
Omer Asik,99.87734873518608,98,70,-1.8773487351860751
Omri Casspi,373.4694865196597,432,359,58.53051348034029
Orlando Johnson,29.656095574166006,15,29,-14.656095574166006
Otto Porter,526.4215122273182,532,545,5.578487772681797
PJ Hairston,247.10018500811336,229,231,-18.100185008113357
PJ Tucker,439.43910814466216,386,436,-53.43910814466216
Pablo Prigioni,108.25642760159018,106,113,-2.2564276015901754
Pat Connaughton,24.404988842499222,24,23,-0.40498884249922185
Patrick Beverley,398.5818498380275,403,380,4.418150161972505
Patrick Patterson,427.205643580879,424,405,-3.2056435808789843
Patty Mills,588.8492846632312,603,567,14.150715336768826
Pau Gasol,465.4731658852596,509,534,43.52683411474038
Paul George,724.1522259147373,742,741,17.8477740852627
Paul Millsap,1096.2521541765052,1028,1024,-68.2521541765052
Paul Pierce,300.59340014824676,255,301,-45.59340014824676
Phil Pressey,56.307639075997166,44,60,-12.307639075997166
Quincy Acy,153.70278500807464,169,135,15.297214991925358
RJ Hunter,63.559348687683226,65,57,1.4406513123167741
Rajon Rondo,592.8973363805286,596,629,3.1026636194714
Rakeem Christmas,1.5503110781411038,2,1,0.4496889218588962
Ramon Sessions,438.39273213535364,440,465,1.60726786464636
Randy Foye,292.96429527604016,272,300,-20.96429527604016
Rashad Vaughn,210.9230937232849,153,220,-57.92309372328489
Rasual Butler,56.62846428271108,60,56,3.3715357172889213
Raul Neto,308.71232832061077,310,319,1.2876716793892342
Ray McCallum,131.22418024440987,109,132,-22.224180244409865
Raymond Felton,378.6573607435754,346,371,-32.657360743575396
Reggie Bullock,52.270815079314055,64,54,11.729184920685945
Reggie Jackson,1105.0190389685774,1135,1198,29.980961031422567
Richard Jefferson,326.0472828189758,337,298,10.952717181024184
Richaun Holmes,147.75368314996973,141,119,-6.753683149969731
Ricky Rubio,428.73061023934827,344,449,-84.73061023934827
Robert Covington,407.921766575868,437,401,29.07823342413201
Robert Sacre,49.829464648454945,50,57,0.1705353515450554
Robin Lopez,614.1125467333635,678,626,63.8874532666365
Rodney Hood,487.4784232702214,498,518,10.521576729778587
Rodney Stuckey,265.49979134620196,213,289,-52.49979134620196
Rondae HollisJefferson,60.546826217997086,58,58,-2.5468262179970864
Ronnie Price,255.84947782786372,240,259,-15.849477827863723
Roy Hibbert,225.52956486171905,220,232,-5.529564861719052
Rudy Gay,529.874199429492,566,545,36.12580057050798
Rudy Gobert,228.36515753581085,216,167,-12.365157535810852
Russ Smith,14.012051575867341,9,14,-5.012051575867341
Russell Westbrook,868.061110423343,767,861,-101.06111042334305
Ryan Anderson,462.4405917739482,477,469,14.5594082260518
Ryan Hollins,61.479861356695075,64,47,2.520138643304925
Ryan Kelly,135.1066425921332,113,144,-22.1066425921332
Salah Mejri,97.8720296619065,90,72,-7.872029661906495
Sasha Kaun,18.108051515832432,18,17,-0.10805151583243244
Sasha Vujacic,213.9007903255718,201,230,-12.90079032557179
Sean Kilpatrick,242.411226990669,262,241,19.588773009330993
Serge Ibaka,835.4934353717717,875,858,39.50656462822826
Sergey Karasev,67.94645809324393,68,69,0.05354190675606674
Seth Curry,133.90860955404278,149,137,15.091390445957217
Shabazz Muhammad,697.1999786146189,672,673,-25.199978614618885
Shabazz Napier,136.5312191479812,128,146,-8.531219147981204
Shane Larkin,478.6315282134338,459,479,-19.631528213433796
Shaun Livingston,372.04439629456465,400,372,27.95560370543535
Shayne Whittington,7.009689460258457,6,7,-1.009689460258457
Shelvin Mack,401.86932258602064,390,397,-11.869322586020644
Solomon Hill,111.58509291340772,109,106,-2.5850929134077205
Sonny Weems,85.69685893576957,81,85,-4.696858935769569
Spencer Dinwiddie,31.11777640280841,22,32,-9.11777640280841
Spencer Hawes,143.8531175674789,147,143,3.146882432521096
Stanley Johnson,552.0910183047463,495,581,-57.091018304746285
Stephen Curry,864.2857512971469,965,835,100.71424870285307
Steve Blake,139.08488721911874,160,145,20.91511278088126
Steve Novak,17.724114467929123,23,18,5.275885532070877
Steven Adams,287.5755554252755,296,215,8.424444574724475
TJ McConnell,388.7933179073588,440,444,51.20668209264119
TJ Warren,285.368104169547,314,315,28.631895830453004
Taj Gibson,259.37171724019436,288,244,28.628282759805643
Tarik Black,75.41642411525523,72,56,-3.416424115255225
Tayshaun Prince,154.6010412614469,156,188,1.398958738553091
Terrence Jones,373.57387960315094,354,366,-19.573879603150942
Terrence Ross,460.40512116941574,514,468,53.594878830584264
Terry Rozier,72.54371041311484,44,82,-28.543710413114837
Thabo Sefolosha,279.1784768821983,287,254,7.821523117801689
Thaddeus Young,629.4270683303275,689,678,59.57293166967247
Thanasis Antetokounmpo,5.396005814851511,6,4,0.6039941851484887
Thomas Robinson,182.07663865438175,150,186,-32.07663865438175
Tiago Splitter,122.7022198444736,104,109,-18.702219844473603
Tibor Pleiss,23.31159842448762,20,21,-3.31159842448762
Tim Duncan,190.88917779968543,184,220,-6.889177799685427
Tim Frazier,112.33381732979886,116,120,3.666182670201138
Tim Hardaway Jr,141.33074663355936,139,135,-2.3307466335593574
Timofey Mozgov,397.988517421192,379,337,-18.988517421192
Tobias Harris,481.192653550559,497,459,15.807346449441013
Toney Douglas,243.15986302958578,255,254,11.840136970414221
Tony Allen,216.74632734989171,195,197,-21.746327349891715
Tony Parker,437.56686869386544,479,473,41.433131306134555
Tony Snell,285.5824890154669,273,294,-12.582489015466876
Tony Wroten,46.60447219455766,31,53,-15.604472194557658
Trevor Ariza,579.8828385339409,572,522,-7.882838533940912
Trevor Booker,189.61275833622562,159,161,-30.612758336225625
Trey Burke,333.08366901846625,319,361,-14.083669018466253
Trey Lyles,419.953518724161,412,413,-7.953518724160972
Tristan Thompson,300.3697518449184,324,264,23.630248155081574
Troy Daniels,100.56859670416905,131,101,30.431403295830947
Ty Lawson,336.75367540650893,306,342,-30.753675406508933
Tyler Ennis,102.01037574436634,105,95,2.9896242556336574
Tyler Hansbrough,32.72917007561093,30,32,-2.7291700756109307
Tyler Johnson,250.8871367566916,263,242,12.112863243308396
Tyler Zeller,207.3893009677959,186,214,-21.38930096779589
Tyreke Evans,192.69926591338682,203,185,10.300734086613176
Tyson Chandler,232.48828333795205,204,171,-28.488283337952055
Tyus Jones,149.5957152475639,128,156,-21.595715247563902
Udonis Haslem,33.05217717701415,29,37,-4.052177177014151
Victor Oladipo,627.3492161430624,602,646,-25.34921614306245
Vince Carter,195.71535665730997,197,191,1.2846433426900319
Walter Tavares,15.287935547116454,14,13,-1.2879355471164544
Wayne Ellington,293.96251133667147,292,308,-1.9625113366714686
Wesley Johnson,521.3337724751838,480,489,-41.333772475183764
Wesley Matthews,884.3627175140326,832,837,-52.362717514032624
Will Barton,562.6119900190464,555,564,-7.611990019046402
Willie CauleyStein,233.85799324652334,234,189,0.14200675347666447
Willie Reed,93.28206276425324,100,87,6.71793723574676
Xavier Munford,74.46736783838824,73,75,-1.4673678383882418
Zach LaVine,957.876024038406,978,944,20.123975961594056
Zach Randolph,534.8334574356332,574,642,39.16654256436675
Zaza Pachulia,343.8633057419736,318,345,-25.86330574197359
