actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,actionId,gameId,ABS_TIME,SHOT_CLOCK_APPROX,SHOT_CLOCK_SOURCE,shotValue,contest_score,contest_label,contest_reasons
627,PT04M14.00S,4,1610612744,GSW,201939,Curry,S. Curry,1,22,2,Made,1,116.0,109.0,225,h,Curry 2' Driving Layup (20 PTS) (Thompson 3 AST),Made Shot,Driving Layup Shot,1,444,21700002,2626,18.0,def_reb(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
636,PT03M50.00S,4,1610612744,GSW,201939,Curry,S. Curry,7,20,2,Made,1,118.0,112.0,230,h,Curry 2' Driving Layup (22 PTS),Made Shot,Driving Layup Shot,1,449,21700002,2650,13.0,final_ft(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
639,PT03M07.00S,4,1610612744,GSW,201939,Curry,S. Curry,45,257,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,451,21700002,2693,0.0,made_fg(24),3,0,likely_open,"subType: open-like, clock: late (<=5s)"
681,PT00M05.20S,4,1610612744,GSW,201939,Curry,S. Curry,-210,145,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,482,21700002,2875,19.0,keep_clock(24),3,-1,likely_open,subType: open-like
30,PT09M34.00S,1,1610612744,GSW,201939,Curry,S. Curry,226,12,0,Missed,1,,,0,v,MISS Curry 3PT Jump Shot,Missed Shot,Jump Shot,1,23,21700025,146,,stale_reset(24),3,-1,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot"
65,PT06M35.00S,1,1610612744,GSW,201939,Curry,S. Curry,233,37,24,Missed,1,,,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,50,21700025,325,17.0,def_reb(24),3,-2,likely_open,"subType: open-like, coords: corner-3, corner: catch/spot"
89,PT04M48.00S,1,1610612744,GSW,201939,Curry,S. Curry,196,120,23,Made,1,7.0,5.0,12,v,Curry 23' Jump Shot (2 PTS),Made Shot,Jump Shot,0,69,21700025,432,10.0,made_fg(24),2,-1,likely_open,subType: open-like
103,PT04M28.00S,1,1610612744,GSW,201939,Curry,S. Curry,-221,144,26,Missed,1,,,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,78,21700025,452,13.0,def_reb(24),3,-1,likely_open,subType: open-like
112,PT03M45.00S,1,1610612744,GSW,201939,Curry,S. Curry,149,209,26,Missed,1,,,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,86,21700025,495,14.0,def_reb(24),3,-1,likely_open,subType: open-like
139,PT02M15.00S,1,1610612744,GSW,201939,Curry,S. Curry,-17,16,2,Made,1,11.0,12.0,23,v,Curry 2' Reverse Layup (4 PTS) (Iguodala 1 AST),Made Shot,Reverse Layup Shot,1,102,21700025,585,24.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
146,PT01M07.00S,1,1610612744,GSW,201939,Curry,S. Curry,-133,275,31,Made,1,16.0,17.0,33,v,Curry 31' 3PT Jump Shot (7 PTS),Made Shot,Jump Shot,0,106,21700025,653,12.0,made_fg(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
326,PT04M26.00S,2,1610612744,GSW,201939,Curry,S. Curry,-103,236,26,Made,1,40.0,40.0,80,v,Curry 26' 3PT Jump Shot (11 PTS) (Green 3 AST),Made Shot,Jump Shot,0,203,21700025,1174,8.0,def_foul_14(14),3,-1,likely_open,subType: open-like
357,PT02M21.00S,2,1610612744,GSW,201939,Curry,S. Curry,-159,221,27,Missed,1,,,0,v,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,0,225,21700025,1299,16.0,def_reb(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
413,PT10M48.00S,3,1610612744,GSW,201939,Curry,S. Curry,127,101,16,Missed,1,,,0,v,MISS Curry 16' Jump Shot,Missed Shot,Jump Shot,1,265,21700025,1512,7.0,turnover(24),2,0,likely_open,"subType: open-like, distance: mid-range"
519,PT04M01.00S,3,1610612744,GSW,201939,Curry,S. Curry,29,9,3,Made,1,65.0,81.0,146,v,Curry 3' Layup (18 PTS),Made Shot,Layup Shot,0,347,21700025,1919,11.0,made_fg(24),2,1,borderline,distance: at-rim/very close
522,PT03M45.00S,3,1610612744,GSW,201939,Curry,S. Curry,-117,227,26,Missed,1,,,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,350,21700025,1935,15.0,def_reb(24),3,-1,likely_open,subType: open-like
546,PT01M50.00S,3,1610612744,GSW,201939,Curry,S. Curry,192,184,27,Made,1,70.0,88.0,158,v,Curry 27' 3PT Jump Shot (23 PTS) (Young 1 AST),Made Shot,Jump Shot,0,369,21700025,2050,20.0,turnover(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
550,PT01M19.00S,3,1610612744,GSW,201939,Curry,S. Curry,171,197,26,Missed,1,,,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,371,21700025,2081,11.0,made_fg(24),3,-1,likely_open,subType: open-like
563,PT00M06.00S,3,1610612744,GSW,201939,Curry,S. Curry,-11,15,2,Missed,1,,,0,v,MISS Curry 2' Layup,Missed Shot,Layup Shot,1,384,21700025,2154,18.0,turnover(24),2,1,borderline,distance: at-rim/very close
712,PT01M10.00S,4,1610612744,GSW,201939,Curry,S. Curry,239,17,24,Made,1,99.0,120.0,219,v,Curry 24' 3PT Jump Shot (26 PTS) (Thompson 2 AST),Made Shot,Jump Shot,0,490,21700025,2810,0.0,off_reb(14),3,-1,likely_open,"subType: open-like, coords: corner-3, corner: catch/spot, clock: late (<=5s)"
54,PT08M02.00S,1,1610612744,GSW,201939,Curry,S. Curry,3,115,12,Missed,1,,,0,v,MISS Curry 12' Fadeaway Jumper,Missed Shot,Fadeaway Jump Shot,1,41,21700033,238,13.0,def_reb(24),2,4,likely_contested,"subType: contested-like, text: pressure-move, distance: mid-range"
67,PT06M46.00S,1,1610612744,GSW,201939,Curry,S. Curry,-39,260,26,Made,1,8.0,13.0,21,v,Curry 26' 3PT Step Back Jump Shot (3 PTS),Made Shot,Step Back Jump shot,1,51,21700033,314,17.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
87,PT05M25.00S,1,1610612744,GSW,201939,Curry,S. Curry,-56,167,18,Made,1,10.0,15.0,25,v,Curry 18' Step Back Jump Shot (5 PTS),Made Shot,Step Back Jump shot,1,69,21700033,395,19.0,def_reb(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
90,PT05M02.00S,1,1610612744,GSW,201939,Curry,S. Curry,-143,221,26,Missed,1,,,0,v,MISS Curry 26' 3PT Running Jump Shot,Missed Shot,Running Jump Shot,1,72,21700033,418,19.0,def_reb(24),3,-1,likely_open,subType: open-like
258,PT06M32.00S,2,1610612744,GSW,201939,Curry,S. Curry,79,251,26,Missed,1,,,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,188,21700033,1048,9.0,made_fg(24),3,-1,likely_open,subType: open-like
283,PT04M26.00S,2,1610612744,GSW,201939,Curry,S. Curry,-100,232,25,Made,1,49.0,39.0,88,v,Curry 25' 3PT Running Jump Shot (13 PTS),Made Shot,Running Jump Shot,1,206,21700033,1174,15.0,made_fg(24),3,-1,likely_open,subType: open-like
287,PT04M09.00S,2,1610612744,GSW,201939,Curry,S. Curry,89,237,25,Made,1,49.0,42.0,91,v,Curry 25' 3PT Pullup Jump Shot (16 PTS),Made Shot,Pullup Jump shot,0,209,21700033,1191,18.0,turnover(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
371,PT11M44.00S,3,1610612744,GSW,201939,Curry,S. Curry,22,250,25,Made,1,56.0,54.0,110,v,Curry 25' 3PT Jump Shot (19 PTS),Made Shot,Jump Shot,1,267,21700033,1456,8.0,period_start(24),3,-1,likely_open,subType: open-like
388,PT09M51.00S,3,1610612744,GSW,201939,Curry,S. Curry,-47,13,5,Missed,1,,,0,v,MISS Curry 5' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,281,21700033,1569,5.0,off_reb(14),2,2,likely_contested,"distance: at-rim/very close, clock: late (<=5s)"
419,PT07M42.00S,3,1610612744,GSW,201939,Curry,S. Curry,-4,-1,0,Missed,1,,,0,v,MISS Curry Driving Reverse Layup,Missed Shot,Driving Reverse Layup Shot,1,305,21700033,1698,7.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
474,PT03M53.00S,3,1610612744,GSW,201939,Curry,S. Curry,-171,184,25,Missed,1,,,0,v,MISS Curry 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,345,21700033,1927,10.0,made_fg(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
481,PT03M24.00S,3,1610612744,GSW,201939,Curry,S. Curry,-14,257,26,Made,1,82.0,67.0,149,v,Curry 26' 3PT Step Back Jump Shot (26 PTS),Made Shot,Step Back Jump shot,1,350,21700033,1956,10.0,turnover(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
493,PT02M38.00S,3,1610612744,GSW,201939,Curry,S. Curry,-227,10,0,Missed,1,,,0,v,MISS Curry 3PT Running Jump Shot,Missed Shot,Running Jump Shot,1,360,21700033,2002,19.0,turnover(24),3,0,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3"
647,PT03M15.00S,4,1610612744,GSW,201939,Curry,S. Curry,90,273,29,Missed,1,,,0,v,MISS Curry 29' 3PT Running Jump Shot,Missed Shot,Running Jump Shot,1,478,21700033,2685,21.0,def_reb(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
663,PT02M00.00S,4,1610612744,GSW,201939,Curry,S. Curry,-4,3,1,Made,1,102.0,94.0,196,v,Curry 1' Driving Layup (32 PTS),Made Shot,Driving Layup Shot,1,491,21700033,2760,15.0,def_reb(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
672,PT01M09.00S,4,1610612744,GSW,201939,Curry,S. Curry,60,246,25,Made,1,105.0,97.0,202,v,Curry 25' 3PT Running Jump Shot (35 PTS),Made Shot,Running Jump Shot,1,499,21700033,2811,18.0,made_fg(24),3,-1,likely_open,subType: open-like
677,PT00M43.60S,4,1610612744,GSW,201939,Curry,S. Curry,-4,6,1,Made,1,107.0,99.0,206,v,Curry 1' Driving Layup (37 PTS),Made Shot,Driving Layup Shot,1,503,21700033,2837,18.0,final_ft(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
32,PT09M29.00S,1,1610612744,GSW,201939,Curry,S. Curry,154,148,21,Made,1,6.0,9.0,15,v,Curry 21' Pullup Jump Shot (2 PTS),Made Shot,Pullup Jump shot,1,23,21700045,151,12.0,final_ft(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
45,PT07M59.00S,1,1610612744,GSW,201939,Curry,S. Curry,-168,174,24,Missed,1,,,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,33,21700045,241,11.0,turnover(24),3,-1,likely_open,subType: open-like
55,PT06M59.00S,1,1610612744,GSW,201939,Curry,S. Curry,174,199,26,Missed,1,,,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,42,21700045,301,16.0,def_reb(24),3,-1,likely_open,subType: open-like
174,PT00M21.50S,1,1610612744,GSW,201939,Curry,S. Curry,-102,224,25,Missed,1,,,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,132,21700045,699,8.0,made_fg(24),3,-1,likely_open,subType: open-like
267,PT06M59.00S,2,1610612744,GSW,201939,Curry,S. Curry,-233,-5,0,Made,1,39.0,51.0,90,v,Curry 3PT Jump Shot (12 PTS) (Green 6 AST),Made Shot,Jump Shot,1,196,21700045,1021,14.0,final_ft(24),3,-1,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot"
295,PT05M07.00S,2,1610612744,GSW,201939,Curry,S. Curry,-59,232,24,Missed,1,,,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,218,21700045,1133,17.0,keep_clock(24),3,-1,likely_open,subType: open-like
323,PT02M58.00S,2,1610612744,GSW,201939,Curry,S. Curry,32,19,4,Made,1,50.0,59.0,109,v,Curry 4' Cutting Layup Shot (14 PTS) (Green 7 AST),Made Shot,Cutting Layup Shot,1,239,21700045,1262,11.0,made_fg(24),2,1,borderline,distance: at-rim/very close
333,PT02M08.00S,2,1610612744,GSW,201939,Curry,S. Curry,-228,26,0,Missed,1,,,0,v,MISS Curry 3PT Jump Shot,Missed Shot,Jump Shot,1,246,21700045,1312,4.0,made_fg(24),3,0,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot, clock: late (<=5s)"
357,PT00M24.10S,2,1610612744,GSW,201939,Curry,S. Curry,180,187,26,Missed,1,,,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,263,21700045,1416,17.0,def_reb(24),3,-1,likely_open,subType: open-like
383,PT10M24.00S,3,1610612744,GSW,201939,Curry,S. Curry,179,173,25,Made,1,66.0,71.0,137,v,Curry 25' 3PT Jump Shot (21 PTS) (Durant 3 AST),Made Shot,Jump Shot,1,284,21700045,1536,13.0,def_reb(24),3,-1,likely_open,subType: open-like
456,PT04M43.00S,3,1610612744,GSW,201939,Curry,S. Curry,-19,123,12,Made,1,77.0,89.0,166,v,Curry 12' Pullup Jump Shot (25 PTS) (McGee 1 AST),Made Shot,Pullup Jump shot,1,341,21700045,1877,11.0,off_reb(14),2,4,likely_contested,"subType: contested-like, text: pressure-move, distance: mid-range"
474,PT03M25.00S,3,1610612744,GSW,201939,Curry,S. Curry,76,44,9,Made,1,79.0,91.0,170,v,Curry 9' Jump Shot (27 PTS),Made Shot,Jump Shot,1,355,21700045,1955,13.0,made_fg(24),2,0,likely_open,"subType: open-like, distance: mid-range"
477,PT03M09.00S,3,1610612744,GSW,201939,Curry,S. Curry,-100,267,29,Missed,1,,,0,v,MISS Curry 29' 3PT Jump Shot,Missed Shot,Jump Shot,1,358,21700045,1971,20.0,turnover(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
516,PT01M09.00S,3,1610612744,GSW,201939,Curry,S. Curry,206,137,25,Missed,1,,,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,387,21700045,2091,21.0,turnover(24),3,-1,likely_open,subType: open-like
524,PT00M07.20S,3,1610612744,GSW,201939,Curry,S. Curry,155,157,22,Made,1,84.0,99.0,183,v,Curry 22' Jump Shot (29 PTS) (Iguodala 3 AST),Made Shot,Jump Shot,1,394,21700045,2153,2.0,def_reb(24),2,0,likely_open,"subType: open-like, clock: late (<=5s)"
20,PT10M42.00S,1,1610612744,GSW,201939,Curry,S. Curry,123,233,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,14,21700063,78,17.0,turnover(24),3,-1,likely_open,subType: open-like
59,PT07M34.00S,1,1610612744,GSW,201939,Curry,S. Curry,-19,58,6,Missed,1,,,0,h,MISS Curry 6' Jump Shot,Missed Shot,Jump Shot,1,39,21700063,266,16.0,made_fg(24),2,-1,likely_open,subType: open-like
90,PT05M18.00S,1,1610612744,GSW,201939,Curry,S. Curry,-8,6,1,Made,1,20.0,16.0,36,h,Curry 1' Driving Layup (4 PTS),Made Shot,Driving Layup Shot,1,64,21700063,402,7.0,def_reb(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
115,PT03M52.00S,1,1610612744,GSW,201939,Curry,S. Curry,-116,231,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,81,21700063,488,13.0,turnover(24),3,-1,likely_open,subType: open-like
117,PT03M38.00S,1,1610612744,GSW,201939,Curry,S. Curry,-209,142,25,Missed,1,,,0,h,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,83,21700063,502,7.0,off_reb(14),3,-1,likely_open,subType: open-like
128,PT02M55.00S,1,1610612744,GSW,201939,Curry,S. Curry,79,165,18,Made,1,25.0,20.0,45,h,Curry 18' Step Back Jump Shot (6 PTS),Made Shot,Step Back Jump shot,1,93,21700063,545,5.0,off_reb(14),2,4,likely_contested,"subType: contested-like, text: pressure-move, clock: late (<=5s)"
145,PT01M43.00S,1,1610612744,GSW,201939,Curry,S. Curry,-3,18,2,Missed,1,,,0,h,MISS Curry 2' Layup,Missed Shot,Layup Shot,1,108,21700063,617,22.0,def_reb(24),2,1,borderline,distance: at-rim/very close
161,PT00M05.60S,1,1610612744,GSW,201939,Curry,S. Curry,160,206,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,118,21700063,715,3.0,made_fg(24),3,0,likely_open,"subType: open-like, clock: late (<=5s)"
335,PT11M49.00S,3,1610612744,GSW,201939,Curry,S. Curry,-226,111,25,Made,1,64.0,53.0,117,h,Curry 25' 3PT Step Back Jump Shot (13 PTS) (Durant 2 AST),Made Shot,Step Back Jump shot,1,244,21700063,1451,13.0,period_start(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
366,PT08M24.00S,3,1610612744,GSW,201939,Curry,S. Curry,-3,24,2,Made,1,73.0,61.0,134,h,Curry 2' Running Layup (15 PTS),Made Shot,Running Layup Shot,1,267,21700063,1656,17.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
422,PT03M33.00S,3,1610612744,GSW,201939,Curry,S. Curry,174,19,18,Missed,1,,,0,h,MISS Curry 18' Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,304,21700063,1947,12.0,def_reb(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
429,PT02M40.00S,3,1610612744,GSW,201939,Curry,S. Curry,-13,17,2,Made,1,83.0,77.0,160,h,Curry 2' Driving Finger Roll Layup (17 PTS),Made Shot,Driving Finger Roll Layup Shot,1,310,21700063,2000,5.0,made_fg(24),2,2,likely_contested,"distance: at-rim/very close, clock: late (<=5s)"
432,PT02M12.00S,3,1610612744,GSW,201939,Curry,S. Curry,30,111,11,Missed,1,,,0,h,MISS Curry 11' Floating Jump Shot,Missed Shot,Floating Jump shot,1,312,21700063,2028,5.0,made_fg(24),2,4,likely_contested,"subType: contested-like, distance: mid-range, clock: late (<=5s)"
455,PT01M17.00S,3,1610612744,GSW,201939,Curry,S. Curry,-222,-13,0,Made,1,88.0,82.0,170,h,Curry 3PT Pullup Jump Shot (20 PTS) (Iguodala 4 AST),Made Shot,Pullup Jump shot,1,328,21700063,2083,8.0,final_ft(24),3,4,likely_contested,"subType: contested-like, text: pressure-move, distance: at-rim/very close, coords: corner-3"
458,PT00M52.50S,3,1610612744,GSW,201939,Curry,S. Curry,164,234,29,Made,1,91.0,84.0,175,h,Curry 29' 3PT Pullup Jump Shot (23 PTS) (Durant 3 AST),Made Shot,Pullup Jump shot,1,330,21700063,2108,12.0,made_fg(24),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
462,PT00M28.20S,3,1610612744,GSW,201939,Curry,S. Curry,-156,214,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,332,21700063,2132,21.0,made_fg(24),3,-1,likely_open,subType: open-like
585,PT03M41.00S,4,1610612744,GSW,201939,Curry,S. Curry,-9,272,27,Missed,1,,,0,h,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,421,21700063,2659,12.0,made_fg(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
588,PT03M05.00S,4,1610612744,GSW,201939,Curry,S. Curry,-146,215,26,Missed,1,,,0,h,MISS Curry 26' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,424,21700063,2695,9.0,turnover(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
604,PT01M28.00S,4,1610612744,GSW,201939,Curry,S. Curry,5,27,3,Made,1,109.0,112.0,221,h,Curry 3' Driving Layup (25 PTS) (Iguodala 5 AST),Made Shot,Driving Layup Shot,1,436,21700063,2792,22.0,def_reb(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
613,PT00M32.70S,4,1610612744,GSW,201939,Curry,S. Curry,-90,243,26,Made,1,115.0,112.0,227,h,Curry 26' 3PT Step Back Jump Shot (28 PTS) (Durant 5 AST),Made Shot,Step Back Jump shot,1,443,21700063,2848,10.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
52,PT07M55.00S,1,1610612744,GSW,201939,Curry,S. Curry,-226,126,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,38,21700075,245,0.0,made_fg(24),3,0,likely_open,"subType: open-like, clock: late (<=5s)"
63,PT06M46.00S,1,1610612744,GSW,201939,Curry,S. Curry,-1,120,12,Made,1,13.0,18.0,31,h,Curry 12' Step Back Jump Shot (2 PTS) (Green 2 AST),Made Shot,Step Back Jump shot,1,47,21700075,314,14.0,made_fg(24),2,4,likely_contested,"subType: contested-like, text: pressure-move, distance: mid-range"
90,PT05M02.00S,1,1610612744,GSW,201939,Curry,S. Curry,-7,22,2,Made,1,16.0,20.0,36,h,Curry 2' Layup (5 PTS),Made Shot,Layup Shot,1,69,21700075,418,20.0,def_reb(24),2,1,borderline,distance: at-rim/very close
93,PT04M38.00S,1,1610612744,GSW,201939,Curry,S. Curry,-229,112,25,Missed,1,,,0,h,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,72,21700075,442,22.0,def_reb(24),3,-1,likely_open,subType: open-like
115,PT03M31.00S,1,1610612744,GSW,201939,Curry,S. Curry,-5,25,3,Made,1,18.0,25.0,43,h,Curry 3' Cutting Layup Shot (7 PTS) (McGee 1 AST),Made Shot,Cutting Layup Shot,1,87,21700075,509,9.0,off_reb(14),2,1,borderline,distance: at-rim/very close
119,PT03M02.00S,1,1610612744,GSW,201939,Curry,S. Curry,-61,127,14,Made,1,20.0,28.0,48,h,Curry 14' Floating Jump Shot (9 PTS),Made Shot,Floating Jump shot,1,89,21700075,538,12.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: mid-range"
140,PT02M00.00S,1,1610612744,GSW,201939,Curry,S. Curry,98,247,27,Missed,1,,,0,h,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,104,21700075,600,19.0,turnover(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
150,PT01M03.00S,1,1610612744,GSW,201939,Curry,S. Curry,120,237,27,Made,1,27.0,29.0,56,h,Curry 27' 3PT Jump Shot (12 PTS) (Iguodala 1 AST),Made Shot,Jump Shot,1,112,21700075,657,7.0,turnover(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
159,PT00M11.40S,1,1610612744,GSW,201939,Curry,S. Curry,145,206,25,Missed,1,,,0,h,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,118,21700075,709,3.0,made_fg(24),3,0,likely_open,"subType: open-like, clock: late (<=5s)"
