personId,playerName,total_shots,actual_points,exp_points,points_diff,pct_diff
1629660,Jerome,618,749,614.3300505890833,134.66994941091673,21.92139714927016
203999,Jokić,1364,1710,1415.7504150533437,294.24958494665634,20.783986639036446
1630202,Pritchard,866,1073,895.634543822386,177.36545617761396,19.8033069813928
201142,Durant,1124,1344,1132.3689254837936,211.63107451620635,18.689217167772192
203552,Curry,343,411,346.63396680356567,64.36603319643433,18.568822929196834
1630249,Krejčí,278,366,312.5903608660588,53.4096391339412,17.086089323123204
1631165,Ellis,464,593,509.065145086201,83.93485491379897,16.488005679416403
1629626,Bol,183,224,193.357336299547,30.642663700453,15.847604135868224
1628379,Kennard,431,525,454.9204044934647,70.07959550653533,15.404769882077968
1630573,Hauser,474,594,517.2483573686097,76.75164263139027,14.838422037264012
1631260,Green,424,519,453.46657506930563,65.53342493069437,14.451623122265927
1630169,Haliburton,1006,1170,1028.4752516745978,141.52474832540224,13.760623844737996
203926,McDermott,117,144,127.33111231659115,16.668887683408855,13.090875019778439
1641729,Sensabaugh,599,707,625.7187842458014,81.28121575419857,12.990034485191998
203897,LaVine,1223,1489,1321.063860658084,167.93613934191603,12.712179722822937
202696,Vučević,1038,1229,1094.1229243279502,134.87707567204984,12.327403932319289
201587,Batum,238,296,264.5285540583596,31.47144594164041,11.897137941228788
1630174,Nesmith,379,468,418.4110007414678,49.588999258532226,11.851715335758913
1628960,Allen,489,587,525.0673792869912,61.93262071300876,11.795153384995158
1627751,Poeltl,411,527,473.47853086481575,53.52146913518425,11.303861232908353
1628988,Holiday,268,306,275.22715797490724,30.772842025092757,11.180848010434435
1628973,Brunson,1200,1322,1189.9534437710029,132.04655622899713,11.096774075698013
201939,Curry,1258,1439,1295.8662182412388,143.1337817587612,11.045404941489567
1630314,Williams,188,220,198.19145978893516,21.808540211064837,11.0037184231377
203078,Beal,694,792,713.6179776799333,78.38202232006665,10.983735686920301
203114,Middleton,337,368,331.87592262065016,36.12407737934984,10.88478135029631
1631204,Sasser,296,332,299.62754007813817,32.37245992186183,10.804197728767639
1626181,Powell,945,1093,986.627161102232,106.37283889776802,10.781451725332005
1628983,Gilgeous-Alexander,1656,1883,1701.4640541898505,181.53594581014954,10.669390203643504
1627734,Sabonis,893,1119,1013.1485567401439,105.85144325985607,10.447760901207719
1630198,Joe,588,710,643.3246780060246,66.67532199397544,10.364163016255516
201145,Green,121,151,136.95792013999974,14.042079860000257,10.252767651531137
1641854,Porter Jr.,140,165,149.75337387704084,15.246626122959157,10.181089024803867
1629012,Sexton,867,942,856.5478798232929,85.45212017670713,9.976327351491722
201942,DeRozan,1308,1332,1211.1778665773925,120.82213342260752,9.97558137420549
203084,Barnes,683,850,773.4256724423612,76.57432755763875,9.900657720508775
1627736,Beasley,1071,1241,1129.3943147374039,111.60568526259613,9.88189731321363
1631221,Gillespie,158,175,159.286002725375,15.713997274625001,9.865209970531827
1629013,Shamet,230,274,249.42997064545287,24.57002935454713,9.850432482769573
1629639,Herro,1378,1553,1416.0739516001986,136.9260483998014,9.669406852022323
1626145,Jones,683,778,710.9764354052135,67.02356459478654,9.426960865022
1628401,White,959,1113,1019.670434512148,93.32956548785205,9.152905762482666
1629634,Clarke,380,473,433.3470014910454,39.652998508954624,9.150382226875001
2544,James,1270,1451,1331.3907621211536,119.60923787884644,8.983774819838661
1628991,Jackson Jr.,1213,1330,1220.4948311900635,109.50516880993655,8.972187041651903
1627750,Murray,1121,1218,1118.6733761983583,99.32662380164174,8.878957622966919
202685,Valančiūnas,627,698,641.5312134667696,56.4687865332304,8.802174754106156
1630288,Dowtin Jr.,230,252,231.6832330951822,20.316766904817797,8.769162507692577
202695,Leonard,623,698,641.9127588617791,56.08724113822086,8.737504121686527
1630559,Reaves,1037,1154,1062.3097989588885,91.69020104111155,8.631202952184239
1627826,Zubac,942,1184,1093.157499664359,90.84250033564103,8.310094132143977
202692,Burks,271,318,293.64987039802736,24.35012960197264,8.292204129675284
1641774,Vukcevic,242,278,256.74312222123194,21.256877778768057,8.279401917700525
101108,Paul,583,638,589.2919110560636,48.708088943936446,8.265514149261929
1629018,Trent Jr.,657,746,690.1883356827141,55.81166431728593,8.086428090355634
1627783,Siakam,1182,1352,1252.3018032301156,99.69819676988436,7.961189299642925
1629636,Garland,1174,1320,1222.918714855103,97.08128514489704,7.93848393853064
202681,Irving,945,1038,963.9140038202235,74.08599617977654,7.685946985590658
1630539,Jones,109,175,162.5918179475353,12.408182052464696,7.63144535478099
1629661,Johnson,747,869,807.5326211756861,61.46737882431387,7.611742373626955
201572,Lopez,774,927,862.6913825927521,64.30861740724788,7.4544088605458105
1629029,Dončić,1025,1099,1023.2506180845079,75.74938191549211,7.402810860665177
1627752,Prince,514,617,575.0082448786955,41.99175512130455,7.302796519413037
1629618,Pickett,180,194,180.84932387096666,13.150676129033343,7.271580082110389
1631216,Houstan,190,224,208.81991273973054,15.18008726026946,7.269428651137812
201569,Gordon,204,230,214.62862395821563,15.371376041784373,7.161814738480319
1626220,O'Neale,570,661,617.5853508212824,43.41464917871758,7.029729384560338
1630538,Hyland,118,126,117.75741885908467,8.242581140915334,6.999568456144778
1628969,Bridges,1183,1348,1262.5159192352805,85.48408076471947,6.770925558486618
1629008,Porter Jr.,1048,1249,1169.8130255971657,79.18697440283427,6.7691934504214
204456,McConnell,624,663,621.537513655657,41.462486344343006,6.6709440257332036
1630217,Bane,1018,1150,1079.5187495591308,70.48125044086919,6.528944974805075
1631157,Rollins,271,313,293.8558736339763,19.144126366023727,6.514779160779259
1629631,Hunter,762,873,819.6097706112299,53.39022938877008,6.514095629679681
1627777,Niang,620,738,692.8869367628869,45.113063237113124,6.51087439159029
1629627,Williamson,508,579,543.9378050586253,35.06219494137474,6.445981536028814
1642349,Mitchell,184,205,192.69287741163245,12.307122588367548,6.386877857087844
1627742,Ingram,333,353,332.04862285047847,20.951377149521534,6.30971267778127
1629130,Robinson,663,770,724.6147504820877,45.38524951791226,6.263353989713499
1630572,Mamukelashvili,281,342,322.1634291021838,19.836570897816216,6.157281532631424
1626204,Nance Jr.,155,194,182.92314779731723,11.076852202682772,6.055434635648047
1641764,Podziemski,629,675,636.5092023629238,38.490797637076184,6.047161144344015
1627827,Finney-Smith,435,519,489.438905272516,29.561094727483976,6.039780248613894
1630167,Toppin,599,744,702.0303086611008,41.969691338899224,5.978321881248136
1631128,Braun,821,1041,983.44415826717,57.555841732830004,5.8524709028252655
1630643,Huff,305,395,373.3029433338221,21.6970566661779,5.812169159642548
1641716,Walker,360,415,392.3142154985361,22.6857845014639,5.78254006096497
1626157,Towns,1215,1420,1342.7687368152724,77.2312631847276,5.751638651605421
1630200,Jones,238,275,260.17299622013405,14.827003779865947,5.698879978505143
1630551,Champagnie,411,494,467.5906534232772,26.409346576722783,5.647950809938067
203957,Exum,134,151,143.00078802360463,7.999211976395372,5.593784586158447
1642366,Post,274,319,302.2665762128396,16.733423787160405,5.535963862487746
1641810,Reeves,248,277,262.59932589304486,14.400674106955137,5.483875184839041
1628386,Allen,640,904,857.1274363135947,46.87256368640533,5.468557768074821
1627751,Pöltl,168,200,189.90557946615357,10.094420533846431,5.3154664584149005
1628978,DiVincenzo,593,674,641.6428007804242,32.35719921957582,5.04286010091894
1628381,Collins,531,619,589.7812094385515,29.218790561448486,4.954166147070387
203081,Lillard,992,1085,1033.899612006232,51.10038799376798,4.942485515567135
1627780,Payton II,298,373,355.7493184001575,17.250681599842494,4.849098007113648
1630595,Cunningham,1457,1517,1447.2155538861957,69.78444611380428,4.821976775100645
1629599,Coffey,510,581,554.2856773846095,26.71432261539053,4.819585912012449
1642271,Filipowski,518,597,570.4323408186418,26.56765918135818,4.657452024671337
1626164,Booker,1420,1491,1424.8544642746904,66.14553572530963,4.642262838847336
1630560,Thomas,454,466,445.5541192033889,20.445880796611107,4.588855545676692
1642419,Battle,347,403,385.70365357984707,17.29634642015293,4.48434994486586
1630162,Edwards,1612,1762,1687.269058931937,74.73094106806298,4.429103727198751
204001,Porziņģis,574,657,629.522166595513,27.477833404487,4.3648645296229915
1629026,Williams,354,408,391.101494122012,16.898505877987986,4.320735902214976
203932,Gordon,497,603,578.2759070015295,24.724092998470496,4.275476454121158
1626167,Turner,811,936,898.4371548987588,37.56284510124124,4.180904928895639
1629655,Gafford,403,566,543.4447381325489,22.555261867451122,4.150416552158109
1641726,Lively II,191,268,257.37106390462037,10.628936095379629,4.129794016540432
1631103,Branham,190,208,199.95660271600573,8.043397283994267,4.022551368260842
1629021,Wagner,249,307,295.400527245421,11.599472754578983,3.926680021847716
1630557,Kispert,565,630,606.4724033361636,23.527596663836448,3.8794111224685124
1629673,Poole,1057,1149,1106.5554749548535,42.44452504514652,3.835730575511586
1629003,Milton,254,268,258.2237748845587,9.77622511544132,3.7859361557433275
203992,Bogdanović,486,519,500.36012765774996,18.639872342250044,3.72528386237866
1629638,Alexander-Walker,616,681,657.5084906053273,23.491509394672676,3.5728015686960704
1629622,Strus,373,443,427.77205843394876,15.227941566051243,3.5598178206453244
1630191,Stewart,315,369,356.43048776459165,12.569512235408354,3.526487604739905
1642272,McCain,274,303,292.75872830646756,10.24127169353244,3.498183221024049
1630230,Marshall,712,784,757.751340719555,26.248659280445054,3.4640155984895484
1626158,Holmes,139,180,174.09408723051104,5.905912769488964,3.3923488959049286
1630548,Juzang,475,526,508.874419501121,17.125580498879003,3.365377819912813
1628378,Mitchell,1320,1403,1358.28063077743,44.719369222570094,3.292348818482835
1630583,Aldama,648,746,722.5677152788003,23.43228472119972,3.2429143728092997
1631119,Williams,221,255,247.66331967617438,7.336680323825618,2.9623485261899902
1631107,Jović,377,422,409.86023230360667,12.139767696393335,2.9619214357411447
1630692,Goodwin,144,152,147.63955533190062,4.360444668099376,2.9534193083309384
1629014,Simons,1125,1173,1139.548288414453,33.451711585546946,2.935521256135486
1631222,LaRavia,337,380,369.34410300626564,10.655896993734359,2.8850787263730395
1629675,Reid,923,1027,998.2957602600761,28.704239739923878,2.875321335556158
202331,George,570,586,569.7064798223792,16.29352017762085,2.8599800344381596
202687,Biyombo,114,134,130.35696135028655,3.6430386497134464,2.7946422389378966
1628369,Tatum,1465,1574,1531.8027974225909,42.19720257740914,2.7547393894968826
1630558,Mitchell,476,530,516.0085385905663,13.991461409433668,2.7114734056370526
1629656,Grimes,823,930,905.9248370651367,24.07516293486333,2.6575202902765107
203468,McCollum,1000,1059,1032.20550053126,26.794499468740014,2.595846805358164
203482,Olynyk,268,301,293.40725581183483,7.59274418816517,2.58777455568069
203903,Clarkson,492,486,473.75205921276716,12.247940787232835,2.5853006221395534
1629611,Mann,413,470,458.52184751007195,11.47815248992805,2.5032891059318305
1631093,Ivey,413,443,432.23653467645045,10.763465323549553,2.490173679989754
1631255,Matković,230,287,280.13587490812984,6.864125091870164,2.4502754569962404
1629652,Dort,593,686,669.9886003400493,16.011399659950712,2.3897982374389426
1630598,Wiggins,728,840,821.0008080409237,18.999191959076256,2.314147395657041
1631223,Roddy,125,133,130.01988955795096,2.980110442049039,2.2920243448425177
202710,Butler,263,297,290.3505672249364,6.6494327750635875,2.2901315252458234
201144,Conley,468,501,489.88504527006114,11.114954729938859,2.2688857617512825
201935,Harden,1295,1297,1268.9757214098981,28.024278590101858,2.2084154986677333
1629632,White,1121,1232,1205.8268858965814,26.173114103418584,2.1705514036904052
1629674,Queta,203,264,258.44080657137584,5.559193428624155,2.1510426282710693
1629726,Mathews,257,289,282.9748819153674,6.025118084632595,2.1291984475322145
1629060,Hachimura,576,688,673.7223684216107,14.277631578389332,2.1192127581738425
1628420,Morris,195,197,192.97808017356323,4.021919826436772,2.0841221871404416
1628368,Fox,1163,1196,1171.6403921581261,24.359607841873867,2.0791009949728942
1642261,Knecht,557,642,629.0139459524972,12.986054047502762,2.0645064367808295
1628404,Hart,770,892,875.4047849488522,16.59521505114776,1.8957168591383455
1627824,Yabusele,563,668,656.8365099561418,11.163490043858246,1.6995816887198862
203937,Anderson,303,309,303.88130146109916,5.118698538900844,1.6844345703219916
1631105,Duren,546,756,743.596666457823,12.403333542177052,1.6680167383070414
1630590,Pippen Jr.,594,657,646.6115591686507,10.388440831349271,1.6065943483537781
1628415,Brooks,895,954,938.9789449187465,15.021055081253508,1.5997205438241107
1642345,Ighodaro,187,226,222.44466185404565,3.5553381459543516,1.5982951145557214
1641705,Wembanyama,857,958,943.3794554689623,14.620544531037694,1.5498036286717112
201950,Holiday,573,616,607.5859732573559,8.414026742644069,1.384826718310851
202691,Thompson,877,938,925.3064756074009,12.693524392599102,1.3718169070520774
1631117,Kessler,420,562,554.397582097678,7.602417902322031,1.3712910075557483
1631114,Williams,1168,1254,1237.7401987620044,16.25980123799559,1.313667287980616
202709,Joseph,154,163,160.9425752164216,2.057424783578398,1.2783516091349212
1627741,Hield,786,859,848.8176749943156,10.182325005684447,1.199587768936945
1630544,Mann,161,164,162.06131860600755,1.9386813939924536,1.1962567305393272
1627759,Brown,1118,1152,1138.486808811108,13.513191188892051,1.1869421072680182
1630702,Hardy,414,436,431.4584747237596,4.541525276240407,1.0525960240293952
1630241,Merrill,424,481,476.2134329591483,4.786567040851708,1.0051285113532709
1630170,Vassell,889,946,938.1500644012829,7.849935598717138,0.8367453703979835
1641732,Jones,129,134,132.96749033202985,1.032509667970146,0.7765070246280986
1628392,Hartenstein,480,558,554.093138247722,3.9068617522780187,0.705089890435072
1626171,Portis,595,619,614.920399444027,4.079600555973002,0.6634344746599352
1629111,Landale,152,173,171.9293826825547,1.0706173174453113,0.6227039693281297
1630215,Butler,453,466,463.2259364333651,2.7740635666348794,0.5988562729088892
1630193,Quickley,438,453,450.3437491631427,2.656250836857282,0.5898260925198495
203484,Caldwell-Pope,544,591,587.7348609851153,3.265139014884653,0.5555453106795102
1629684,Williams,123,135,134.65408267408012,0.3459173259198849,0.25689139915880116
1629614,Nembhard,539,545,543.8830650505233,1.116934949476672,0.20536269055297954
203507,Antetokounmpo,1319,1600,1598.4069637370317,1.593036262968326,0.09966393430897662
1629216,Vincent,420,445,444.822182722062,0.17781727793800428,0.039974822546312634
1629028,Ayton,468,536,536.1046803393597,-0.10468033935967469,-0.019526064206857704
203076,Davis,910,975,975.9899310429311,-0.9899310429310617,-0.1014283034242167
203944,Randle,939,1018,1019.5345967942418,-1.5345967942417928,-0.15051919708022696
1628436,Kornet,280,374,374.76040665801037,-0.7604066580103677,-0.20290420638331072
1628449,Boucher,370,434,434.9542995809639,-0.954299580963891,-0.21940175964823594
1628370,Monk,939,963,965.8581467193062,-2.8581467193062053,-0.2959175495738021
1642348,Edwards,378,413,414.2944566505135,-1.2944566505134958,-0.31244770603541966
1630166,Avdija,844,929,931.9817100572097,-2.981710057209739,-0.3199319070014407
1631133,Walker,229,264,264.8640399196663,-0.8640399196663111,-0.32621893773839494
1630541,Moody,568,618,621.4386776900693,-3.438677690069312,-0.5533405435023228
