actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,actionId,gameId,ABS_TIME,SHOT_CLOCK_APPROX,SHOT_CLOCK_SOURCE,shotValue,contest_score,contest_label,contest_reasons
86,PT03M35.00S,1,1610612744,GSW,201939,Curry,S. Curry,169,205,27,Missed,1,,,0,v,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,78,21500200,505,7.0,final_ft(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
107,PT02M00.00S,1,1610612744,GSW,201939,Curry,S. Curry,177,2,18,Missed,1,,,0,v,MISS Curry 18' Jump Shot,Missed Shot,Jump Shot,1,95,21500200,600,12.0,final_ft(24),2,-1,likely_open,subType: open-like
207,PT04M27.00S,2,1610612744,GSW,201939,Curry,S. Curry,4,56,6,Made,1,43.0,49.0,92,v,Curry 6' Pullup Jump Shot (9 PTS),Made Shot,Pullup Jump shot,1,198,21500200,1173,13.0,made_fg(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
229,PT02M26.00S,2,1610612744,GSW,201939,Curry,S. Curry,164,213,27,Missed,1,,,0,v,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,218,21500200,1294,0.0,made_fg(24),3,-1,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft), clock: late (<=5s)"
240,PT01M43.00S,2,1610612744,GSW,201939,Curry,S. Curry,6,0,1,Missed,1,,,0,v,MISS Curry 1' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,227,21500200,1337,18.0,def_reb(24),2,1,borderline,distance: at-rim/very close
276,PT11M30.00S,3,1610612744,GSW,201939,Curry,S. Curry,-160,3,16,Made,1,58.0,66.0,124,v,Curry 16' Fadeaway Jumper (11 PTS),Made Shot,Fadeaway Jump Shot,1,254,21500200,1470,8.0,turnover(24),2,4,likely_contested,"subType: contested-like, text: pressure-move, distance: mid-range"
279,PT10M47.00S,3,1610612744,GSW,201939,Curry,S. Curry,-217,70,23,Made,1,58.0,68.0,126,v,Curry 23' Step Back Jump Shot (13 PTS),Made Shot,Step Back Jump shot,1,257,21500200,1513,0.0,def_reb(24),2,4,likely_contested,"subType: contested-like, text: pressure-move, clock: late (<=5s)"
282,PT10M27.00S,3,1610612744,GSW,201939,Curry,S. Curry,32,249,25,Missed,1,,,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,260,21500200,1533,12.0,off_foul(24),3,-1,likely_open,subType: open-like
293,PT09M15.00S,3,1610612744,GSW,201939,Curry,S. Curry,30,254,26,Made,1,62.0,71.0,133,v,Curry 26' 3PT Jump Shot (16 PTS) (Barnes 3 AST),Made Shot,Jump Shot,1,271,21500200,1605,5.0,made_fg(24),3,0,likely_open,"subType: open-like, clock: late (<=5s)"
327,PT05M26.00S,3,1610612744,GSW,201939,Curry,S. Curry,14,11,2,Missed,1,,,0,v,MISS Curry 2' Layup,Missed Shot,Layup Shot,1,303,21500200,1834,19.0,turnover(24),2,1,borderline,distance: at-rim/very close
383,PT02M30.00S,3,1610612744,GSW,201939,Curry,S. Curry,225,90,24,Made,1,73.0,86.0,159,v,Curry 24' 3PT Jump Shot (19 PTS) (Barnes 4 AST),Made Shot,Jump Shot,1,354,21500200,2010,5.0,off_reb(14),3,0,likely_open,"subType: open-like, clock: late (<=5s)"
13,PT10M20.00S,1,1610612744,GSW,201939,Curry,S. Curry,150,205,25,Missed,1,,,0,h,MISS Curry 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,15,21500214,100,15.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
33,PT08M28.00S,1,1610612744,GSW,201939,Curry,S. Curry,-233,47,24,Made,1,8.0,5.0,13,h,Curry 24' 3PT Pullup Jump Shot (3 PTS) (Barnes 1 AST),Made Shot,Pullup Jump shot,1,32,21500214,212,1.0,made_fg(24),3,4,likely_contested,"subType: contested-like, text: pressure-move, coords: corner-3, clock: late (<=5s)"
57,PT05M35.00S,1,1610612744,GSW,201939,Curry,S. Curry,4,267,27,Missed,1,,,0,h,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,53,21500214,385,17.0,def_reb(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
78,PT03M44.00S,1,1610612744,GSW,201939,Curry,S. Curry,-6,11,1,Made,1,20.0,7.0,27,h,Curry 1' Driving Finger Roll Layup (5 PTS),Made Shot,Driving Finger Roll Layup Shot,1,72,21500214,496,19.0,def_reb(24),2,1,borderline,distance: at-rim/very close
80,PT03M19.00S,1,1610612744,GSW,201939,Curry,S. Curry,-184,180,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,75,21500214,521,17.0,turnover(24),3,-1,likely_open,subType: open-like
100,PT01M07.00S,1,1610612744,GSW,201939,Curry,S. Curry,115,144,18,Missed,1,,,0,h,MISS Curry 18' Jump Shot,Missed Shot,Jump Shot,1,95,21500214,653,11.0,made_fg(24),2,-1,likely_open,subType: open-like
106,PT00M46.00S,1,1610612744,GSW,201939,Curry,S. Curry,99,239,26,Made,1,30.0,11.0,41,h,Curry 26' 3PT Jump Shot (8 PTS) (Ezeli 1 AST),Made Shot,Jump Shot,1,101,21500214,674,16.0,def_reb(24),3,-1,likely_open,subType: open-like
109,PT00M13.80S,1,1610612744,GSW,201939,Curry,S. Curry,115,228,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,104,21500214,707,9.0,def_reb(24),3,-1,likely_open,subType: open-like
205,PT02M53.00S,2,1610612744,GSW,201939,Curry,S. Curry,24,164,17,Made,1,51.0,30.0,81,h,Curry 17' Jump Shot (10 PTS) (Green 3 AST),Made Shot,Jump Shot,1,193,21500214,1267,11.0,keep_clock(20),2,-1,likely_open,subType: open-like
207,PT02M19.00S,2,1610612744,GSW,201939,Curry,S. Curry,-79,106,13,Missed,1,,,0,h,MISS Curry 13' Turnaround Jump Shot,Missed Shot,Turnaround Jump Shot,1,195,21500214,1301,11.0,made_fg(24),2,1,borderline,distance: mid-range
229,PT00M00.90S,2,1610612744,GSW,201939,Curry,S. Curry,163,517,54,Missed,1,,,0,h,MISS Curry 54' 3PT Jump Shot,Missed Shot,Jump Shot,1,218,21500214,1440,23.0,made_fg(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
265,PT09M01.00S,3,1610612744,GSW,201939,Curry,S. Curry,64,26,7,Made,1,60.0,44.0,104,h,Curry 7' Turnaround Jump Shot (12 PTS),Made Shot,Turnaround Jump Shot,1,249,21500214,1619,9.0,final_ft(24),2,0,likely_open,
270,PT08M17.00S,3,1610612744,GSW,201939,Curry,S. Curry,-169,203,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,253,21500214,1663,6.0,jumpball(24),3,-1,likely_open,subType: open-like
279,PT07M11.00S,3,1610612744,GSW,201939,Curry,S. Curry,232,23,0,Made,1,63.0,44.0,107,h,Curry 3PT Pullup Jump Shot (15 PTS) (Green 4 AST),Made Shot,Pullup Jump shot,1,261,21500214,1729,1.0,def_reb(24),3,5,likely_contested,"subType: contested-like, text: pressure-move, distance: at-rim/very close, coords: corner-3, clock: late (<=5s)"
289,PT06M19.00S,3,1610612744,GSW,201939,Curry,S. Curry,1,7,1,Made,1,67.0,44.0,111,h,Curry 1' Running Finger Roll Layup (17 PTS),Made Shot,Running Finger Roll Layup Shot,1,270,21500214,1781,19.0,def_reb(24),2,1,borderline,distance: at-rim/very close
300,PT05M50.00S,3,1610612744,GSW,201939,Curry,S. Curry,-76,252,26,Missed,1,,,0,h,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,276,21500214,1810,8.0,def_reb(24),3,-1,likely_open,subType: open-like
323,PT03M25.00S,3,1610612744,GSW,201939,Curry,S. Curry,-1,26,3,Made,1,75.0,48.0,123,h,Curry 3' Driving Finger Roll Layup (19 PTS),Made Shot,Driving Finger Roll Layup Shot,1,302,21500214,1955,9.0,made_fg(24),2,1,borderline,distance: at-rim/very close
340,PT01M48.00S,3,1610612744,GSW,201939,Curry,S. Curry,-148,229,27,Missed,1,,,0,h,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,315,21500214,2052,16.0,def_reb(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
342,PT01M39.00S,3,1610612744,GSW,201939,Curry,S. Curry,9,21,2,Missed,1,,,0,h,MISS Curry 2' Layup,Missed Shot,Layup Shot,1,317,21500214,2061,6.0,off_reb(14),2,1,borderline,distance: at-rim/very close
352,PT01M02.00S,3,1610612744,GSW,201939,Curry,S. Curry,143,237,28,Made,1,85.0,53.0,138,h,Curry 28' 3PT Pullup Jump Shot (22 PTS),Made Shot,Pullup Jump shot,1,325,21500214,2098,3.0,made_fg(24),3,3,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft), clock: late (<=5s)"
357,PT00M32.60S,3,1610612744,GSW,201939,Curry,S. Curry,10,7,1,Made,1,87.0,55.0,142,h,Curry 1' Driving Finger Roll Layup (24 PTS),Made Shot,Driving Finger Roll Layup Shot,1,331,21500214,2128,20.0,made_fg(24),2,1,borderline,distance: at-rim/very close
14,PT10M27.00S,1,1610612744,GSW,201939,Curry,S. Curry,-235,7,24,Made,1,0.0,5.0,5,v,Curry 24' 3PT Jump Shot (3 PTS) (Green 1 AST),Made Shot,Jump Shot,1,18,21500236,93,10.0,off_reb(14),3,-2,likely_open,"subType: open-like, coords: corner-3, corner: catch/spot"
52,PT05M48.00S,1,1610612744,GSW,201939,Curry,S. Curry,-117,223,25,Made,1,10.0,24.0,34,v,Curry 25' 3PT Step Back Jump Shot (6 PTS),Made Shot,Step Back Jump shot,1,51,21500236,372,14.0,turnover(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
80,PT03M53.00S,1,1610612744,GSW,201939,Curry,S. Curry,204,149,25,Made,1,14.0,32.0,46,v,Curry 25' 3PT Jump Shot (12 PTS) (Green 3 AST),Made Shot,Jump Shot,1,79,21500236,487,12.0,made_fg(24),3,-1,likely_open,subType: open-like
110,PT01M52.00S,1,1610612744,GSW,201939,Curry,S. Curry,174,175,25,Made,1,19.0,39.0,58,v,Curry 25' 3PT Jump Shot (16 PTS),Made Shot,Jump Shot,1,105,21500236,608,10.0,off_reb(14),3,-1,likely_open,subType: open-like
115,PT01M03.00S,1,1610612744,GSW,201939,Curry,S. Curry,171,188,25,Missed,1,,,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,110,21500236,657,17.0,made_fg(24),3,-1,likely_open,subType: open-like
119,PT00M34.90S,1,1610612744,GSW,201939,Curry,S. Curry,182,170,25,Made,1,25.0,44.0,69,v,Curry 25' 3PT Jump Shot (19 PTS),Made Shot,Jump Shot,1,114,21500236,686,15.0,made_fg(24),3,-1,likely_open,subType: open-like
123,PT00M03.50S,1,1610612744,GSW,201939,Curry,S. Curry,-17,-1,2,Missed,1,,,0,v,MISS Curry 2' Driving Reverse Layup,Missed Shot,Driving Reverse Layup Shot,1,117,21500236,717,3.0,made_fg(24),2,4,likely_contested,"subType: contested-like, distance: at-rim/very close, clock: late (<=5s)"
195,PT06M07.00S,2,1610612744,GSW,201939,Curry,S. Curry,-138,213,25,Made,1,43.0,60.0,103,v,Curry 25' 3PT Jump Shot (22 PTS) (Green 5 AST),Made Shot,Jump Shot,1,176,21500236,1073,15.0,def_reb(24),3,-1,likely_open,subType: open-like
254,PT00M54.90S,2,1610612744,GSW,201939,Curry,S. Curry,27,2,3,Made,1,57.0,72.0,129,v,Curry 3' Running Finger Roll Layup (24 PTS),Made Shot,Running Finger Roll Layup Shot,1,229,21500236,1386,18.0,turnover(24),2,1,borderline,distance: at-rim/very close
259,PT00M34.90S,2,1610612744,GSW,201939,Curry,S. Curry,-142,229,27,Made,1,57.0,75.0,132,v,Curry 27' 3PT Pullup Jump Shot (27 PTS),Made Shot,Pullup Jump shot,1,234,21500236,1406,19.0,def_reb(24),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
263,PT00M00.10S,2,1610612744,GSW,201939,Curry,S. Curry,48,249,25,Missed,1,,,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,237,21500236,1440,18.0,def_reb(24),3,-1,likely_open,subType: open-like
292,PT09M54.00S,3,1610612744,GSW,201939,Curry,S. Curry,-101,249,27,Missed,1,,,0,v,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,261,21500236,1566,20.0,def_reb(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
330,PT06M20.00S,3,1610612744,GSW,201939,Curry,S. Curry,2,21,2,Made,1,70.0,84.0,154,v,Curry 2' Cutting Layup Shot (32 PTS) (Green 8 AST),Made Shot,Cutting Layup Shot,1,299,21500236,1780,10.0,made_fg(24),2,1,borderline,distance: at-rim/very close
338,PT05M53.00S,3,1610612744,GSW,201939,Curry,S. Curry,-97,219,24,Missed,1,,,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,307,21500236,1807,17.0,def_reb(24),3,-1,likely_open,subType: open-like
342,PT05M35.00S,3,1610612744,GSW,201939,Curry,S. Curry,-17,7,2,Missed,1,,,0,v,MISS Curry 2' Layup,Missed Shot,Layup Shot,1,311,21500236,1825,18.0,def_reb(24),2,1,borderline,distance: at-rim/very close
344,PT05M31.00S,3,1610612744,GSW,201939,Curry,S. Curry,217,110,24,Made,1,70.0,88.0,158,v,Curry 24' 3PT Jump Shot (36 PTS) (Iguodala 2 AST),Made Shot,Jump Shot,1,313,21500236,1829,12.0,off_reb(14),3,-1,likely_open,subType: open-like
370,PT02M29.00S,3,1610612744,GSW,201939,Curry,S. Curry,-227,-11,0,Missed,1,,,0,v,MISS Curry 3PT Jump Shot,Missed Shot,Jump Shot,1,335,21500236,2011,2.0,def_reb(24),3,0,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot, clock: late (<=5s)"
372,PT02M24.00S,3,1610612744,GSW,201939,Curry,S. Curry,-197,160,25,Made,1,77.0,98.0,175,v,Curry 25' 3PT Jump Shot (39 PTS) (Ezeli 2 AST),Made Shot,Jump Shot,1,337,21500236,2016,11.0,off_reb(14),3,-1,likely_open,subType: open-like
402,PT00M55.90S,3,1610612744,GSW,201939,Curry,S. Curry,-102,232,25,Missed,1,,,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,365,21500236,2105,16.0,made_fg(24),3,-1,likely_open,subType: open-like
415,PT00M00.10S,3,1610612744,GSW,201939,Curry,S. Curry,-212,382,44,Missed,1,,,0,v,MISS Curry 44' 3PT Jump Shot,Missed Shot,Jump Shot,1,376,21500236,2160,20.0,final_ft(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
5,PT11M14.00S,1,1610612744,GSW,201939,Curry,S. Curry,9,247,25,Missed,1,,,0,h,MISS Curry 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,6,21500245,46,2.0,made_fg(24),3,4,likely_contested,"subType: contested-like, text: pressure-move, clock: late (<=5s)"
17,PT10M00.00S,1,1610612744,GSW,201939,Curry,S. Curry,-12,16,2,Made,1,2.0,5.0,7,h,Curry 2' Running Reverse Layup (2 PTS) (Green 1 AST),Made Shot,Running Reverse Layup Shot,1,22,21500245,120,19.0,turnover(24),2,1,borderline,distance: at-rim/very close
28,PT08M15.00S,1,1610612744,GSW,201939,Curry,S. Curry,51,257,26,Missed,1,,,0,h,MISS Curry 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,32,21500245,225,9.0,made_fg(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
63,PT05M18.00S,1,1610612744,GSW,201939,Curry,S. Curry,-202,149,25,Made,1,11.0,16.0,27,h,Curry 25' 3PT Pullup Jump Shot (5 PTS) (Bogut 1 AST),Made Shot,Pullup Jump shot,1,63,21500245,402,14.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
84,PT03M04.00S,1,1610612744,GSW,201939,Curry,S. Curry,158,193,25,Made,1,17.0,20.0,37,h,Curry 25' 3PT Step Back Jump Shot (8 PTS),Made Shot,Step Back Jump shot,1,85,21500245,536,15.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
112,PT00M57.30S,1,1610612744,GSW,201939,Curry,S. Curry,82,242,26,Made,1,26.0,27.0,53,h,Curry 26' 3PT Jump Shot (15 PTS) (Ezeli 1 AST),Made Shot,Jump Shot,1,107,21500245,663,16.0,made_fg(24),3,-1,likely_open,subType: open-like
316,PT06M44.00S,3,1610612744,GSW,201939,Curry,S. Curry,-66,254,26,Missed,1,,,0,h,MISS Curry 26' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,301,21500245,1756,14.0,made_fg(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
6,PT11M12.00S,1,1610612744,GSW,201939,Curry,S. Curry,212,149,26,Made,1,2.0,3.0,5,v,Curry 26' 3PT Jump Shot (3 PTS) (Green 1 AST),Made Shot,Jump Shot,1,6,21500259,48,6.0,made_fg(24),3,-1,likely_open,subType: open-like
27,PT09M10.00S,1,1610612744,GSW,201939,Curry,S. Curry,156,46,16,Made,1,7.0,5.0,12,v,Curry 16' Jump Shot (5 PTS),Made Shot,Jump Shot,1,23,21500259,170,15.0,turnover(24),2,0,likely_open,"subType: open-like, distance: mid-range"
39,PT07M27.00S,1,1610612744,GSW,201939,Curry,S. Curry,164,175,24,Missed,1,,,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,34,21500259,273,14.0,made_fg(24),3,-1,likely_open,subType: open-like
60,PT05M06.00S,1,1610612744,GSW,201939,Curry,S. Curry,32,7,3,Made,1,13.0,15.0,28,v,Curry 3' Finger Roll Layup (7 PTS),Made Shot,Finger Roll Layup Shot,1,52,21500259,414,5.0,made_fg(24),2,2,likely_contested,"distance: at-rim/very close, clock: late (<=5s)"
83,PT03M01.00S,1,1610612744,GSW,201939,Curry,S. Curry,28,11,3,Missed,1,,,0,v,MISS Curry 3' Finger Roll Layup,Missed Shot,Finger Roll Layup Shot,1,71,21500259,539,13.0,def_reb(24),2,1,borderline,distance: at-rim/very close
97,PT02M00.00S,1,1610612744,GSW,201939,Curry,S. Curry,38,0,4,Missed,1,,,0,v,MISS Curry 4' Jump Shot,Missed Shot,Jump Shot,1,82,21500259,600,10.0,def_reb(24),2,0,likely_open,"subType: open-like, distance: at-rim/very close"
218,PT04M29.00S,2,1610612744,GSW,201939,Curry,S. Curry,-24,0,2,Missed,1,,,0,v,MISS Curry 2' Finger Roll Layup,Missed Shot,Finger Roll Layup Shot,1,188,21500259,1171,,stale_reset(14),2,1,borderline,distance: at-rim/very close
254,PT01M24.00S,2,1610612744,GSW,201939,Curry,S. Curry,-47,257,26,Missed,1,,,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,219,21500259,1356,17.0,keep_clock(22),3,-1,likely_open,subType: open-like
282,PT11M12.00S,3,1610612744,GSW,201939,Curry,S. Curry,25,-6,3,Made,1,48.0,57.0,105,v,Curry 3' Reverse Layup (11 PTS) (Bogut 3 AST),Made Shot,Reverse Layup Shot,1,245,21500259,1488,12.0,def_reb(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
303,PT08M02.00S,3,1610612744,GSW,201939,Curry,S. Curry,-192,-11,19,Missed,1,,,0,v,MISS Curry 19' Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,266,21500259,1678,16.0,made_fg(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
337,PT04M21.00S,3,1610612744,GSW,201939,Curry,S. Curry,-204,156,26,Missed,1,,,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,1,299,21500259,1899,9.0,made_fg(24),3,-1,likely_open,subType: open-like
349,PT03M10.00S,3,1610612744,GSW,201939,Curry,S. Curry,-20,13,2,Missed,1,,,0,v,MISS Curry 2' Layup,Missed Shot,Layup Shot,1,310,21500259,1970,20.0,turnover(24),2,1,borderline,distance: at-rim/very close
356,PT02M34.00S,3,1610612744,GSW,201939,Curry,S. Curry,-173,178,25,Made,1,71.0,76.0,147,v,Curry 25' 3PT Jump Shot (14 PTS) (Iguodala 2 AST),Made Shot,Jump Shot,1,316,21500259,2006,10.0,made_fg(24),3,-1,likely_open,subType: open-like
363,PT00M52.10S,3,1610612744,GSW,201939,Curry,S. Curry,19,-6,2,Made,1,75.0,83.0,158,v,Curry 2' Layup (16 PTS) (Green 7 AST),Made Shot,Layup Shot,1,323,21500259,2108,7.0,made_fg(24),2,1,borderline,distance: at-rim/very close
434,PT06M20.00S,4,1610612744,GSW,201939,Curry,S. Curry,119,208,24,Made,1,90.0,90.0,180,v,Curry 24' 3PT Jump Shot (19 PTS),Made Shot,Jump Shot,1,394,21500259,2500,18.0,def_reb(24),3,-1,likely_open,subType: open-like
457,PT02M24.00S,4,1610612744,GSW,201939,Curry,S. Curry,-20,254,25,Missed,1,,,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,415,21500259,2736,15.0,made_fg(24),3,-1,likely_open,subType: open-like
464,PT01M46.00S,4,1610612744,GSW,201939,Curry,S. Curry,-125,175,22,Made,1,99.0,99.0,198,v,Curry 22' Step Back Jump Shot (21 PTS),Made Shot,Step Back Jump shot,1,421,21500259,2774,4.0,final_ft(24),2,4,likely_contested,"subType: contested-like, text: pressure-move, clock: late (<=5s)"
466,PT01M29.00S,4,1610612744,GSW,201939,Curry,S. Curry,2,7,1,Missed,1,,,0,v,MISS Curry 1' Running Layup,Missed Shot,Running Layup Shot,1,424,21500259,2791,21.0,turnover(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
483,PT00M51.90S,4,1610612744,GSW,201939,Curry,S. Curry,-205,165,26,Made,1,101.0,104.0,205,v,Curry 26' 3PT Step Back Jump Shot (24 PTS),Made Shot,Step Back Jump shot,1,436,21500259,2829,12.0,final_ft(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
487,PT00M16.90S,4,1610612744,GSW,201939,Curry,S. Curry,120,198,23,Missed,1,,,0,v,MISS Curry 23' Jump Shot,Missed Shot,Jump Shot,1,439,21500259,2864,3.0,made_fg(24),2,0,likely_open,"subType: open-like, clock: late (<=5s)"
14,PT10M42.00S,1,1610612744,GSW,201939,Curry,S. Curry,-238,11,24,Missed,1,,,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,1,13,21500268,78,5.0,made_fg(24),3,-1,likely_open,"subType: open-like, coords: corner-3, corner: catch/spot, clock: late (<=5s)"
61,PT05M44.00S,1,1610612744,GSW,201939,Curry,S. Curry,218,116,25,Made,1,11.0,23.0,34,v,Curry 25' 3PT Pullup Jump Shot (3 PTS),Made Shot,Pullup Jump shot,1,58,21500268,376,14.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
63,PT05M21.00S,1,1610612744,GSW,201939,Curry,S. Curry,19,301,30,Made,1,13.0,26.0,39,v,Curry 30' 3PT Pullup Jump Shot (6 PTS),Made Shot,Pullup Jump shot,1,60,21500268,399,16.0,made_fg(24),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
66,PT04M57.00S,1,1610612744,GSW,201939,Curry,S. Curry,104,291,31,Missed,1,,,0,v,MISS Curry 31' 3PT Jump Shot,Missed Shot,Jump Shot,1,63,21500268,423,18.0,def_reb(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
119,PT00M37.90S,1,1610612744,GSW,201939,Curry,S. Curry,12,252,25,Missed,1,,,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,1,113,21500268,683,11.0,final_ft(24),3,-1,likely_open,subType: open-like
226,PT03M18.00S,2,1610612744,GSW,201939,Curry,S. Curry,9,26,3,Made,1,40.0,50.0,90,v,Curry 3' Driving Layup (8 PTS),Made Shot,Driving Layup Shot,1,211,21500268,1242,20.0,def_reb(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
236,PT02M18.00S,2,1610612744,GSW,201939,Curry,S. Curry,232,18,0,Made,1,42.0,56.0,98,v,Curry 3PT Jump Shot (12 PTS) (Green 7 AST),Made Shot,Jump Shot,1,221,21500268,1302,12.0,made_fg(24),3,-1,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot"
270,PT10M11.00S,3,1610612744,GSW,201939,Curry,S. Curry,14,13,2,Made,1,55.0,65.0,120,v,Curry 2' Driving Layup (14 PTS),Made Shot,Driving Layup Shot,1,251,21500268,1549,8.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
287,PT08M14.00S,3,1610612744,GSW,201939,Curry,S. Curry,-11,11,2,Made,1,55.0,67.0,122,v,Curry 2' Driving Layup (16 PTS),Made Shot,Driving Layup Shot,1,270,21500268,1666,6.0,off_foul(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
310,PT05M56.00S,3,1610612744,GSW,201939,Curry,S. Curry,-29,129,13,Missed,1,,,0,v,MISS Curry 13' Jump Shot,Missed Shot,Jump Shot,1,292,21500268,1804,3.0,made_fg(24),2,1,borderline,"subType: open-like, distance: mid-range, clock: late (<=5s)"
321,PT04M55.00S,3,1610612744,GSW,201939,Curry,S. Curry,-9,3,1,Made,1,64.0,74.0,138,v,Curry 1' Driving Layup (21 PTS) (Iguodala 1 AST),Made Shot,Driving Layup Shot,1,303,21500268,1865,7.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
329,PT03M59.00S,3,1610612744,GSW,201939,Curry,S. Curry,-235,16,24,Made,1,64.0,77.0,141,v,Curry 24' 3PT Jump Shot (24 PTS) (Bogut 2 AST),Made Shot,Jump Shot,1,311,21500268,1921,10.0,off_reb(14),3,-2,likely_open,"subType: open-like, coords: corner-3, corner: catch/spot"
349,PT02M34.00S,3,1610612744,GSW,201939,Curry,S. Curry,-9,16,2,Made,1,66.0,79.0,145,v,Curry 2' Running Layup (26 PTS) (Green 9 AST),Made Shot,Running Layup Shot,1,330,21500268,2006,19.0,turnover(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
358,PT01M53.00S,3,1610612744,GSW,201939,Curry,S. Curry,-63,242,25,Made,1,66.0,82.0,148,v,Curry 25' 3PT Jump Shot (29 PTS) (Iguodala 2 AST),Made Shot,Jump Shot,1,339,21500268,2047,10.0,def_reb(24),3,-1,likely_open,subType: open-like
360,PT01M29.00S,3,1610612744,GSW,201939,Curry,S. Curry,143,262,30,Made,1,68.0,85.0,153,v,Curry 30' 3PT Pullup Jump Shot (32 PTS),Made Shot,Pullup Jump shot,1,341,21500268,2071,18.0,made_fg(24),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
362,PT00M58.30S,3,1610612744,GSW,201939,Curry,S. Curry,9,8,1,Made,1,70.0,87.0,157,v,Curry 1' Driving Layup (34 PTS),Made Shot,Driving Layup Shot,1,343,21500268,2102,13.0,made_fg(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
