actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,actionId,gameId,ABS_TIME,SHOT_CLOCK_APPROX,SHOT_CLOCK_SOURCE,shotValue,contest_score,contest_label,contest_reasons
200,PT03M11.00S,2,1610612744,GSW,201939,Curry,S. Curry,-168,203,26,Made,1,44.0,26.0,70,h,Curry 26' 3PT Step Back Jump Shot (11 PTS),Made Shot,Step Back Jump shot,0,191,21300040,1249,12.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
220,PT01M32.00S,2,1610612744,GSW,201939,Curry,S. Curry,-174,224,28,Made,1,52.0,31.0,83,h,Curry 28' 3PT Pullup Jump Shot (14 PTS),Made Shot,Pullup Jump shot,0,208,21300040,1348,4.0,made_fg(24),3,3,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft), clock: late (<=5s)"
298,PT06M12.00S,3,1610612744,GSW,201939,Curry,S. Curry,193,181,26,Made,1,71.0,44.0,115,h,Curry 26' 3PT Pullup Jump Shot (17 PTS),Made Shot,Pullup Jump shot,0,280,21300040,1788,18.0,def_reb(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
317,PT04M13.00S,3,1610612744,GSW,201939,Curry,S. Curry,-49,274,28,Missed,1,0.0,0.0,0,h,MISS Curry 28' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,0,300,21300040,1907,19.0,turnover(24),3,2,likely_contested,"subType: contested-like, text: pressure-move, distance: deep above-break 3 (>=27ft)"
326,PT03M13.00S,3,1610612744,GSW,201939,Curry,S. Curry,-21,11,2,Missed,1,0.0,0.0,0,h,MISS Curry 2' Layup,Missed Shot,Layup Shot,0,310,21300040,1967,9.0,made_fg(24),2,1,borderline,distance: at-rim/very close
371,PT00M03.30S,3,1610612744,GSW,201939,Curry,S. Curry,-106,151,18,Made,1,79.0,59.0,138,h,Curry 18' Pullup Jump Shot (19 PTS) (Douglas 3 AST),Made Shot,Pullup Jump shot,0,347,21300040,2157,6.0,def_foul_14(14),2,3,likely_contested,"subType: contested-like, text: pressure-move"
460,PT04M26.00S,4,1610612744,GSW,201939,Curry,S. Curry,88,34,9,Made,1,92.0,74.0,166,h,Curry 9' Floating Jump Shot (21 PTS) (Lee 3 AST),Made Shot,Floating Jump shot,0,426,21300040,2614,10.0,final_ft(24),2,3,likely_contested,"subType: contested-like, distance: mid-range"
25,PT09M51.00S,1,1610612744,GSW,201939,Curry,S. Curry,-193,-10,19,Made,1,7.0,7.0,14,v,Curry 19' Step Back Jump Shot (2 PTS),Made Shot,Step Back Jump shot,0,21,21300048,129,12.0,made_fg(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
39,PT08M17.00S,1,1610612744,GSW,201939,Curry,S. Curry,-35,186,19,Made,1,12.0,12.0,24,v,Curry 19' Pullup Jump Shot (4 PTS),Made Shot,Pullup Jump shot,0,34,21300048,223,19.0,made_fg(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
70,PT05M41.00S,1,1610612744,GSW,201939,Curry,S. Curry,28,-10,3,Made,1,12.0,21.0,33,v,Curry 3' Driving Finger Roll Layup (6 PTS),Made Shot,Driving Finger Roll Layup Shot,0,67,21300048,379,15.0,turnover(24),2,1,borderline,distance: at-rim/very close
86,PT04M08.00S,1,1610612744,GSW,201939,Curry,S. Curry,-232,0,0,Missed,1,0.0,0.0,0,v,MISS Curry  3PT Jump Shot,Missed Shot,Jump Shot,0,83,21300048,472,7.0,made_fg(24),3,-1,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot"
204,PT07M35.00S,2,1610612744,GSW,201939,Curry,S. Curry,-237,-19,24,Missed,1,0.0,0.0,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,0,187,21300048,985,12.0,off_reb(14),3,-2,likely_open,"subType: open-like, coords: corner-3, corner: catch/spot"
211,PT06M48.00S,2,1610612744,GSW,201939,Curry,S. Curry,36,260,26,Missed,1,0.0,0.0,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,195,21300048,1032,6.0,keep_clock(21),3,-1,likely_open,subType: open-like
252,PT03M39.00S,2,1610612744,GSW,201939,Curry,S. Curry,-112,257,28,Missed,1,0.0,0.0,0,v,MISS Curry 28' 3PT Jump Shot,Missed Shot,Jump Shot,0,233,21300048,1221,11.0,final_ft(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
266,PT02M21.00S,2,1610612744,GSW,201939,Curry,S. Curry,12,244,24,Missed,1,0.0,0.0,0,v,MISS Curry 24' 3PT Jump Shot,Missed Shot,Jump Shot,0,248,21300048,1299,19.0,def_reb(24),3,-1,likely_open,subType: open-like
290,PT00M52.90S,2,1610612744,GSW,201939,Curry,S. Curry,-207,151,26,Missed,1,0.0,0.0,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,269,21300048,1388,14.0,made_fg(24),3,-1,likely_open,subType: open-like
309,PT11M37.00S,3,1610612744,GSW,201939,Curry,S. Curry,138,124,19,Made,1,42.0,68.0,110,v,Curry 19' Pullup Jump Shot (9 PTS),Made Shot,Pullup Jump shot,0,287,21300048,1463,19.0,def_reb(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
311,PT11M08.00S,3,1610612744,GSW,201939,Curry,S. Curry,7,249,25,Made,1,44.0,71.0,115,v,Curry 25' 3PT Jump Shot (12 PTS) (Iguodala 2 AST),Made Shot,Jump Shot,0,289,21300048,1492,6.0,made_fg(24),3,-1,likely_open,subType: open-like
314,PT10M47.00S,3,1610612744,GSW,201939,Curry,S. Curry,-11,1,1,Made,1,44.0,73.0,117,v,Curry 1' Reverse Layup (14 PTS),Made Shot,Reverse Layup Shot,0,292,21300048,1513,21.0,def_reb(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
336,PT08M17.00S,3,1610612744,GSW,201939,Curry,S. Curry,152,113,19,Missed,1,0.0,0.0,0,v,MISS Curry 19' Jump Shot,Missed Shot,Jump Shot,0,315,21300048,1663,9.0,made_fg(24),2,-1,likely_open,subType: open-like
372,PT05M22.00S,3,1610612744,GSW,201939,Curry,S. Curry,23,257,26,Made,1,55.0,87.0,142,v,Curry 26' 3PT Jump Shot (18 PTS) (Bogut 3 AST),Made Shot,Jump Shot,0,350,21300048,1838,10.0,final_ft(24),3,-1,likely_open,subType: open-like
379,PT04M28.00S,3,1610612744,GSW,201939,Curry,S. Curry,-8,7,1,Missed,1,0.0,0.0,0,v,MISS Curry 1' Tip Shot,Missed Shot,Tip Shot,0,359,21300048,1892,9.0,turnover(24),2,1,borderline,distance: at-rim/very close
420,PT01M43.00S,3,1610612744,GSW,201939,Curry,S. Curry,211,140,25,Missed,1,0.0,0.0,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,395,21300048,2057,18.0,turnover(24),3,-1,likely_open,subType: open-like
31,PT08M20.00S,1,1610612744,GSW,201939,Curry,S. Curry,-226,12,0,Missed,1,0.0,0.0,0,v,MISS Curry  3PT Jump Shot,Missed Shot,Jump Shot,0,32,21300067,220,18.0,def_reb(24),3,-1,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot"
37,PT07M52.00S,1,1610612744,GSW,201939,Curry,S. Curry,-224,123,26,Missed,1,0.0,0.0,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,37,21300067,248,10.0,final_ft(24),3,-1,likely_open,subType: open-like
72,PT04M05.00S,1,1610612744,GSW,201939,Curry,S. Curry,12,-2,1,Made,1,20.0,18.0,38,v,Curry 1' Driving Layup (2 PTS) (Lee 1 AST),Made Shot,Driving Layup Shot,0,75,21300067,475,19.0,turnover(24),2,3,likely_contested,"subType: contested-like, distance: at-rim/very close"
76,PT02M55.00S,1,1610612744,GSW,201939,Curry,S. Curry,-52,175,18,Missed,1,0.0,0.0,0,v,MISS Curry 18' Jump Shot,Missed Shot,Jump Shot,0,79,21300067,545,11.0,made_fg(24),2,-1,likely_open,subType: open-like
229,PT04M10.00S,2,1610612744,GSW,201939,Curry,S. Curry,43,39,6,Missed,1,0.0,0.0,0,v,MISS Curry 6' Running Jump Shot,Missed Shot,Running Jump Shot,0,219,21300067,1190,17.0,def_reb(24),2,-1,likely_open,subType: open-like
289,PT10M33.00S,3,1610612744,GSW,201939,Curry,S. Curry,18,219,22,Made,1,52.0,54.0,106,v,Curry 22' Jump Shot (5 PTS),Made Shot,Jump Shot,0,269,21300067,1527,14.0,made_fg(24),2,-1,likely_open,subType: open-like
357,PT04M18.00S,3,1610612744,GSW,201939,Curry,S. Curry,95,233,25,Missed,1,0.0,0.0,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,331,21300067,1902,8.0,made_fg(24),3,-1,likely_open,subType: open-like
389,PT02M51.00S,3,1610612744,GSW,201939,Curry,S. Curry,-119,58,13,Missed,1,0.0,0.0,0,v,MISS Curry 13' Jump Shot,Missed Shot,Jump Shot,0,363,21300067,1989,20.0,def_reb(24),2,0,likely_open,"subType: open-like, distance: mid-range"
37,PT08M46.00S,1,1610612744,GSW,201939,Curry,S. Curry,-35,184,19,Missed,1,0.0,0.0,0,v,MISS Curry 19' Floating Jump Shot,Missed Shot,Floating Jump shot,0,36,21300091,194,14.0,final_ft(24),2,2,likely_contested,subType: contested-like
56,PT07M11.00S,1,1610612744,GSW,201939,Curry,S. Curry,-4,257,26,Made,1,10.0,11.0,21,v,Curry 26' 3PT Jump Shot (5 PTS) (Thompson 1 AST),Made Shot,Jump Shot,0,54,21300091,289,9.0,made_fg(24),3,-1,likely_open,subType: open-like
90,PT04M07.00S,1,1610612744,GSW,201939,Curry,S. Curry,-152,34,16,Made,1,17.0,20.0,37,v,Curry 16' Step Back Jump Shot (9 PTS),Made Shot,Step Back Jump shot,0,82,21300091,473,6.0,def_reb(24),2,4,likely_contested,"subType: contested-like, text: pressure-move, distance: mid-range"
96,PT02M56.00S,1,1610612744,GSW,201939,Curry,S. Curry,111,238,26,Missed,1,0.0,0.0,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,88,21300091,544,4.0,made_fg(24),3,0,likely_open,"subType: open-like, clock: late (<=5s)"
197,PT05M25.00S,2,1610612744,GSW,201939,Curry,S. Curry,231,-13,0,Made,1,44.0,39.0,83,v,Curry  3PT Jump Shot (12 PTS) (Thompson 2 AST),Made Shot,Jump Shot,0,177,21300091,1115,13.0,turnover(24),3,-1,likely_open,"subType: open-like, distance: at-rim/very close, coords: corner-3, corner: catch/spot"
231,PT02M19.00S,2,1610612744,GSW,201939,Curry,S. Curry,124,3,12,Made,1,54.0,44.0,98,v,Curry 12' Turnaround Jump Shot (14 PTS),Made Shot,Turnaround Jump Shot,0,209,21300091,1301,16.0,turnover(24),2,1,borderline,distance: mid-range
235,PT01M53.00S,2,1610612744,GSW,201939,Curry,S. Curry,-202,164,26,Missed,1,0.0,0.0,0,v,MISS Curry 26' 3PT Jump Shot,Missed Shot,Jump Shot,0,212,21300091,1327,17.0,def_reb(24),3,-1,likely_open,subType: open-like
255,PT00M52.60S,2,1610612744,GSW,201939,Curry,S. Curry,-18,246,25,Made,1,54.0,50.0,104,v,Curry 25' 3PT Jump Shot (17 PTS),Made Shot,Jump Shot,0,230,21300091,1388,19.0,turnover(24),3,-1,likely_open,subType: open-like
257,PT00M32.90S,2,1610612744,GSW,201939,Curry,S. Curry,-158,102,19,Missed,1,0.0,0.0,0,v,MISS Curry 19' Step Back Jump Shot,Missed Shot,Step Back Jump shot,0,232,21300091,1408,15.0,turnover(24),2,3,likely_contested,"subType: contested-like, text: pressure-move"
264,PT00M00.50S,2,1610612744,GSW,201939,Curry,S. Curry,228,184,29,Missed,1,0.0,0.0,0,v,MISS Curry 29' 3PT Jump Shot,Missed Shot,Jump Shot,0,238,21300091,1440,18.0,def_reb(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
280,PT09M49.00S,3,1610612744,GSW,201939,Curry,S. Curry,40,7,4,Missed,1,0.0,0.0,0,v,MISS Curry 4' Jump Shot,Missed Shot,Jump Shot,0,252,21300091,1571,9.0,off_reb(14),2,0,likely_open,"subType: open-like, distance: at-rim/very close"
293,PT08M50.00S,3,1610612744,GSW,201939,Curry,S. Curry,127,233,27,Missed,1,0.0,0.0,0,v,MISS Curry 27' 3PT Jump Shot,Missed Shot,Jump Shot,0,265,21300091,1630,12.0,final_ft(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
301,PT07M45.00S,3,1610612744,GSW,201939,Curry,S. Curry,-196,154,25,Made,1,68.0,67.0,135,v,Curry 25' 3PT Jump Shot (20 PTS) (Iguodala 4 AST),Made Shot,Jump Shot,0,274,21300091,1695,19.0,def_reb(24),3,-1,likely_open,subType: open-like
327,PT05M37.00S,3,1610612744,GSW,201939,Curry,S. Curry,204,140,25,Missed,1,0.0,0.0,0,v,MISS Curry 25' 3PT Jump Shot,Missed Shot,Jump Shot,0,300,21300091,1823,11.0,keep_clock(19),3,-1,likely_open,subType: open-like
393,PT00M00.50S,3,1610612744,GSW,201939,Curry,S. Curry,214,512,55,Missed,1,0.0,0.0,0,v,MISS Curry 55' 3PT Jump Shot,Missed Shot,Jump Shot,0,352,21300091,2160,24.0,final_ft(24),3,-2,likely_open,"subType: open-like, distance: deep above-break 3 (>=27ft)"
416,PT09M57.00S,4,1610612744,GSW,201939,Curry,S. Curry,-139,154,21,Made,1,92.0,80.0,172,v,Curry 21' Jump Shot (22 PTS),Made Shot,Jump Shot,0,374,21300091,2283,16.0,def_reb(24),2,-1,likely_open,subType: open-like
425,PT09M00.00S,4,1610612744,GSW,201939,Curry,S. Curry,-87,75,11,Missed,1,0.0,0.0,0,v,MISS Curry 11' Jump Shot,Missed Shot,Jump Shot,0,383,21300091,2340,9.0,keep_clock(24),2,0,likely_open,"subType: open-like, distance: mid-range"
464,PT06M15.00S,4,1610612744,GSW,201939,Curry,S. Curry,-19,22,3,Missed,1,0.0,0.0,0,v,MISS Curry 3' Layup,Missed Shot,Layup Shot,0,419,21300091,2505,13.0,made_fg(24),2,1,borderline,distance: at-rim/very close
22,PT09M09.00S,1,1610612744,GSW,201939,Curry,S. Curry,-168,12,17,Made,1,11.0,2.0,13,h,Curry 17' Pullup Jump Shot (2 PTS) (Iguodala 2 AST),Made Shot,Pullup Jump shot,0,22,21300109,171,10.0,off_reb(14),2,3,likely_contested,"subType: contested-like, text: pressure-move"
56,PT05M19.00S,1,1610612744,GSW,201939,Curry,S. Curry,-232,26,0,Missed,1,0.0,0.0,0,h,MISS Curry  3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,0,51,21300109,401,9.0,final_ft(24),3,4,likely_contested,"subType: contested-like, text: pressure-move, distance: at-rim/very close, coords: corner-3"
69,PT04M16.00S,1,1610612744,GSW,201939,Curry,S. Curry,-2,94,9,Missed,1,0.0,0.0,0,h,MISS Curry 9' Floating Jump Shot,Missed Shot,Floating Jump shot,0,62,21300109,464,,stale_reset(14),2,3,likely_contested,"subType: contested-like, distance: mid-range"
74,PT03M09.00S,1,1610612744,GSW,201939,Curry,S. Curry,-231,53,24,Made,1,27.0,14.0,41,h,Curry 24' 3PT Pullup Jump Shot (7 PTS) (Iguodala 3 AST),Made Shot,Pullup Jump shot,0,67,21300109,531,,stale_reset(24),3,3,likely_contested,"subType: contested-like, text: pressure-move"
207,PT03M56.00S,2,1610612744,GSW,201939,Curry,S. Curry,-59,86,10,Made,1,51.0,32.0,83,h,Curry 10' Running Bank Shot (11 PTS),Made Shot,Running Bank shot,0,182,21300109,1204,19.0,turnover(24),2,1,borderline,distance: mid-range
