iter	Logloss
298	0.6333658321
299	0.6333532592
300	0.6333368717
301	0.6333261564
302	0.633313885
303	0.6332992861
304	0.6332858591
305	0.6332745446
306	0.6332556423
307	0.633246817
308	0.6332308518
309	0.633218273
310	0.6332043524
311	0.6331852433
312	0.6331741987
313	0.6331620386
314	0.6331444693
315	0.6331280964
316	0.633115404
317	0.6331065428
318	0.6330904356
319	0.6330705375
320	0.6330588362
321	0.633045875
322	0.6330312479
323	0.6330167656
324	0.6330051038
325	0.6329896934
326	0.6329753305
327	0.6329622574
328	0.6329511343
329	0.6329392182
330	0.6329220941
331	0.632907753
332	0.6328962706
333	0.6328858325
334	0.6328726542
335	0.6328602832
336	0.6328465265
337	0.6328313475
338	0.6328205116
339	0.6328085355
340	0.6327907749
341	0.6327757115
342	0.632765249
343	0.6327531456
344	0.6327389254
345	0.6327261356
346	0.6327145121
347	0.6327052335
348	0.6326897763
349	0.6326792283
350	0.6326694267
351	0.6326583861
352	0.6326425967
353	0.6326325307
354	0.6326222152
355	0.6326096543
356	0.6325950949
357	0.632581468
358	0.6325666776
359	0.6325534628
360	0.6325361399
361	0.6325284228
362	0.6325151847
363	0.632500438
364	0.6324826462
365	0.6324677525
366	0.6324557557
367	0.6324420767
368	0.6324306416
369	0.6324227528
370	0.6324115298
371	0.6324008863
372	0.6323884015
373	0.6323778908
374	0.6323647354
375	0.6323521442
376	0.6323426791
377	0.6323312962
378	0.632314546
379	0.6323012407
380	0.6322903287
381	0.6322799552
382	0.63226914
383	0.6322577104
384	0.6322471099
385	0.6322341668
386	0.6322236526
387	0.6322070628
388	0.6321903438
389	0.6321785572
390	0.6321710021
391	0.632158753
392	0.632150429
393	0.6321414263
394	0.6321330566
395	0.63212557
396	0.6321165182
397	0.6321070609
398	0.6320978695
399	0.6320859651
400	0.6320761125
401	0.6320660986
402	0.6320519027
403	0.632042075
404	0.632032999
405	0.6320247752
406	0.6320144284
407	0.6320056127
408	0.6319900301
409	0.6319796153
410	0.6319689434
411	0.6319603172
412	0.6319542139
413	0.6319374478
414	0.6319265689
415	0.6319136839
416	0.6318971153
417	0.6318859044
418	0.6318781855
419	0.631867195
420	0.6318539279
421	0.6318416304
422	0.6318335619
423	0.6318232978
424	0.6318137198
425	0.6317982003
426	0.6317869939
427	0.6317745746
428	0.6317633324
429	0.6317520432
430	0.6317415517
431	0.6317297786
432	0.6317137691
433	0.6317007864
434	0.6316938552
435	0.6316841233
436	0.6316735986
437	0.6316596197
438	0.6316476552
439	0.6316353039
440	0.6316205275
441	0.6316113919
442	0.6316026442
443	0.6315944608
444	0.6315858241
445	0.6315718973
446	0.6315605386
447	0.6315490754
448	0.6315368616
449	0.6315287958
450	0.6315191164
451	0.6315108007
452	0.6315026865
453	0.6314931347
454	0.6314817826
455	0.6314691896
456	0.6314578829
457	0.6314459353
458	0.6314401521
459	0.6314298496
460	0.6314166724
461	0.6314074943
462	0.6313953297
463	0.6313865199
464	0.6313736169
465	0.6313680205
466	0.6313577488
467	0.6313482825
468	0.6313348897
469	0.6313211639
470	0.6313119711
471	0.6313031094
472	0.6312895844
473	0.6312785535
474	0.6312660962
475	0.6312547448
476	0.6312451525
477	0.6312374382
478	0.6312298802
479	0.6312182521
480	0.6312119487
481	0.6311982928
482	0.6311862367
483	0.6311780438
484	0.6311698939
485	0.6311590431
486	0.6311456786
487	0.6311363944
488	0.6311253479
489	0.6311187601
490	0.6311069533
491	0.6310931227
492	0.6310826813
493	0.6310680697
494	0.6310592059
495	0.6310508963
496	0.6310389551
497	0.6310289364
498	0.6310206991
499	0.6310116125
500	0.6310032604
501	0.6309961471
502	0.6309866436
503	0.6309782399
504	0.6309690543
505	0.6309575767
506	0.6309520103
507	0.6309399874
508	0.6309326047
509	0.6309208675
510	0.630911369
511	0.6308994545
512	0.6308846394
513	0.6308732205
514	0.6308619439
515	0.6308525795
516	0.6308440019
517	0.6308364871
518	0.6308300777
519	0.6308207164
520	0.6308125309
521	0.6308042129
522	0.630795322
523	0.6307853507
524	0.6307784716
525	0.6307667927
526	0.6307526471
527	0.6307420132
528	0.6307310553
529	0.6307217988
530	0.6307123952
531	0.6307030498
532	0.6306923546
533	0.6306809086
534	0.630673367
535	0.6306553531
536	0.6306482421
537	0.6306379482
538	0.6306300429
539	0.6306235214
540	0.6306161527
541	0.6306021892
542	0.630589609
543	0.6305807496
544	0.6305744078
545	0.6305624102
546	0.6305546134
547	0.6305471968
548	0.6305366691
549	0.6305305528
550	0.6305204397
551	0.6305135221
552	0.6305044219
553	0.6304958413
554	0.6304801403
555	0.6304688743
556	0.6304578414
557	0.630444302
558	0.6304332991
559	0.6304209406
560	0.6304119804
561	0.6303987961
562	0.6303898322
563	0.6303766778
564	0.6303693968
565	0.6303637311
566	0.6303535606
567	0.6303396082
568	0.6303268378
569	0.6303207743
570	0.630311103
571	0.6303002516
572	0.630293299
573	0.6302857698
574	0.6302754106
575	0.6302648326
576	0.6302520429
577	0.6302421703
578	0.6302329049
579	0.6302214484
580	0.6302139599
581	0.6302049241
582	0.6301998862
583	0.6301895592
584	0.6301795121
585	0.6301742587
586	0.6301672534
587	0.6301580851
588	0.630147088
589	0.6301392553
590	0.6301304697
591	0.6301243419
592	0.6301131895
593	0.630107661
594	0.6300983878
595	0.6300927259
596	0.6300857444
597	0.6300773008
598	0.630069008
599	0.6300616964
600	0.6300534474
601	0.6300458239
602	0.6300371792
603	0.6300258148
604	0.630014931
605	0.6300050725
606	0.6299934281
607	0.6299892149
608	0.6299814159
609	0.6299770444
610	0.6299678731
611	0.6299537617
612	0.6299445174
613	0.6299331395
614	0.6299274675
615	0.6299178454
616	0.6299047451
617	0.6298994894
618	0.6298897244
619	0.6298791318
620	0.6298710545
621	0.6298613979
622	0.6298549126
623	0.6298469536
624	0.6298297295
625	0.6298195425
626	0.6298092223
627	0.6297992528
628	0.6297840944
629	0.629772503
630	0.6297659312
631	0.6297615134
632	0.6297489292
633	0.6297387898
634	0.629730787
635	0.6297208935
636	0.62971151
637	0.6297003799
638	0.6296892869
639	0.6296827654
640	0.6296716022
641	0.6296615226
642	0.6296476333
643	0.6296419226
644	0.62963686
645	0.6296315666
646	0.6296151825
647	0.6296086383
648	0.6295952869
649	0.6295866676
650	0.6295829731
651	0.6295719484
652	0.6295623125
653	0.629552403
654	0.6295412237
655	0.6295282493
656	0.6295193218
657	0.6295113385
658	0.6295057848
659	0.6294994258
660	0.6294901792
661	0.6294836742
662	0.6294713979
663	0.629465478
664	0.6294548351
665	0.629446736
666	0.6294374153
667	0.6294316271
668	0.6294223618
669	0.6294136805
670	0.629404808
671	0.6293967141
672	0.6293881636
673	0.6293794121
674	0.6293669232
675	0.6293635883
676	0.6293554147
677	0.6293486758
678	0.6293384991
679	0.6293288266
680	0.6293201809
681	0.6293098406
682	0.6292985929
683	0.6292911552
684	0.6292806508
685	0.6292722237
686	0.629261476
687	0.6292526597
688	0.6292445202
689	0.62923664
690	0.6292323866
691	0.6292250635
692	0.6292118418
693	0.6292016702
694	0.6291956482
695	0.6291825745
696	0.6291749716
697	0.6291700337
698	0.6291619506
699	0.6291557368
700	0.6291434444
701	0.629134803
702	0.6291243714
703	0.62911494
704	0.6291046838
705	0.6290968346
706	0.629084763
707	0.6290746576
708	0.6290661853
709	0.6290568533
710	0.6290450823
711	0.6290366389
712	0.629031296
713	0.6290206787
714	0.62901378
715	0.6290064904
716	0.6289954293
717	0.6289879118
718	0.6289770653
719	0.6289670408
720	0.6289581227
721	0.6289473314
722	0.6289419824
723	0.628935351
724	0.6289239304
725	0.6289156563
726	0.6289110913
727	0.6289017264
728	0.6288922621
729	0.6288801405
730	0.628871259
731	0.6288655213
732	0.6288597395
733	0.628852246
734	0.6288408934
735	0.6288374715
736	0.6288328879
737	0.6288243795
738	0.6288158744
739	0.6288110553
740	0.6288002535
741	0.6287932267
742	0.6287863254
743	0.6287788081
744	0.6287718307
745	0.6287613467
746	0.6287529811
747	0.6287441034
748	0.6287380445
749	0.6287206297
750	0.6287121813
751	0.6287040284
752	0.6286983664
753	0.6286907068
754	0.6286825895
755	0.6286762055
756	0.6286704898
757	0.6286619667
758	0.6286548696
759	0.6286471048
760	0.6286376437
761	0.6286312964
762	0.6286156499
763	0.6285981237
764	0.6285895876
765	0.6285812914
766	0.6285729937
767	0.6285644495
768	0.6285549219
769	0.6285473367
770	0.6285397728
771	0.6285283403
772	0.6285241897
773	0.6285154672
774	0.6285088483
775	0.6284998602
776	0.628487377
777	0.6284825718
778	0.6284757642
779	0.6284699557
780	0.6284657836
781	0.6284589171
782	0.6284520657
783	0.628447809
784	0.6284431224
785	0.628432919
786	0.6284221246
787	0.6284134019
788	0.6284071203
789	0.6283970105
790	0.6283838554
791	0.6283739238
792	0.6283633971
793	0.6283570426
794	0.6283513772
795	0.6283438488
796	0.6283360367
797	0.628328402
798	0.6283223152
799	0.6283149444
800	0.628309487
801	0.6283013287
802	0.628291738
803	0.6282854508
804	0.628278107
805	0.6282738832
806	0.628269023
807	0.6282620208
808	0.6282545494
809	0.6282473365
810	0.6282397257
811	0.6282314251
812	0.6282258566
813	0.628218339
814	0.6282118895
815	0.6282020112
816	0.6281939343
817	0.6281867107
818	0.6281789501
819	0.6281711075
820	0.6281654045
821	0.6281560176
822	0.6281513511
823	0.6281466771
824	0.6281409082
825	0.6281320558
826	0.6281238422
827	0.6281121683
828	0.6281035396
829	0.6280959878
830	0.6280894468
831	0.6280818566
832	0.628075945
833	0.6280687861
834	0.6280518892
835	0.6280390005
836	0.6280316237
837	0.6280244705
838	0.6280159391
839	0.6280079521
840	0.6279975957
841	0.6279845893
842	0.6279783916
843	0.6279729701
844	0.6279668794
845	0.6279610882
846	0.62795179
847	0.6279426028
848	0.6279313286
849	0.6279227198
